school,major,2017,2018,2019,2020,rankEstimatedByPoly,rankEstimatedBySVR,avg,cov
南昌大学,信息与计算科学,26530.0,26530.0,26530.0,26530.0,26474.0,26228.0,26530.0,0.0
南昌大学,信息管理与信息系统,26530.0,26530.0,26530.0,26530.0,26474.0,26228.0,26530.0,0.0
南昌大学,电子商务,26530.0,26530.0,26530.0,26530.0,26474.0,26228.0,26530.0,0.0
南昌大学,土木类,26530.0,26687.5,26845.0,26687.5,26685.0,26468.0,26687.5,128.59821149611685
南昌大学,水产养殖学,27862.0,28072.5,28283.0,28072.5,28119.0,27852.0,28072.5,171.87253028528633
南昌大学,管理科学,27862.0,27862.0,27862.0,27862.0,27841.0,27527.0,27862.0,0.0
南昌大学,数学与应用数学,27862.0,27862.0,27862.0,27862.0,27841.0,27527.0,27862.0,0.0
南昌大学,测控技术与仪器,27862.0,28072.5,28283.0,28072.5,28119.0,27852.0,28072.5,171.87253028528633
南昌大学,生物科学类,27862.0,28072.5,28283.0,28072.5,28119.0,27852.0,28072.5,171.87253028528633
郑州大学,口腔医学,16274.0,20410.0,17575.0,18086.333333333332,17681.0,17775.0,18086.333333333332,1726.7928525319867
郑州大学,物理学类,19380.0,19380.0,19380.0,19380.0,19220.0,19323.0,19380.0,0.0
郑州大学,电气工程及其自动化,19380.0,18059.0,18574.0,18671.0,18464.0,18566.0,18671.0,543.6401996418832
郑州大学,自动化,19380.0,19212.0,19296.0,19296.0,19135.0,19239.0,19296.0,68.58571279792899
郑州大学,经济统计学,20464.0,19212.0,19838.0,19838.0,19679.0,19780.0,19838.0,511.1268596607565
郑州大学,金融数学,20464.0,15901.0,18182.5,18182.5,18022.0,18120.0,18182.5,1862.8369493866069
郑州大学,轨道交通信号与控制,20464.0,19212.0,19838.0,19838.0,19679.0,19780.0,19838.0,511.1268596607565
郑州大学,麻醉学,20464.0,20410.0,20437.0,20437.0,20281.0,20375.0,20437.0,22.045407685048602
郑州大学,建筑类,20464.0,20227.5,19991.0,20227.5,19965.0,20058.0,20227.5,193.1014413894072
郑州大学,英语,21596.0,20410.0,19829.0,20611.666666666668,20122.0,20190.0,20611.666666666668,735.3340888482065
郑州大学,材料类,22781.0,19212.0,22552.0,21515.0,21830.0,21930.0,21515.0,1631.1482663040372
郑州大学,计算机类,22781.0,19212.0,18740.0,20244.333333333332,19453.0,19496.0,20244.333333333332,1804.0148434964597
郑州大学,水利类,22781.0,21640.0,21260.0,21893.666666666668,21495.0,21509.0,21893.666666666668,646.3334192882871
郑州大学,包装工程,23967.0,22922.0,21047.0,22645.333333333332,21923.0,21794.0,22645.333333333332,1208.0309966589803
郑州大学,化学工程与工艺,23967.0,21640.0,22803.5,22803.5,22672.0,22680.0,22803.5,949.9937719094092
郑州大学,机械工程,23967.0,21640.0,21047.0,22218.0,21627.0,21578.0,22218.0,1260.2018356861201
郑州大学,电子信息类,23967.0,20410.0,18740.0,21039.0,19988.0,19936.0,21039.0,2179.772618111042
郑州大学,化学类,23967.0,21640.0,21260.0,22289.0,21753.0,21709.0,22289.0,1196.6238618156779
郑州大学,预防医学,25254.0,21640.0,22552.0,23148.666666666668,22799.0,22723.0,23148.666666666668,1534.5482143687186
郑州大学,工程管理,25254.0,20410.0,22832.0,22832.0,22701.0,22707.0,22832.0,1977.5547190069524
郑州大学,土木类,25254.0,22922.0,22552.0,23576.0,23090.0,22923.0,23576.0,1196.1014449730703
郑州大学,生物科学类,25254.0,21640.0,19991.0,22295.0,21319.0,21159.0,22295.0,2197.9628446965767
华中科技大学,临床医学（八年制贯通培养）,1856.0,1856.0,1856.0,1856.0,1923.0,1969.0,1856.0,0.0
华中科技大学,临床医学,2280.0,1728.0,1176.0,1728.0,1660.0,1511.0,1728.0,450.7061126721048
华中科技大学,电气工程及其自动化,2716.0,3300.0,2820.0,2945.3333333333335,2982.0,2976.0,2945.3333333333335,254.355831246089
华中科技大学,电子信息工程,2972.0,3106.5,3241.0,3106.5,3228.0,3296.0,3106.5,109.81879013477915
华中科技大学,通信工程,2972.0,2972.0,2972.0,2972.0,3048.0,3080.0,2972.0,0.0
华中科技大学,自动化,2972.0,3106.5,3241.0,3106.5,3228.0,3296.0,3106.5,109.81879013477915
华中科技大学,计算机类,2972.0,2972.0,2972.0,2972.0,3048.0,3080.0,2972.0,0.0
华中科技大学,软件工程,3252.0,3300.0,3276.0,3276.0,3353.0,3376.0,3276.0,19.595917942265423
华中科技大学,预防医学,3252.0,3627.5,4003.0,3627.5,3839.0,3955.0,3627.5,306.59446613836116
华中科技大学,金融工程,3252.0,3252.0,3252.0,3252.0,3329.0,3353.0,3252.0,0.0
华中科技大学,经济学（实验班）,3252.0,3640.0,3492.0,3461.3333333333335,3549.0,3575.0,3461.3333333333335,159.877731059985
华中科技大学,建筑学,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,医学影像学,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,功能材料,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,数学类,3565.0,3578.0,3591.0,3578.0,3659.0,3678.0,3578.0,10.614455552060438
华中科技大学,机械类,3565.0,3784.0,4003.0,3784.0,3939.0,4005.0,3784.0,178.812751223172
华中科技大学,生物医学工程类,3565.0,3784.0,4003.0,3784.0,3939.0,4005.0,3784.0,178.812751223172
华中科技大学,经济学（创新实验班）,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,自动化（实验班）,3565.0,3300.0,3432.5,3432.5,3509.0,3528.0,3432.5,108.1857969729237
华中科技大学,光电信息科学与工程（创新实验班）,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,光电信息科学与工程（卓越计划实验班）,3565.0,3565.0,3565.0,3565.0,3642.0,3657.0,3565.0,0.0
华中科技大学,国际经济与贸易,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,给排水科学与工程,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,水利水电工程,3880.0,3640.0,3896.0,3805.3333333333335,3914.0,3945.0,3805.3333333333335,117.09065813386745
华中科技大学,法医学,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,信息管理与信息系统,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,材料科学与工程,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,材料成型及控制工程,3880.0,3941.5,4003.0,3941.5,4039.0,4059.0,3941.5,50.214539727055154
华中科技大学,物流管理,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,数字媒体技术,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,电磁场与无线技术,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,信息管理与信息系统（医学信息）,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,能源动力类,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,飞行器设计与工程,3880.0,4011.0,3492.0,3794.3333333333335,3767.0,3700.0,3794.3333333333335,220.3698910670169
华中科技大学,电子信息类,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,药学（基地班）,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,船舶与海洋工程（实验班）,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,给排水科学与工程（实验班）,3880.0,3880.0,3880.0,3880.0,3956.0,3962.0,3880.0,0.0
华中科技大学,测控技术与仪器,4221.0,4221.0,4221.0,4221.0,4295.0,4291.0,4221.0,0.0
华中科技大学,风景园林,4221.0,4221.0,4221.0,4221.0,4295.0,4291.0,4221.0,0.0
华中科技大学,物理学类,4221.0,3906.0,3591.0,3906.0,3872.0,3801.0,3906.0,257.1964229922337
华中科技大学,土木类,4221.0,4112.0,4003.0,4112.0,4147.0,4121.0,4112.0,88.99812732112214
华中科技大学,海洋工程类,4221.0,4011.0,3492.0,3908.0,3840.0,3745.0,3908.0,306.3951696747192
华中科技大学,化学类,4221.0,4112.0,4003.0,4112.0,4147.0,4121.0,4112.0,88.99812732112214
华中科技大学,生物科学类,4221.0,4112.0,4003.0,4112.0,4147.0,4121.0,4112.0,88.99812732112214
华中科技大学,生物医学工程（工程科学国际化示范学院）,4221.0,4011.0,4116.0,4116.0,4190.0,4190.0,4116.0,85.73214099741124
华中科技大学,集成电路设计与集成系统（实验班）,4221.0,4011.0,3133.0,3788.3333333333335,3647.0,3497.0,3788.3333333333335,471.2545903106822
华中科技大学,生物技术（实验班）,4221.0,4221.0,4221.0,4221.0,4295.0,4291.0,4221.0,0.0
华中科技大学,化学（实验班）,4221.0,4221.0,4221.0,4221.0,4295.0,4291.0,4221.0,0.0
浙江工业大学,计算机类,25254.0,27557.5,29861.0,27557.5,28323.0,28509.0,27557.5,1880.799874167017
浙江工业大学,化工与制药类,25254.0,29141.0,33028.0,29141.0,30533.0,30866.0,29141.0,3173.722210066071
浙江工业大学,电子信息类,26530.0,28195.5,29861.0,28195.5,28718.0,28777.0,28195.5,1359.8750555351278
浙江工业大学,工商管理类,27862.0,27862.0,27862.0,27862.0,27841.0,27527.0,27862.0,0.0
浙江工业大学,机械类,27862.0,29640.0,31418.0,29640.0,30210.0,30251.0,29640.0,1451.730920889497
浙江工业大学,生物工程类,27862.0,30445.0,33028.0,30445.0,31307.0,31459.0,30445.0,2109.010668536316
浙江工业大学,法学类,29184.0,30301.0,31418.0,30301.0,30667.0,30567.0,30301.0,912.0266808962699
浙江工业大学,药学类,29184.0,29184.0,29184.0,29184.0,29202.0,28852.0,29184.0,0.0
浙江工业大学,海洋技术,29184.0,29184.0,29184.0,29184.0,29202.0,28852.0,29184.0,0.0
湖北大学,人力资源管理,41063.0,41063.0,41063.0,41063.0,41420.0,40186.0,41063.0,0.0
湖北大学,数学与应用数学,41063.0,41063.0,41063.0,41063.0,41420.0,40186.0,41063.0,0.0
湖北大学,新闻传播学类,41063.0,41063.0,41063.0,41063.0,41420.0,40186.0,41063.0,0.0
湖北大学,计算机类,41063.0,41063.0,41063.0,41063.0,41420.0,40186.0,41063.0,0.0
华中农业大学,动物医学,20464.0,27025.0,22552.0,23347.0,22932.0,22816.0,23347.0,2736.8715717037217
华中农业大学,生物工程,23967.0,27025.0,25355.0,25449.0,25336.0,25145.0,25449.0,1250.1914520051187
华中农业大学,风景园林,23967.0,21640.0,23930.0,23179.0,23356.0,23416.0,23179.0,1088.3421643337479
华中农业大学,生物科学类,23967.0,25636.0,15351.0,21651.333333333332,19461.0,18732.0,21651.333333333332,4506.812645564737
华中农业大学,计算机科学与技术,25254.0,25636.0,23930.0,24940.0,24516.0,24193.0,24940.0,731.0066119172019
华中农业大学,经济学类,25254.0,28507.0,25355.0,26372.0,26010.0,25525.0,26372.0,1510.235963903213
华中农业大学,法学,26530.0,24219.0,25355.0,25368.0,25280.0,25111.0,25368.0,943.5065800865762
华中农业大学,林学,26530.0,28507.0,28283.0,27773.333333333332,27904.0,27724.0,27773.333333333332,883.9126402284082
华中农业大学,生物信息学,26530.0,27025.0,25355.0,26303.333333333332,25957.0,25497.0,26303.333333333332,700.3610180153914
华中农业大学,广告学,27862.0,28507.0,28283.0,28217.333333333332,28225.0,27916.0,28217.333333333332,267.3827884430027
华中农业大学,信息与计算科学,27862.0,28507.0,25355.0,27241.333333333332,26707.0,25894.0,27241.333333333332,1359.5823705175874
华中农业大学,园艺,27862.0,24219.0,26845.0,26308.666666666668,26424.0,26313.0,26308.666666666668,1534.8403463842385
华中农业大学,食品科学与工程类,27862.0,28507.0,25355.0,27241.333333333332,26707.0,25894.0,27241.333333333332,1359.5823705175874
华中农业大学,动物科学,29184.0,28507.0,25355.0,27682.0,27082.0,26091.0,27682.0,1668.4881380059812
华中农业大学,环境科学与工程类,29184.0,28507.0,28283.0,28658.0,28559.0,28115.0,28658.0,383.01523033251124
华中农业大学,植物生产类,29184.0,30046.0,28283.0,29171.0,28965.0,28360.0,29171.0,719.800435305972
华中农业大学,管理科学与工程类,29184.0,28507.0,26845.0,28178.666666666668,27824.0,27107.0,28178.666666666668,982.7113287001201
华中农业大学,机械类,29184.0,30046.0,28283.0,29171.0,28965.0,28360.0,29171.0,719.800435305972
华中农业大学,农业工程类,29184.0,28507.0,28283.0,28658.0,28559.0,28115.0,28658.0,383.01523033251124
华中农业大学,公共管理类,29184.0,28507.0,28283.0,28658.0,28559.0,28115.0,28658.0,383.01523033251124
华中农业大学,水产类,30539.0,30046.0,28283.0,29622.666666666668,29338.0,28593.0,29622.666666666668,968.4325250401059
中国地质大学（武汉）,地球信息科学与技术,15347.0,22922.0,19134.5,19134.5,18974.0,19077.0,19134.5,3092.4808002637624
中国地质大学（武汉）,机械设计制造及其自动化,18358.0,21640.0,19999.0,19999.0,19841.0,19940.0,19999.0,1339.8708893023984
中国地质大学（武汉）,地质学（基地班）,18358.0,19212.0,18785.0,18785.0,18624.0,18726.0,18785.0,348.64404005613903
中国地质大学（武汉）,地理科学类,18358.0,20455.0,22552.0,20455.0,21330.0,21400.0,20455.0,1712.1933302054415
中国地质大学（武汉）,通信工程,19380.0,21640.0,20510.0,20510.0,20355.0,20447.0,20510.0,922.6411364483304
中国地质大学（武汉）,宝石及材料工艺学,19380.0,22922.0,21260.0,21187.333333333332,21069.0,21148.0,21187.333333333332,1446.9280869790623
中国地质大学（武汉）,遥感科学与技术,19380.0,19212.0,19296.0,19296.0,19135.0,19239.0,19296.0,68.58571279792899
中国地质大学（武汉）,地质工程,20464.0,20410.0,20437.0,20437.0,20281.0,20375.0,20437.0,22.045407685048602
中国地质大学（武汉）,计算机科学与技术,20464.0,20410.0,20437.0,20437.0,20281.0,20375.0,20437.0,22.045407685048602
中国地质大学（武汉）,地质学类（地球科学菁英班）,20464.0,12005.0,16234.5,16234.5,16086.0,16159.0,16234.5,3453.372289033817
中国地质大学（武汉）,地质学类,20464.0,22922.0,21693.0,21693.0,21548.0,21608.0,21693.0,1003.4742979601752
中国地质大学（武汉）,数学与应用数学,21596.0,21640.0,21618.0,21618.0,21472.0,21535.0,21618.0,17.962924780409974
中国地质大学（武汉）,环境工程（菁英班）,21596.0,21596.0,21596.0,21596.0,21450.0,21513.0,21596.0,0.0
中国地质大学（武汉）,材料化学,21596.0,24219.0,22907.5,22907.5,22778.0,22780.0,22907.5,1070.8352658867127
中国地质大学（武汉）,地理信息科学,21596.0,21596.0,21596.0,21596.0,21450.0,21513.0,21596.0,0.0
中国地质大学（武汉）,大气科学,21596.0,22922.0,25355.0,23291.0,24050.0,24217.0,23291.0,1556.6290502235913
中国地质大学（武汉）,海洋科学,21596.0,22922.0,22259.0,22259.0,22120.0,22156.0,22259.0,541.3372331550823
中国地质大学（武汉）,经济学,22781.0,20410.0,21595.5,21595.5,21449.0,21513.0,21595.5,967.9566966898192
中国地质大学（武汉）,工业设计,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,应用化学,22781.0,24219.0,26845.0,24615.0,25411.0,25614.0,24615.0,1682.584519917697
中国地质大学（武汉）,统计学,22781.0,22922.0,26845.0,24182.666666666668,25194.0,25429.0,24182.666666666668,1883.4338026298906
中国地质大学（武汉）,信息与计算科学,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,电子信息工程,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,水文与水资源工程,22781.0,22781.0,22781.0,22781.0,22650.0,22658.0,22781.0,0.0
中国地质大学（武汉）,工程管理,22781.0,21640.0,22210.5,22210.5,22071.0,22109.0,22210.5,465.8112994192677
中国地质大学（武汉）,市场营销,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,旅游管理,22781.0,24219.0,23500.0,23500.0,23380.0,23345.0,23500.0,587.0610416870351
中国地质大学（武汉）,土木工程,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,信息安全,22781.0,21640.0,22210.5,22210.5,22071.0,22109.0,22210.5,465.8112994192677
中国地质大学（武汉）,空间信息与数字技术,22781.0,22922.0,22851.5,22851.5,22721.0,22726.0,22851.5,57.56300895540468
中国地质大学（武汉）,物理学,23967.0,24219.0,25355.0,24513.666666666668,24727.0,24753.0,24513.666666666668,603.7424027587336
中国地质大学（武汉）,软件工程,23967.0,20410.0,22188.5,22188.5,22049.0,22088.0,22188.5,1452.1391691799606
中国地质大学（武汉）,资源勘查工程,23967.0,20410.0,22188.5,22188.5,22049.0,22088.0,22188.5,1452.1391691799606
中国地质大学（武汉）,网络工程,23967.0,21640.0,22803.5,22803.5,22672.0,22680.0,22803.5,949.9937719094092
中国地质大学（武汉）,材料科学与工程,23967.0,22922.0,23444.5,23444.5,23323.0,23293.0,23444.5,426.61946353473684
中国地质大学（武汉）,自动化,23967.0,24219.0,24093.0,24093.0,23983.0,23909.0,24093.0,102.87856919689348
中国地质大学（武汉）,测控技术与仪器,23967.0,22922.0,23444.5,23444.5,23323.0,23293.0,23444.5,426.61946353473684
中国地质大学（武汉）,测绘工程,23967.0,20410.0,22188.5,22188.5,22049.0,22088.0,22188.5,1452.1391691799606
中国地质大学（武汉）,环境工程,23967.0,23967.0,23967.0,23967.0,23855.0,23789.0,23967.0,0.0
中国地质大学（武汉）,公共事业管理,23967.0,19212.0,21589.5,21589.5,21443.0,21507.0,21589.5,1941.2206211556686
中国地质大学（武汉）,土地资源管理,23967.0,22922.0,23930.0,23606.333333333332,23612.0,23610.0,23606.333333333332,484.13244285238954
中国地质大学（武汉）,信息管理与信息系统,23967.0,24219.0,24093.0,24093.0,23983.0,23909.0,24093.0,102.87856919689348
中国地质大学（武汉）,安全工程,23967.0,21640.0,26845.0,24150.666666666668,25179.0,25415.0,24150.666666666668,2128.8974193751615
中国地质大学（武汉）,地理空间信息工程,23967.0,20410.0,22188.5,22188.5,22049.0,22088.0,22188.5,1452.1391691799606
中国地质大学（武汉）,自然地理与资源环境,23967.0,22922.0,23444.5,23444.5,23323.0,23293.0,23444.5,426.61946353473684
湖南大学,英语,5828.0,6385.0,7767.0,6660.0,7239.0,7304.0,6660.0,815.127392906573
湖南大学,电气工程及其自动化,6788.0,8194.0,8908.0,7963.333333333333,8460.0,8477.0,7963.333333333333,880.7214214621002
湖南大学,会计学,7306.0,6969.0,8422.0,7565.666666666667,8016.0,8036.0,7565.666666666667,620.9521362839132
湖南大学,经济学类,7306.0,8194.0,7128.0,7542.666666666667,7374.0,7289.0,7542.666666666667,466.25982265494656
湖南大学,计算机科学与技术,7306.0,7556.0,8908.0,7923.333333333333,8442.0,8461.0,7923.333333333333,703.7051150083314
湖南大学,数学类,7306.0,7556.0,8422.0,7761.333333333333,8109.0,8114.0,7761.333333333333,478.1808119204376
湖南大学,国际经济与贸易,7883.0,7556.0,8908.0,8115.666666666667,8530.0,8539.0,8115.666666666667,575.949264740876
湖南大学,建筑学,7883.0,9621.0,8422.0,8642.0,8532.0,8484.0,8642.0,726.3887847886052
湖南大学,法学,8479.0,8194.0,8422.0,8365.0,8397.0,8366.0,8365.0,123.13407326974935
湖南大学,软件工程,8479.0,9621.0,8422.0,8840.666666666666,8629.0,8569.0,8840.666666666666,552.2694591913947
湖南大学,通信工程,8479.0,8194.0,8908.0,8527.0,8720.0,8710.0,8527.0,293.4586853374764
湖南大学,统计学类,8479.0,7556.0,7767.0,7934.0,7868.0,7813.0,7934.0,394.88310506612794
湖南大学,自动化,9034.0,9621.0,8422.0,9025.666666666666,8721.0,8649.0,9025.666666666666,489.52516675742925
湖南大学,电子信息工程,9034.0,8194.0,8422.0,8550.0,8487.0,8444.0,8550.0,354.67167916257426
湖南大学,城乡规划,9034.0,12005.0,8422.0,9820.333333333334,9121.0,8987.0,9820.333333333334,1564.8668384952832
湖南大学,工商管理,9034.0,8891.0,8422.0,8782.333333333334,8601.0,8544.0,8782.333333333334,261.39667599688835
湖南大学,工业设计,9034.0,8194.0,8422.0,8550.0,8487.0,8444.0,8550.0,354.67167916257426
湖南大学,生物技术,9034.0,8891.0,8422.0,8782.333333333334,8601.0,8544.0,8782.333333333334,261.39667599688835
湖南大学,信息安全,9034.0,10394.0,8422.0,9283.333333333334,8849.0,8759.0,9283.333333333334,824.1445396423022
湖南大学,测控技术与仪器,9697.0,9621.0,7128.0,8815.333333333334,8044.0,7849.0,8815.333333333334,1193.5281963806117
湖南大学,能源与动力工程,9697.0,10394.0,8422.0,9504.333333333334,8960.0,8854.0,9504.333333333334,816.5114138142154
湖南大学,材料成型及控制工程,9697.0,9621.0,8908.0,9408.666666666666,9140.0,9085.0,9408.666666666666,355.3817978206287
湖南大学,给排水科学与工程,9697.0,11183.0,8190.0,9690.0,8952.0,8803.0,9690.0,1221.8971587931067
湖南大学,土木类,9697.0,11183.0,8422.0,9767.333333333334,9094.0,8965.0,9767.333333333334,1128.270160713096
湖南大学,机械类,9697.0,9621.0,8422.0,9246.666666666666,8831.0,8743.0,9246.666666666666,583.9522431006
湖南大学,电子商务,10376.0,15901.0,8422.0,11566.333333333334,10056.0,9667.0,11566.333333333334,3167.178590200152
湖南大学,行政管理,10376.0,11183.0,7767.0,9775.333333333334,8818.0,8605.0,9775.333333333334,1457.821281532441
湖南大学,日语,10376.0,9621.0,8422.0,9473.0,8945.0,8840.0,9473.0,804.5524635887125
湖南大学,建筑环境与能源应用工程,10376.0,10394.0,8422.0,9730.666666666666,9076.0,8949.0,9730.666666666666,925.3962514632434
湖南大学,生物医学工程,10376.0,8891.0,8422.0,9229.666666666666,8822.0,8736.0,9229.666666666666,832.8866803006409
湖南大学,材料科学与工程,11112.0,12005.0,8422.0,10513.0,9483.0,9271.0,10513.0,1522.842298685805
湖南大学,化学工程与工艺,11112.0,12005.0,8422.0,10513.0,9483.0,9271.0,10513.0,1522.842298685805
湖南大学,环境科学与工程类,11112.0,10394.0,8422.0,9976.0,9202.0,9052.0,9976.0,1137.2680715937938
湖南大学,电子科学与技术,11842.0,12005.0,8422.0,10756.333333333334,9612.0,9366.0,10756.333333333334,1651.963747248172
中南大学,临床医学（学制8年）,2972.0,2972.0,2972.0,2972.0,3048.0,3080.0,2972.0,0.0
中南大学,口腔医学,5409.0,5825.0,3591.0,4941.666666666667,4530.0,4268.0,4941.666666666667,970.0478796888785
中南大学,临床医学（学制5年）,5409.0,5409.0,5409.0,5409.0,5470.0,5438.0,5409.0,0.0
中南大学,麻醉学,5828.0,5828.0,5828.0,5828.0,5883.0,5844.0,5828.0,0.0
中南大学,数学与应用数学,6301.0,6301.0,6301.0,6301.0,6348.0,6304.0,6301.0,0.0
中南大学,自动化,6788.0,6788.0,6788.0,6788.0,6826.0,6780.0,6788.0,0.0
中南大学,智能科学与技术,6788.0,6788.0,6788.0,6788.0,6826.0,6780.0,6788.0,0.0
中南大学,生物科学,6788.0,6788.0,6788.0,6788.0,6826.0,6780.0,6788.0,0.0
中南大学,建筑学,7306.0,7306.0,7306.0,7306.0,7334.0,7288.0,7306.0,0.0
中南大学,金融学,7306.0,7306.0,7306.0,7306.0,7334.0,7288.0,7306.0,0.0
中南大学,材料科学与工程,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,车辆工程,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,电气工程及其自动化,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,数据科学与大数据技术,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,电子信息工程,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,电子信息科学与技术,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,计算机科学与技术,7883.0,7883.0,7883.0,7883.0,7898.0,7857.0,7883.0,0.0
中南大学,材料化学,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,城乡规划,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,新能源材料与器件,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,软件工程,8479.0,8194.0,6529.0,7734.0,7218.0,7050.0,7734.0,859.9709297412326
中南大学,信息与计算科学,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,统计学,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,机械设计制造及其自动化,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,交通运输,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,能源与动力工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,建筑环境与能源应用工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,通信工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,城市地下空间工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,财务管理,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,化学工程与工艺,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,新能源科学与工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,物联网工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,高分子材料与工程,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,预防医学,8479.0,8479.0,8479.0,8479.0,8481.0,8446.0,8479.0,0.0
中南大学,冶金工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,土木工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,工程管理,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,铁道工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,行政管理,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,应用化学,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,交通设备与控制工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,测控技术与仪器,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,粉体材料科学与工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,药学,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,光电信息科学与工程,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
中南大学,信息安全,9034.0,9034.0,9034.0,9034.0,9023.0,8997.0,9034.0,0.0
湖南师范大学,物理学（师范）,19380.0,18059.0,18719.5,18719.5,18559.0,18660.0,18719.5,539.2959917027631
湖南师范大学,临床医学,21596.0,21596.0,21596.0,21596.0,21450.0,21513.0,21596.0,0.0
湖南师范大学,经济学,23967.0,20410.0,22302.0,22226.333333333332,22118.0,22161.0,22226.333333333332,1453.1245262842717
湖南师范大学,应用化学,23967.0,23967.0,23967.0,23967.0,23855.0,23789.0,23967.0,0.0
