学校,科类,专业,最低分
北京科技大学,理科,环境科学与工程类（环境工程）,373
北京科技大学,理科,工科试验班类（卓越计划）,373
北京科技大学,理科,工商管理类（一年后可分流至工商管理、会计学）,373
北京科技大学,理科,数学类（一年后可分流至数学与应用数学、信息与计算科学）,373
北京科技大学,理科,管理科学与工程类（一年后可分流至信息管理与信息系统、工程管理）,373
北京科技大学,理科,经济与贸易类（一年后可分流至国际经济与贸易等专业）,373
北京科技大学,理科,应用物理学,372
北京科技大学,理科,冶金工程,372
北京科技大学,理科,自动化类,372
北京科技大学,理科,能源动力类（能源与动力工程）,372
北京科技大学,理科,矿业类（一年后可分流至采矿工程、矿物加工工程）,372
北京科技大学,理科,土木类（一年后可分流至土木工程、建筑环境与能源应用工程）,372
北京科技大学,理科,机械类（一年后可分流至机械工程、车辆工程、工业设计等专业）,372
北京科技大学,文科,工商管理类（一年后可分流至工商管理、会计学）,374
北京科技大学,文科,德语,369
北京科技大学,文科,英语,365
北京科技大学,文科,经济与贸易类,365
北京科技大学,文科,人文科学试验班,365
北京科技大学,文科,日语,364
北京化工大学,理科,工科试验班（高材精英班）,370
北京化工大学,理科,工科试验班（生工高精尖班）,366
北京化工大学,理科,工科试验班（大数据技术）,365
北京化工大学,理科,理科试验班（化学优培计划）,364
北京化工大学,理科,制药工程,362
北京化工大学,理科,计算机类（计算机科学与技术）,362
北京化工大学,理科,环境工程,361
北京化工大学,理科,电子科学与技术,361
北京化工大学,理科,工科试验班（绿色化工与新能源类）,361
北京化工大学,理科,化学类（应用化学、化学）,361
北京化工大学,理科,材料类（高分子材料与工程、材料科学与工程、功能材料）,361
北京化工大学,理科,生物工程类（含生物工程等3个专业）,361
北京化工大学,理科,数学类（含数学与应用数学、信息与计算科学等3个专业）,361
北京化工大学,理科,自动化类（含自动化等4个专业）,361
北京化工大学,理科,管理科学与工程类（含信息管理与信息系统等2个专业）,361
北京化工大学,理科,机械类（含机械设计制造及其自动化、过程装备与控制工程等3个专业）,360
北京化工大学,文科,国际经济与贸易,361
北京化工大学,文科,法学,358
北京化工大学,文科,英语,358
北京化工大学,文科,工商管理类（会计学、工商管理、财务管理）,358
北京邮电大学,理科,信息安全,382
北京邮电大学,理科,工商管理,382
北京邮电大学,理科,电磁场与无线技术,382
北京邮电大学,理科,管理科学与工程类（工程管理、信息管理与信息系统）,382
北京邮电大学,理科,电子信息类（电子信息科学与技术、电子科学与技术、光电信息科学与工程）,382
北京邮电大学,理科,邮政工程（互联网与智慧物流）,382
北京邮电大学,理科,计算机类（计算机科学与技术、网络工程、智能科学与技术、数据科学与大数据技术）,381
北京邮电大学,理科,通信工程（双一流实验班，大类招生）,381
北京邮电大学,理科,自动化类（机器人与人工智能）（含自动化等3个专业）,381
北京邮电大学,理科,软件工程（英语授课）,381
北京林业大学,理科,风景园林,372
北京林业大学,理科,园林,369
北京林业大学,理科,地理信息科学,368
北京林业大学,理科,园艺（观赏园艺）,368
北京林业大学,理科,城乡规划,367
北京林业大学,理科,国际经济与贸易,367
北京林业大学,理科,电子商务,367
北京林业大学,理科,金融学,366
北京林业大学,理科,商务英语,365
北京林业大学,理科,数学与应用数学,365
北京林业大学,理科,电子信息科学与技术,365
北京林业大学,理科,应用心理学,365
北京林业大学,理科,环境科学,365
北京林业大学,理科,环境工程,365
北京林业大学,理科,林学类（第四学期分流至林学、森林保护、林学（城市林业））,365
北京林业大学,理科,自动化,364
北京林业大学,理科,信息管理与信息系统,364
北京林业大学,理科,计算机类（第四学期分流至计算机科学与技术等4个专业）,364
北京林业大学,理科,土木工程,363
北京林业大学,理科,自然地理与资源环境,363
北京林业大学,理科,统计学,363
北京林业大学,理科,机械设计制造及其自动化,363
北京林业大学,理科,电气工程及其自动化,363
北京林业大学,理科,旅游管理,363
北京林业大学,理科,信息管理与信息系统（管理信息）,363
北京林业大学,理科,野生动物与自然保护区管理,362
北京林业大学,理科,食品科学与工程,362
北京林业大学,理科,生物科学类,362
北京林业大学,理科,车辆工程,362
北京林业大学,理科,林业工程类,362
北京林业大学,理科,水土保持与荒漠化防治,362
北京林业大学,理科,工商管理类（第四学期分流至工商管理等5个专业）,362
北京林业大学,文科,农林经济管理,364
北京林业大学,文科,工商管理类（第四学期分流至工商管理等5个专业）,364
北京林业大学,文科,商务英语,363
北京林业大学,文科,应用心理学,362
北京林业大学,文科,法学,362
北京林业大学,文科,日语,362
中国传媒大学,理科,传播学,387
中国传媒大学,理科,广播电视工程,384
中国传媒大学,理科,公共关系学,384
中国传媒大学,理科,数据科学与大数据技术,381
中国传媒大学,理科,信息安全,380
中国传媒大学,理科,通信工程,380
中国传媒大学,理科,数字媒体技术,380
中国传媒大学,理科,经济学类,380
中国传媒大学,理科,信息与计算科学,379
中国传媒大学,理科,计算机科学与技术,379
中国传媒大学,文科,广告学,385
中国传媒大学,文科,新闻学,383
中国传媒大学,文科,法学,381
中国传媒大学,文科,翻译,381
北京师范大学,理科,理科试验班（数学与应用数学、物理学、化学、生物科学）,391
北京师范大学,理科,数学与应用数学,390
北京师范大学,理科,心理学,389
北京师范大学,理科,物理学（基地班）,388
北京师范大学,理科,资源环境科学,386
北京师范大学,理科,英语,386
北京师范大学,理科,生物科学类（生物科学、生物技术）,386
北京师范大学,理科,化学,385
北京师范大学,理科,环境科学（环境科学、环境工程）,385
北京师范大学,文科,汉语言文学,387
北京师范大学,文科,教育学（试点学院）,386
北京师范大学,文科,工商管理,385
北京师范大学,文科,会计学,385
北京师范大学,文科,传播学,385
南京师范大学,理科,数学与应用数学（师范）,378
南京师范大学,理科,英语（师范）,378
南京师范大学,理科,英语（双外语）,375
南京师范大学,理科,翻译（双外语）,374
南京师范大学,理科,物理学（师范）,374
南京师范大学,理科,汉语言,373
南京师范大学,理科,地理科学（师范）,373
南京师范大学,理科,化学（师范）,373
南京师范大学,理科,英语（金陵女子学院）,373
南京师范大学,理科,金融学,372
南京师范大学,理科,生物科学（师范）,372
南京师范大学,理科,数学类（数学与应用数学、信息与计算科学）（含基地班）,372
南京师范大学,理科,外国语言文学类（俄语、西班牙语、法语、日语、朝鲜语）（双外语）,371
南京师范大学,理科,计算机科学与技术,370
南京师范大学,理科,电气工程及其自动化,370
南京师范大学,理科,经济学,370
南京师范大学,理科,法学,370
南京师范大学,理科,汉语国际教育,370
南京师范大学,理科,应用心理学,370
南京师范大学,理科,会计学（金陵女子学院）,370
南京师范大学,理科,财务管理（金陵女子学院）,370
南京师范大学,理科,统计学,369
南京师范大学,理科,物理学,369
南京师范大学,理科,金融数学,369
南京师范大学,理科,计算机科学与技术（师范）,369
南京师范大学,理科,地理科学类（自然地理与资源环境、人文地理与城乡规划、地理信息科学）,369
南京师范大学,理科,教育技术学（师范）,369
南京师范大学,理科,生物工程,368
南京师范大学,理科,海洋资源开发技术,368
南京师范大学,理科,自动化,368
南京师范大学,理科,国际经济与贸易,368
南京师范大学,理科,哲学,368
南京师范大学,理科,工商管理类（工商管理、人力资源管理）,368
南京师范大学,理科,劳动与社会保障（金陵女子学院）,368
南京师范大学,理科,行政管理,367
南京师范大学,理科,旅游管理,367
南京师范大学,理科,测绘工程,367
南京师范大学,理科,社会学,367
南京师范大学,理科,文物与博物馆学,367
南京师范大学,理科,新闻传播学类（新闻学、广播电视学、广告学、网络与新媒体）,367
南京师范大学,理科,建筑环境与能源应用工程,367
南京师范大学,理科,化学类（化学、应用化学）,367
南京师范大学,理科,能源动力类（能源与动力工程、能源与环境系统工程）,367
南京师范大学,理科,环境科学与工程类（环境工程、环境科学）,367
南京师范大学,理科,软件工程（嵌入式培养）,367
南京师范大学,理科,电子信息类（电子信息工程、通信工程、光电信息科学与工程）,367
南京师范大学,理科,生物科学类（生物科学、生物技术）（含国家理科基地班）,367
南京师范大学,理科,食品科学与工程（金陵女子学院）,367
南京师范大学,理科,英语（金陵女子学院）（江苏中美大学生双向交流项目）（单列专业）,357
南京师范大学,理科,电气类（电气工程及其自动化）（中外合作办学）,351
南京师范大学,文科,英语（师范）,378
南京师范大学,文科,汉语言文学（师范）,375
南京师范大学,文科,法学,374
南京师范大学,文科,金融学,373
南京师范大学,文科,应用心理学,373
南京师范大学,文科,中国语言文学类（汉语言文学、秘书学）（含国家文科基地班）,373
南京师范大学,文科,汉语言,372
南京师范大学,文科,英语（双外语）,372
南京师范大学,文科,教育学（师范）,372
南京师范大学,文科,历史学（师范）,372
南京师范大学,文科,会计学（金陵女子学院）,372
南京师范大学,文科,经济学,371
南京师范大学,文科,翻译（双外语）,371
南京师范大学,文科,哲学,370
南京师范大学,文科,地理科学（师范）,370
南京师范大学,文科,新闻传播学类（新闻学、广播电视学、广告学、网络与新媒体）,370
南京师范大学,文科,英语（金陵女子学院）,370
南京师范大学,文科,外国语言文学类（俄语、西班牙语、法语、日语、朝鲜语）（双外语）,370
南京师范大学,文科,行政管理,369
南京师范大学,文科,历史学,369
南京师范大学,文科,旅游管理,369
南京师范大学,文科,国际经济与贸易,369
南京师范大学,文科,社会学,369
南京师范大学,文科,思想政治教育,369
南京师范大学,文科,汉语国际教育,369
南京师范大学,文科,文物与博物馆学,369
南京师范大学,文科,思想政治教育（师范）,369
南京师范大学,文科,教育学类（学前教育、小学教育）（师范）,369
南京师范大学,文科,古典文献学,369
南京师范大学,文科,工商管理类（工商管理、人力资源管理）,369
南京师范大学,文科,劳动与社会保障（金陵女子学院）,369
南京师范大学,文科,财务管理（金陵女子学院）,369
南京师范大学,文科,英语（金陵女子学院）（单列专业）,355
北京外国语大学,理科,英语,389
北京外国语大学,理科,德语,389
北京外国语大学,理科,西班牙语,388
北京外国语大学,理科,西班牙语（商务）,387
北京外国语大学,理科,法语,386
北京外国语大学,理科,金融学（国际组织与全球治理）,384
北京外国语大学,理科,金融学,383
北京外国语大学,理科,信息管理与信息系统（大数据与商务分析）,382
北京外国语大学,理科,政治学类（外交学）（中外合作办学）,382
北京外国语大学,理科,经济与贸易类（国际经济与贸易）（中外合作办学）,382
北京外国语大学,文科,西班牙语（商务）,394
北京外国语大学,文科,德语,391
北京外国语大学,文科,法语,390
北京外国语大学,文科,西班牙语,387
北京外国语大学,文科,法语（国际关系）,387
北京外国语大学,文科,英语,385
北京外国语大学,文科,外交学（国际组织与全球治理）,384
北京外国语大学,文科,汉语言文学,383
北京外国语大学,文科,工商管理类,383
北京外国语大学,文科,汉语国际教育,383
北京外国语大学,文科,政治学类（外交学）（中外合作办学）,381
中国地质大学（北京）,理科,土地整治工程,366
中国地质大学（北京）,理科,经济学,366
中国地质大学（北京）,理科,土地资源管理,363
中国地质大学（北京）,理科,地理信息科学,362
中国地质大学（北京）,理科,电子信息工程,362
中国地质大学（北京）,理科,材料科学与工程,362
中国地质大学（北京）,理科,计算机科学与技术,362
中国地质大学（北京）,理科,电气工程及其自动化,362
中国地质大学（北京）,理科,土木工程,361
中国地质大学（北京）,理科,水文与水资源工程,360
中国地质大学（北京）,理科,宝石及材料工艺学,360
中国地质大学（北京）,理科,资源勘查工程（新能源地质与工程）,359
中国地质大学（北京）,理科,工商管理,359
中国地质大学（北京）,理科,会计学,359
中国地质大学（北京）,理科,地质工程,359
中国地质大学（北京）,理科,地下水科学与工程,359
中国地质大学（北京）,理科,软件工程,359
中国地质大学（北京）,理科,安全工程,359
中国地质大学（北京）,理科,材料化学,359
中国地质大学（北京）,理科,地球物理学,359
中国地质大学（北京）,理科,测控技术与仪器,359
中国地质大学（北京）,理科,海洋科学,359
中国地质大学（北京）,理科,资源勘查工程（固体矿产）,359
中国地质大学（北京）,理科,海洋资源与环境,359
中国地质大学（北京）,理科,资源勘查工程（能源）,358
中国地质大学（北京）,理科,英语,358
中国地质大学（北京）,理科,数学与应用数学,358
中国地质大学（北京）,理科,勘查技术与工程,358
中国地质大学（北京）,理科,测绘工程,358
中国矿业大学（北京）,理科,计算机科学与技术,363
中国矿业大学（北京）,理科,电气工程及其自动化,362
中国矿业大学（北京）,理科,会计学,361
中国矿业大学（北京）,理科,机械工程,359
中国矿业大学（北京）,理科,土木工程,359
中国矿业大学（北京）,理科,工程力学,359
中国矿业大学（北京）,理科,信息工程,359
中国矿业大学（北京）,理科,数学类（数学与应用数学、信息与计算科学）,359
中国矿业大学（北京）,理科,环境科学与工程类（环境工程、环境科学）,359
中国矿业大学（北京）,理科,应用化学,358
中国矿业大学（北京）,理科,材料科学与工程,358
中国矿业大学（北京）,理科,测控技术与仪器,358
中国矿业大学（北京）,理科,化学工程与工艺,358
中国矿业大学（北京）,理科,工商管理,358
中国矿业大学（北京）,理科,市场营销,358
中国矿业大学（北京）,理科,矿物加工工程,358
中国矿业大学（北京）,理科,地球物理学,358
中国矿业大学（北京）,理科,测绘工程,358
中国矿业大学（北京）,理科,采矿工程,358
中国矿业大学（北京）,理科,安全工程,358
中国矿业大学（北京）,理科,工业工程,358
中国矿业大学（北京）,理科,地质类（资源勘查工程、地质工程）,358
中国矿业大学（北京）,理科,建筑学（第五学年在学院路校区学习）,358
中国矿业大学（北京）,文科,法学（第一、二学年在昌平区沙河校区，第三、四学年在学院路校区学习）,360
中国矿业大学（北京）,文科,英语（第一、二学年在昌平区沙河校区，第三、四学年在学院路校区学习）,358
中国矿业大学（北京）,文科,行政管理（第一、二学年在昌平区沙河校区，第三、四学年在学院路校区学习）,358
浙江理工大学,理科,服装设计与工程（下沙校区）,356
浙江理工大学,理科,应用心理学（下沙校区）,355
浙江理工大学,理科,计算机类（下沙校区）,355
浙江理工大学,理科,经济与贸易类（下沙校区）,354
浙江理工大学,理科,电子信息类（下沙校区）,354
浙江理工大学,理科,新闻传播学类（下沙校区）,354
浙江理工大学,理科,外国语言文学类（下沙校区）,353
浙江理工大学,理科,数学类（下沙校区）,353
浙江理工大学,理科,丝绸设计与工程（下沙校区）,352
浙江理工大学,理科,能源与动力工程（下沙校区）,352
浙江理工大学,理科,机械类（下沙校区）,352
浙江理工大学,理科,公共管理类（下沙校区）,352
浙江理工大学,理科,电气类（下沙校区）,351
浙江理工大学,理科,纺织类（下沙校区）,351
浙江理工大学,理科,土木类（下沙校区）,351
浙江理工大学,理科,化学类（下沙校区）,350
浙江理工大学,理科,轻化工程（下沙校区）,350
浙江理工大学,文科,经济与贸易类（下沙校区）,349
浙江理工大学,文科,公共管理类（下沙校区）,348
浙江理工大学,文科,工商管理类（下沙校区）,348
浙江理工大学,文科,外国语言文学类（下沙校区）,347
浙江理工大学,文科,新闻传播学类（下沙校区）,347
华北电力大学,理科,电气类,380
华北电力大学,理科,土木类,374
华北电力大学,理科,电子信息类,373
华北电力大学,理科,自动化类,373
华北电力大学,理科,材料类,372
华北电力大学,理科,计算机类,372
华北电力大学,理科,机械类,372
华北电力大学,理科,能源动力类（能源动力与机械工程学院）,372
华北电力大学,理科,能源动力类（可再生能源学院）,372
华北电力大学,理科,经济学类,371
华北电力大学,理科,数学类,371
华北电力大学,理科,环境科学与工程类,371
华北电力大学,理科,管理科学与工程类,371
华北电力大学,理科,水利类,371
华北电力大学,理科,核工程类,371
华北电力大学,文科,法学类,362
华北电力大学,文科,工商管理类,360
华北电力大学,文科,外国语言文学类,359
华北电力大学,文科,公共管理类,359
华东政法大学,理科,知识产权（松江校区）,384
华东政法大学,理科,英语（松江校区）,384
华东政法大学,理科,法学类（卓越法律人才实验班）（松江校区）,384
华东政法大学,理科,会计学（松江校区）,383
华东政法大学,理科,公共管理类（松江校区）,383
华东政法大学,理科,新闻传播学类（松江校区）,383
华东政法大学,理科,法学类（松江校区）,383
华东政法大学,文科,法学类（松江校区）,381
华东政法大学,文科,新闻传播学类（松江校区）,380
华东政法大学,文科,法学类（卓越法律人才实验班）（松江校区）,380
华东政法大学,文科,工商管理（松江校区）,380
华东政法大学,文科,公共管理类（松江校区）,379
华东政法大学,文科,英语（松江校区）,379
华东政法大学,文科,日语（松江校区）,379
华东政法大学,文科,翻译（松江校区）,379
华东政法大学,文科,德语（松江校区）,379
燕山大学,理科,计算机科学与技术,353
燕山大学,理科,自动化,353
燕山大学,理科,经济学,352
燕山大学,理科,机械设计制造及其自动化,351
燕山大学,理科,应用物理学,351
燕山大学,理科,金属材料工程,351
燕山大学,理科,材料成型及控制工程,350
燕山大学,理科,电子信息工程,350
燕山大学,理科,国际经济与贸易,349
燕山大学,理科,应用化学,349
燕山大学,理科,电气工程及其自动化,349
燕山大学,理科,工业设计,349
燕山大学,理科,车辆工程,348
燕山大学,理科,旅游管理,348
燕山大学,理科,行政管理,348
燕山大学,理科,过程装备与控制工程,348
燕山大学,理科,测控技术与仪器,347
燕山大学,理科,土木工程,347
燕山大学,理科,化学工程与工艺,347
燕山大学,理科,工程力学,347
燕山大学,理科,能源化学工程,347
燕山大学,文科,法学,347
燕山大学,文科,工商管理,345
首都师范大学,理科,英语,366
首都师范大学,理科,德语,364
首都师范大学,理科,西班牙语,364
首都师范大学,理科,俄语,363
首都师范大学,理科,法语,363
首都师范大学,文科,英语,364
首都师范大学,文科,德语,363
首都师范大学,文科,法语,362
首都师范大学,文科,西班牙语,362
上海外国语大学,理科,英语（主校区）,390
上海外国语大学,理科,德语（主校区）,390
上海外国语大学,理科,法语（主校区）,390
上海外国语大学,理科,金融学（主校区）,390
上海外国语大学,理科,工商管理（主校区）,389
上海外国语大学,理科,西班牙语（主校区）,388
上海外国语大学,理科,葡萄牙语（主校区）,387
上海外国语大学,理科,商务英语（主校区）,387
上海外国语大学,理科,国际经济与贸易（主校区）,387
上海外国语大学,理科,日语（主校区）,386
上海外国语大学,理科,捷克语（主校区）,386
上海外国语大学,理科,会计学（主校区）,386
上海外国语大学,理科,俄语（主校区）,385
上海外国语大学,理科,意大利语（主校区）,385
上海外国语大学,理科,翻译（主校区）,385
上海外国语大学,理科,法学（主校区）,385
上海外国语大学,理科,国际经济与贸易（日语国贸）（主校区）,385
上海外国语大学,理科,新闻学（主校区）,385
上海外国语大学,理科,汉语国际教育（主校区）,384
上海外国语大学,理科,信息管理与信息系统（主校区）,384
上海外国语大学,理科,公共关系学（主校区）,384
上海外国语大学,理科,教育技术学（主校区）,384
上海外国语大学,理科,广播电视学（主校区）,384
上海外国语大学,理科,广告学（主校区）,384
上海外国语大学,理科,网络与新媒体（主校区）,384
上海外国语大学,文科,西班牙语（主校区）,397
上海外国语大学,文科,德语（主校区）,388
上海外国语大学,文科,法语（主校区）,387
上海外国语大学,文科,捷克语（主校区）,386
上海外国语大学,文科,葡萄牙语（主校区）,386
上海外国语大学,文科,国际经济与贸易（主校区）,386
上海外国语大学,文科,日语（主校区）,385
上海外国语大学,文科,英语（主校区）,384
上海外国语大学,文科,会计学（主校区）,384
上海外国语大学,文科,俄语（主校区）,383
上海外国语大学,文科,意大利语（主校区）,383
上海外国语大学,文科,法学（主校区）,383
上海外国语大学,文科,广告学（主校区）,383
上海外国语大学,文科,翻译（主校区）,382
上海外国语大学,文科,汉语国际教育（主校区）,382
上海外国语大学,文科,公共关系学（主校区）,382
上海外国语大学,文科,金融学（主校区）,382
上海外国语大学,文科,网络与新媒体（主校区）,382
上海外国语大学,文科,国际政治（主校区）,382
上海外国语大学,文科,商务英语（主校区）,381
上海外国语大学,文科,信息管理与信息系统（主校区）,381
上海外国语大学,文科,工商管理（主校区）,381
上海外国语大学,文科,国际经济与贸易（日语国贸）（主校区）,381
东华大学,理科,服装设计与工程（延安路校区）,376
东华大学,理科,经济与贸易类（延安路校区）,376
东华大学,理科,英语,375
东华大学,理科,理科试验班,375
东华大学,理科,经济管理试验班（含市场营销等6个专业）（延安路校区）,375
东华大学,理科,社会科学试验班（法学、行政管理）,374
东华大学,理科,日语,373
东华大学,理科,管理科学与工程类,373
东华大学,理科,计算机类（计算机科学与技术专业学费为6500元/年）,373
东华大学,理科,能源与环境系统工程,372
东华大学,理科,新闻传播学类,372
东华大学,理科,工业设计,372
东华大学,理科,数学类,372
东华大学,理科,纺织类,372
东华大学,理科,电子信息类（通信工程、电子信息工程专业学费为6500元/年）,372
东华大学,理科,建筑环境与能源应用工程,371
东华大学,理科,功能材料,371
东华大学,理科,机械工程,371
东华大学,理科,物理学类,371
东华大学,理科,材料类,371
东华大学,理科,环境科学与工程类,371
东华大学,理科,化学类,371
东华大学,理科,轻工类（轻化工程）（中外合作办学）,371
东华大学,文科,工业设计（松江校区）,378
东华大学,文科,经济与贸易类（延安路校区）,373
东华大学,文科,社会科学试验班（法学、行政管理）（松江校区）,372
东华大学,文科,经济管理试验班（含市场营销等6个专业）（延安路校区）,372
东华大学,文科,新闻传播学类（松江校区）,371
东华大学,文科,英语（松江校区）,370
东华大学,文科,日语（松江校区）,370
北京工商大学,理科,经济学类（财经）（良乡校区）,356
北京工商大学,理科,工商管理类（良乡校区）,356
北京工商大学,理科,光电信息科学与工程（良乡校区）,353
北京工商大学,理科,计算机类（良乡校区）,353
北京工商大学,理科,环境工程（良乡校区）,352
北京工商大学,理科,机械类（良乡校区）,352
北京工商大学,理科,生物技术（良乡校区）,352
北京工商大学,文科,金融学类（良乡校区）,351
北京工商大学,文科,外国语言文学类（良乡校区）,350
北京工商大学,文科,经济学类（经贸）（良乡校区）,350
华东理工大学,理科,计算机类,384
华东理工大学,理科,经济学类,383
华东理工大学,理科,数学类,383
华东理工大学,理科,工商管理类,382
华东理工大学,理科,资源循环科学与工程,382
华东理工大学,理科,工业设计,380
华东理工大学,理科,电气工程及其自动化（中外合作办学）,379
华东理工大学,理科,法学,379
华东理工大学,理科,电子信息类,379
华东理工大学,理科,环境科学与工程类,379
华东理工大学,理科,化学工程与工艺（与吕贝克应用科技大学合作办学）（中外合作办学）,379
华东理工大学,理科,制药工程,378
华东理工大学,理科,公共管理类,378
华东理工大学,理科,化工与制药类,378
华东理工大学,理科,管理科学与工程类,378
华东理工大学,理科,能源与动力工程,377
华东理工大学,理科,材料化学,377
华东理工大学,理科,风景园林,377
华东理工大学,理科,外国语言文学类,377
华东理工大学,理科,化学类,377
华东理工大学,理科,物理学类,376
华东理工大学,理科,材料类,376
华东理工大学,理科,机械类,376
华东理工大学,理科,食品科学与工程类,376
华东理工大学,理科,生物工程类,376
华东理工大学,理科,药学类,376
华东理工大学,文科,国际经济与贸易（先在奉贤校区学习，后在徐汇校区学习）,382
华东理工大学,文科,经济学类（先在奉贤校区学习，后在徐汇校区学习）,377
华东理工大学,文科,工商管理类（先在奉贤校区学习，后在徐汇校区学习）,375
华东理工大学,文科,工业设计（先在奉贤校区学习，后在徐汇校区学习）,373
华东理工大学,文科,法学（先在奉贤校区学习，后在徐汇校区学习）,373
华东理工大学,文科,风景园林（先在奉贤校区学习，后在徐汇校区学习）,370
华东理工大学,文科,外国语言文学类（先在奉贤校区学习，后在徐汇校区学习）,370
华东理工大学,文科,公共管理类（先在奉贤校区学习，后在徐汇校区学习）,369
同济大学,理科,城乡规划,402
同济大学,理科,建筑学,401
同济大学,理科,工业设计,400
同济大学,理科,数据科学与大数据技术,400
同济大学,理科,风景园林,399
同济大学,理科,金融学类,396
同济大学,理科,土木工程,395
同济大学,理科,计算机类,395
同济大学,理科,车辆工程,394
同济大学,理科,数学类,394
同济大学,理科,智能建造,394
同济大学,理科,环境科学与工程类,393
同济大学,理科,交通运输类,393
同济大学,理科,机械类,393
同济大学,理科,智能制造工程,393
同济大学,理科,管理科学与工程类,392
同济大学,理科,软件工程,391
同济大学,理科,物理学类,391
同济大学,理科,电子信息类,391
同济大学,理科,工科试验班（含建筑环境与能源应用工程等专业）,391
同济大学,文科,建筑学,398
同济大学,文科,城乡规划,396
同济大学,文科,人文科学试验班（哲学、文化产业管理、汉语言文学）,395
同济大学,文科,德语,394
同济大学,文科,管理科学与工程类,394
同济大学,文科,日语,391
同济大学,文科,法学,390
同济大学,文科,新闻传播学类,390
上海交通大学,理科,经济管理试验班（含金融学等专业）,419
上海交通大学,理科,电子信息类（中外合作办学）（交大密西根学院）（机械工程、电子与计算机工程、材料科学与工程）,414
上海交通大学,理科,机械类（国际化人才培养试点班）,412
上海交通大学,理科,电子信息类,410
上海交通大学,理科,电子信息类（IEEE试点班）,410
上海交通大学,文科,经济管理试验班（含金融学等专业）,397
南京财经大学,理科,会计学,359
南京财经大学,理科,审计学,358
南京财经大学,理科,财政学,357
南京财经大学,理科,财务管理,357
南京财经大学,理科,金融学,357
南京财经大学,理科,税收学,355
南京财经大学,理科,法学,354
南京财经大学,理科,数学与应用数学,353
南京财经大学,理科,法语,353
南京财经大学,理科,英语,353
南京财经大学,理科,经济学,353
南京财经大学,理科,质量管理工程,352
南京财经大学,理科,计算机科学与技术,352
