学校,科类,专业,最低分
南京财经大学,理科,广告学,352
南京财经大学,理科,金融工程,352
南京财经大学,理科,保险学,352
南京财经大学,理科,投资学,352
南京财经大学,理科,工商管理,352
南京财经大学,理科,房地产开发与管理,352
南京财经大学,理科,资产评估,352
南京财经大学,理科,国际经济与贸易,352
南京财经大学,理科,贸易经济,352
南京财经大学,理科,软件工程（嵌入式培养）,352
南京财经大学,理科,管理科学,351
南京财经大学,理科,旅游管理,351
南京财经大学,理科,食品科学与工程,351
南京财经大学,理科,粮食工程,351
南京财经大学,理科,应用化学,351
南京财经大学,理科,网络与新媒体,351
南京财经大学,理科,电子商务,351
南京财经大学,理科,市场营销,351
南京财经大学,理科,食品质量与安全,351
南京财经大学,理科,经济统计学,351
南京财经大学,理科,公共事业管理,351
南京财经大学,理科,劳动与社会保障,351
南京财经大学,理科,物流管理,351
南京财经大学,理科,人力资源管理,351
南京财经大学,理科,信用管理,351
南京财经大学,理科,金融数学,351
南京财经大学,理科,物联网工程,351
南京财经大学,理科,工业工程,351
南京财经大学,理科,大数据管理与应用,351
南京财经大学,理科,工商管理类（工商管理（环境商务））（中外合作办学）,349
南京财经大学,文科,会计学,356
南京财经大学,文科,审计学,355
南京财经大学,文科,法语,353
南京财经大学,文科,投资学,353
南京财经大学,文科,财政学,353
南京财经大学,文科,财务管理,353
南京财经大学,文科,金融学,353
南京财经大学,文科,旅游管理,352
南京财经大学,文科,法学,352
南京财经大学,文科,广告学,352
南京财经大学,文科,社会工作,352
南京财经大学,文科,网络与新媒体,352
南京财经大学,文科,新闻学,352
南京财经大学,文科,英语,352
南京财经大学,文科,保险学,352
南京财经大学,文科,市场营销,352
南京财经大学,文科,工商管理,352
南京财经大学,文科,房地产开发与管理,352
南京财经大学,文科,经济学,352
南京财经大学,文科,公共事业管理,352
南京财经大学,文科,劳动与社会保障,352
南京财经大学,文科,物流管理,352
南京财经大学,文科,人力资源管理,352
南京财经大学,文科,税收学,352
南京财经大学,文科,信用管理,352
南京财经大学,文科,国际经济与贸易,352
南京财经大学,文科,贸易经济,352
南京财经大学,文科,工商管理类（工商管理（环境商务））（中外合作办学）,344
重庆大学,理科,建筑学（重庆大学B区）,382
重庆大学,理科,城乡规划（重庆大学B区）,382
重庆大学,理科,电气工程及其自动化（虎溪校区）,381
重庆大学,理科,风景园林（重庆大学B区）,379
重庆大学,理科,经济学类（虎溪校区）,378
重庆大学,理科,数学类（虎溪校区）,378
重庆大学,理科,计算机类（计算机科学与技术、信息安全、物联网工程、软件工程）,377
重庆大学,理科,电子信息类（虎溪校区）,377
重庆大学,理科,机械类（虎溪校区）,377
重庆大学,理科,土木类（虎溪校区）,377
重庆大学,理科,工商管理类（虎溪校区）,377
重庆大学,理科,能源动力类（虎溪校区）,377
重庆大学,理科,工科试验班（给排水科学与工程、建筑环境与能源应用工程）（虎溪校区）,377
重庆大学,理科,材料类（虎溪校区）,376
重庆大学,理科,生物医学工程类（虎溪校区）,376
重庆大学,理科,化学类（虎溪校区）,376
重庆大学,理科,管理科学与工程类（虎溪校区）,376
重庆大学,理科,环境科学与工程类（虎溪校区）,376
重庆大学,理科,物理学类（虎溪校区）,376
重庆大学,理科,航空航天类（虎溪校区）,376
重庆大学,理科,电气类（电气工程及其自动化）（虎溪校区，报考该专业须查阅院校招生章程）（中外合作办学）,376
重庆大学,理科,机械类（中外合作办学）（机械设计制造及其自动化）（虎溪校区）,376
重庆大学,文科,人文科学试验班（汉语言文学、历史学、哲学、法学）（重庆大学A区）,378
重庆大学,文科,法学类（虎溪校区）,378
重庆大学,文科,风景园林（重庆大学B区）,377
重庆大学,文科,经济学类（虎溪校区）,377
重庆大学,文科,外国语言文学类（虎溪校区）,377
重庆大学,文科,新闻传播学类（虎溪校区）,377
重庆大学,文科,公共管理类（虎溪校区）,377
西南大学,理科,工商管理类,370
西南大学,理科,英语,367
西南大学,理科,网络工程,367
西南大学,理科,数学类,366
西南大学,理科,纺织类,366
西南大学,理科,经济学类,365
西南大学,理科,管理科学与工程类,365
西南大学,理科,化学类,365
西南大学,理科,日语,364
西南大学,理科,机械类,364
西南大学,理科,土木类,364
西南大学,理科,物理学,363
西南大学,理科,制药工程,363
西南大学,理科,药学,363
西南大学,理科,风景园林,363
西南大学,理科,材料类,363
西南大学,理科,电子信息类,363
西南大学,理科,生物科学类,363
西南大学,理科,食品科学与工程类,363
西南大学,理科,动物科学,362
西南大学,理科,蚕学,362
西南大学,理科,植物生产类,362
西南大学,理科,环境科学与工程类,362
西南大学,文科,英语,367
西南大学,文科,经济学类,367
西南大学,文科,法学,365
西南大学,文科,思想政治教育,365
西南大学,文科,新闻学,365
西南大学,文科,德语,365
西南大学,文科,中国语言文学类,365
西南大学,文科,文化产业管理,364
西南大学,文科,学前教育,364
西南大学,文科,工商管理类,364
西南大学,文科,日语,360
南京工业大学,理科,金融学,356
南京工业大学,理科,建筑学,355
南京工业大学,理科,工商管理类（工商管理、市场营销、会计学、人力资源管理）,354
南京工业大学,理科,电气工程及其自动化,354
南京工业大学,理科,新能源科学与工程,353
南京工业大学,理科,自动化,353
南京工业大学,理科,工业设计,352
南京工业大学,理科,电子信息类（电子信息工程、通信工程）,352
南京工业大学,理科,计算机类（计算机科学与技术、计算机科学与技术（嵌入式培养）（嵌入式培养专业另收2000元/年）,352
南京工业大学,理科,管理科学与工程类（信息管理与信息系统、工程管理）,351
南京工业大学,理科,消防工程,351
南京工业大学,理科,光电信息科学与工程,351
南京工业大学,理科,工业工程,350
南京工业大学,理科,知识产权,350
南京工业大学,理科,建筑环境与能源应用工程,350
南京工业大学,理科,建筑电气与智能化,350
南京工业大学,理科,城乡规划,350
南京工业大学,理科,风景园林,350
南京工业大学,理科,地理信息科学,350
南京工业大学,理科,测控技术与仪器,350
南京工业大学,理科,化学工程与工艺,350
南京工业大学,理科,安全工程,350
南京工业大学,理科,制药工程,350
南京工业大学,理科,地质工程,350
南京工业大学,理科,交通工程,350
南京工业大学,理科,工程力学,350
南京工业大学,理科,应用物理学,350
南京工业大学,理科,焊接技术与工程,350
南京工业大学,理科,新能源材料与器件,350
南京工业大学,理科,给排水科学与工程,350
南京工业大学,理科,测绘工程,350
南京工业大学,理科,生物工程类（生物工程）,350
南京工业大学,理科,机械类（机械工程、过程装备与控制工程、车辆工程）,350
南京工业大学,理科,化学类（化学、应用化学）,350
南京工业大学,理科,药学类（药学、药物制剂）,350
南京工业大学,理科,能源动力类（能源与动力工程、能源与环境系统工程）,350
南京工业大学,理科,食品科学与工程类（食品科学与工程、食品质量与安全）,350
南京工业大学,理科,土木类（土木工程、城市地下空间工程、铁道工程）,350
南京工业大学,理科,环境科学与工程类（环境工程、环境科学、资源环境科学、水质科学与技术）,350
南京工业大学,理科,轻化工程,350
南京工业大学,理科,材料类（材料科学与工程、高分子材料与工程、无机非金属材料工程等6个专业）,350
南京工业大学,理科,数学类（数学与应用数学、信息与计算科学（嵌入式培养）（嵌入式培养专业另收2000元/年）,350
南京工业大学,理科,电子信息类（中外合作办学）（电子信息工程）,342
南京工业大学,理科,机械类（中外合作办学）（机械工程）,341
南京工业大学,理科,化工与制药类（制药工程）（中外合作办学）,340
南京工业大学,文科,金融学,347
南京工业大学,文科,知识产权,346
南京工业大学,文科,城乡规划,346
南京工业大学,文科,法学,345
南京工业大学,文科,社会工作,345
南京工业大学,文科,英语,345
南京工业大学,文科,日语,345
南京工业大学,文科,工业工程,345
南京工业大学,文科,德语,345
南京工业大学,文科,公共管理类（公共事业管理、行政管理）,345
南京工业大学,文科,工商管理类（工商管理、市场营销、会计学、人力资源管理）,345
南京工业大学,文科,国际经济与贸易,345
南京工业大学,文科,汉语国际教育,345
南京工业大学,文科,建筑环境与能源应用工程,345
南京工业大学,文科,建筑电气与智能化,345
南京工业大学,文科,风景园林,345
南京工业大学,文科,管理科学与工程类（信息管理与信息系统、工程管理）,345
太原理工大学,理科,电气工程及其自动化,358
太原理工大学,理科,通信工程,358
太原理工大学,理科,水利水电工程,357
太原理工大学,理科,机械设计制造及其自动化,357
太原理工大学,理科,车辆工程,357
太原理工大学,理科,城市地下空间工程,357
太原理工大学,理科,能源与动力工程,357
太原理工大学,理科,自动化,357
太原理工大学,理科,电子信息工程,357
太原理工大学,理科,光电信息科学与工程,357
太原理工大学,理科,电子科学与技术,357
太原理工大学,理科,计算机科学与技术,357
太原理工大学,理科,物联网工程,357
太原理工大学,理科,数据科学与大数据技术,357
太原理工大学,理科,土木工程（迎西校区）,357
太原理工大学,理科,建筑学（迎西校区，入学后加试美术，不合格者调整到其他专业）,357
太原理工大学,理科,水文与水资源工程,356
太原理工大学,理科,环境工程,356
太原理工大学,理科,化学工程与工艺,356
太原理工大学,理科,制药工程,356
太原理工大学,理科,过程装备与控制工程,356
太原理工大学,理科,安全工程,356
太原理工大学,理科,工业设计,356
太原理工大学,理科,机械电子工程,356
太原理工大学,理科,材料成型及控制工程,356
太原理工大学,理科,冶金工程,356
太原理工大学,理科,文物保护技术,356
太原理工大学,理科,纺织工程,356
太原理工大学,理科,测绘工程,356
太原理工大学,理科,农业水利工程,356
太原理工大学,理科,信息与计算科学,356
太原理工大学,理科,数学与应用数学,356
太原理工大学,理科,建筑环境与能源应用工程,356
太原理工大学,理科,生物医学工程,356
太原理工大学,理科,工程力学,356
太原理工大学,理科,应用物理学,356
太原理工大学,理科,工程管理,356
太原理工大学,理科,道路桥梁与渡河工程（迎西校区）,356
大连理工大学,理科,电子信息类（创新实验班）,382
大连理工大学,理科,电气工程及其自动化,381
大连理工大学,理科,环境科学与工程类,381
大连理工大学,理科,应用物理学（王大珩物理科学班）,381
大连理工大学,理科,机械设计制造及其自动化（创新实验班）,381
大连理工大学,理科,化工与制药类（创新实验班）,381
大连理工大学,理科,计算机科学与技术,380
大连理工大学,理科,工程力学（钱令希力学创新实验班）,380
大连理工大学,理科,建筑类（要求考生美术基础较好）,380
大连理工大学,理科,电子信息工程（含英语强化班）,380
大连理工大学,理科,自动化,379
大连理工大学,理科,信息管理与信息系统,379
大连理工大学,理科,工商管理类,379
大连理工大学,理科,金融学类,379
大连理工大学,理科,应用化学（理学）,379
大连理工大学,理科,工业设计（要求考生美术基础较好）,379
大连理工大学,理科,应用物理学,378
大连理工大学,理科,工程管理,378
大连理工大学,理科,工程力学,378
大连理工大学,理科,车辆工程（英语强化）,378
大连理工大学,理科,数学类（数学与应用数学、信息与计算科学、华罗庚班）,378
大连理工大学,理科,机械设计制造及其自动化（含国际班）,378
大连理工大学,理科,高分子材料与工程,377
大连理工大学,理科,生物工程,377
大连理工大学,理科,交通工程,377
大连理工大学,理科,建筑环境与能源应用工程,377
大连理工大学,理科,生物医学工程,377
大连理工大学,理科,金属材料工程（日语强化）,377
大连理工大学,理科,过程装备与控制工程（含安全工程）,377
大连理工大学,理科,水利类,377
大连理工大学,理科,能源与动力工程,377
大连理工大学,理科,光电信息科学与工程,377
大连理工大学,理科,船舶与海洋工程,377
大连理工大学,理科,材料类,377
大连理工大学,理科,化工与制药类,377
大连理工大学,理科,机械设计制造及其自动化（日语强化）,377
大连理工大学,理科,土木工程（含国际班）,377
大连理工大学,理科,电子信息类（电子科学与技术、集成电路设计与集成系统）（开发区校区）,377
大连理工大学,理科,软件工程（含网络工程）,377
大连理工大学,文科,公共事业管理（报考该专业均须登录院校招生网查询具体要求，详询院校）,367
大连理工大学,文科,英语（英语、翻译）（报考该专业均须登录院校招生网查询具体要求，详询院校）,367
大连理工大学,文科,新闻传播学类（报考该专业均须登录院校招生网查询具体要求，详询院校）,365
大连理工大学,文科,哲学（报考该专业均须登录院校招生网查询具体要求，详询院校）,365
大连理工大学,文科,日语（报考该专业均须登录院校招生网查询具体要求，详询院校）,365
辽宁大学,理科,经济学类（经济学、经济统计学、国民经济管理）（蒲河校区）,364
辽宁大学,理科,会计学（蒲河校区）,358
辽宁大学,理科,电子科学与技术（崇山校区）,357
辽宁大学,理科,环境工程（崇山校区）,357
辽宁大学,理科,数学类（数学与应用数学、信息与计算科学）（崇山校区）,357
辽宁大学,理科,生物科学类（生物科学、生物技术）（崇山校区）,357
辽宁大学,理科,电子信息类（通信工程、电子信息科学与技术）（崇山校区）,357
辽宁大学,文科,德语（蒲河校区）,360
辽宁大学,文科,汉语言文学（蒲河校区）,358
辽宁大学,文科,法学（蒲河校区）,358
辽宁大学,文科,劳动与社会保障（蒲河校区）,358
辽宁大学,文科,金融学类（金融学、保险学）（蒲河校区）,357
辽宁大学,文科,英语（蒲河校区）,357
辽宁大学,文科,行政管理（蒲河校区）,356
辽宁大学,文科,新闻学（蒲河校区）,356
辽宁大学,文科,档案学（蒲河校区）,356
辽宁大学,文科,广告学（蒲河校区）,356
大连海事大学,理科,计算机科学与技术,365
大连海事大学,理科,轮机工程（陆上专业）,365
大连海事大学,理科,通信工程,362
大连海事大学,理科,电气工程及其自动化,362
大连海事大学,理科,交通运输,362
大连海事大学,理科,电子信息工程,361
大连海事大学,理科,软件工程,361
大连海事大学,理科,法学,361
大连海事大学,理科,自动化,360
大连海事大学,理科,英语,360
大连海事大学,理科,交通管理,360
大连海事大学,理科,智能科学与技术,360
大连海事大学,理科,光电信息科学与工程,360
大连海事大学,理科,应用物理学,359
大连海事大学,理科,电子信息科学与技术,359
大连海事大学,理科,环境工程,359
大连海事大学,理科,物流工程,359
大连海事大学,理科,信息管理与信息系统,359
大连海事大学,理科,工商管理,359
大连海事大学,理科,电子商务,359
大连海事大学,理科,公共事业管理,359
大连海事大学,理科,物流管理,359
大连海事大学,理科,机械设计制造及其自动化,359
大连海事大学,理科,测控技术与仪器,359
大连海事大学,理科,网络工程,359
大连海事大学,理科,数学与应用数学,359
大连海事大学,理科,金融工程,359
大连海事大学,理科,救助与打捞工程,359
大连海事大学,理科,物联网工程,359
大连海事大学,理科,能源与动力工程,359
大连海事大学,文科,法学,361
大连海事大学,文科,财务管理,360
大连海事大学,文科,英语,359
大连海事大学,文科,经济学,358
大连海事大学,文科,政治学与行政学,358
大连海事大学,文科,社会工作,357
延边大学,理科,麻醉学,361
延边大学,理科,临床医学,359
延边大学,理科,机械类,359
延边大学,理科,药学类,359
延边大学,理科,电子信息类,358
延边大学,文科,朝鲜语,350
延边大学,文科,法学,342
延边大学,文科,工商管理类,340
南京大学,理科,理科试验班（物理学类、计算机类、数学类、天文学类、生物科学类、化学类）（大理科班）,402
南京大学,理科,计算机科学与技术（人工智能）,400
南京大学,理科,计算机类（计算机科学与技术）,397
南京大学,理科,经济管理试验班（经济学、金融学、金融工程、保险学、经济学（产业经济学）、工商管理、市场营销、会计学、财务管理、电子商务、工商管理（人力资源）、国际经济与贸易）,396
南京大学,理科,理科试验班（数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学、应用气象学）（数理科学类）,394
南京大学,理科,软件工程,393
南京大学,理科,社会科学试验班（法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、图书馆学、档案学、编辑出版学、信息管理与信息系统）,393
南京大学,理科,口腔医学,392
南京大学,理科,电子信息类（电子信息科学与技术、微电子科学与工程、通信工程、微电子科学与工程（含集成电路设计与集成系统））,392
南京大学,理科,临床医学,391
南京大学,理科,工科试验班（材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、自动化、建筑学、城乡规划（五年制）、工业工程、金融工程）,391
南京大学,理科,理科试验班类（生物科学、生物技术、生态学、化学、应用化学、环境科学（环境规划与管理）、环境科学（环境化学与环境生物）、环境工程）（化学与生命科学类）,391
南京大学,理科,理科试验班类（地球科学与资源环境类）（地质学、地球化学、水文与水资源工程、地质工程、地下水科学与工程、地理科学、自然地理与资源环境、人文地理与城乡规划、地理信息科学、海洋科学、大气科学、应用气象学、环境工程、环境科学、地球物理学）,391
南京大学,理科,临床医学（“5+3”一体化）,391
南京大学,文科,经济管理试验班（经济学、金融学、金融工程、保险学、经济学（产业经济学）、工商管理、市场营销、会计学、财务管理、电子商务、工商管理（人力资源）、国际经济与贸易）（仙林校区）,394
南京大学,文科,外国语言文学类（英语、德语、法语、西班牙语）（仙林校区）,388
南京大学,文科,人文科学试验班（哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学（文物鉴定））（人文艺术传播类）（仙林校区）,388
南京大学,文科,社会科学试验班（法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、图书馆学、档案学、编辑出版学、信息管理与信息系统）（仙林校区）,388
江南大学,理科,工业设计（蠡湖校区）,370
江南大学,理科,数字媒体技术（蠡湖校区）,367
江南大学,理科,金融学（蠡湖校区）,367
江南大学,理科,临床医学（蠡湖校区）,366
江南大学,理科,食品质量与安全（蠡湖校区）,366
江南大学,理科,教育学类（小学教育、教育技术学）（师范）（蠡湖校区）,366
江南大学,理科,食品科学与工程（蠡湖校区）,365
江南大学,理科,信息与计算科学（蠡湖校区）,365
江南大学,理科,计算机科学与技术（蠡湖校区）,365
江南大学,理科,光电信息科学与工程（蠡湖校区）,365
江南大学,理科,物联网工程（蠡湖校区）,365
江南大学,理科,微电子科学与工程（蠡湖校区）,365
江南大学,理科,英语（蠡湖校区）,365
江南大学,理科,工商管理类（会计学、工商管理）（蠡湖校区）,365
江南大学,理科,应用化学（蠡湖校区）,364
江南大学,理科,生物工程（蠡湖校区）,364
江南大学,理科,高分子材料与工程（蠡湖校区）,364
江南大学,理科,自动化（蠡湖校区）,364
江南大学,理科,环境工程（蠡湖校区）,364
江南大学,理科,生物技术（蠡湖校区）,364
江南大学,理科,酿酒工程（蠡湖校区）,364
江南大学,理科,服装设计与工程（蠡湖校区）,364
江南大学,理科,电气工程及其自动化（蠡湖校区）,364
江南大学,理科,国际经济与贸易（蠡湖校区）,364
江南大学,理科,通信工程（蠡湖校区）,364
江南大学,理科,药学（蠡湖校区）,364
江南大学,理科,纺织工程（蠡湖校区）,363
江南大学,理科,化学工程与工艺（蠡湖校区）,363
江南大学,理科,土木工程（蠡湖校区）,363
江南大学,理科,包装工程（蠡湖校区）,363
江南大学,理科,制药工程（蠡湖校区）,363
江南大学,理科,轻化工程（蠡湖校区）,363
江南大学,理科,机械类（机械工程、过程装备与控制工程、机械电子工程）（蠡湖校区）,363
江南大学,理科,工商管理类（中外合作办学）（工商管理）,354
江南大学,文科,金融学（蠡湖校区）,365
江南大学,文科,教育学类（小学教育、教育技术学）（师范）（蠡湖校区）,364
江南大学,文科,汉语言文学（蠡湖校区）,363
江南大学,文科,日语（蠡湖校区）,363
江南大学,文科,国际经济与贸易（蠡湖校区）,362
江南大学,文科,英语（蠡湖校区）,362
江南大学,文科,工商管理类（会计学、工商管理）（蠡湖校区）,362
江南大学,文科,法学类（法学、社会工作）（蠡湖校区）,362
江南大学,文科,工业工程（蠡湖校区）,362
江南大学,文科,工商管理类（中外合作办学）（工商管理）（蠡湖校区）,352
南京航空航天大学,理科,工程力学,385
南京航空航天大学,理科,电气工程及其自动化,382
南京航空航天大学,理科,飞行器设计与工程,382
南京航空航天大学,理科,计算机科学与技术,381
南京航空航天大学,理科,自动化,381
南京航空航天大学,理科,航空航天工程,381
南京航空航天大学,理科,工业设计,380
南京航空航天大学,理科,软件工程,380
南京航空航天大学,理科,飞行器适航技术,380
南京航空航天大学,理科,能源与动力工程,380
南京航空航天大学,理科,土木工程,380
南京航空航天大学,理科,空间信息与数字技术,380
南京航空航天大学,理科,交通运输（空中交通管制与签派）,380
南京航空航天大学,理科,电子信息类（电子信息科学与技术、电子信息科学与技术（微波毫米波系统与器件技术）、信息工程）,380
南京航空航天大学,理科,工商管理类（会计学、工商管理、市场营销）,380
南京航空航天大学,理科,交通运输（机场运行与管理）,379
南京航空航天大学,理科,交通运输（民航电子电气工程）,379
南京航空航天大学,理科,交通运输（民航运输管理）,379
南京航空航天大学,理科,材料科学与工程,379
南京航空航天大学,理科,飞行器制造工程,379
南京航空航天大学,理科,机械工程,379
南京航空航天大学,理科,信息安全,379
南京航空航天大学,理科,物联网工程,379
南京航空航天大学,理科,信息与计算科学,379
南京航空航天大学,理科,空间科学与技术,379
南京航空航天大学,理科,飞行器动力工程,379
南京航空航天大学,理科,探测制导与控制技术,379
南京航空航天大学,理科,测控技术与仪器,379
南京航空航天大学,理科,经济与贸易类（国际经济与贸易、金融学）,379
南京航空航天大学,理科,管理科学与工程类（信息管理与信息系统、工业工程、电子商务）,379
南京航空航天大学,理科,自动化类（自动化（航空电子与控制））（中外合作办学）,365
南京航空航天大学,理科,交通运输类（交通运输（机场运行与管理））（中外合作办学）,363
南京航空航天大学,文科,经济与贸易类（国际经济与贸易、金融学）,375
南京航空航天大学,文科,工商管理类（会计学、工商管理、市场营销）,374
南京航空航天大学,文科,广播电视学,373
南京航空航天大学,文科,英语（民航业务、国际贸易）,373
南京航空航天大学,文科,政治学与行政学,373
南京航空航天大学,文科,法学,373
中国科学技术大学,理科,理科试验班类（教学改革试点班（00班））,404
中国科学技术大学,理科,理科试验班类（含华罗庚数学英才班、严济慈物理科技英才班、卢嘉锡化学科技英才班、贝时璋生命科技英才班）,401
中国科学技术大学,理科,数学类,400
中国科学技术大学,理科,计算机类,399
中国科学技术大学,理科,材料类,399
中国科学技术大学,理科,工科试验班（含钱学森力学科技英才班、计算机与信息科技英才班）,399
中国科学技术大学,理科,物理学类,398
中国科学技术大学,理科,电子信息类,398
中国科学技术大学,理科,化学类,398
中国科学技术大学,理科,地球物理学类,398
中国科学技术大学,理科,工科试验班（含力学类、机械类、能源动力类、安全科学与工程类）,398
中国科学技术大学,理科,经济管理试验班（含管理科学、金融学、工商管理精英班）,397
安徽大学,理科,机械设计制造及其自动化（磬苑校区）,364
安徽大学,理科,电子信息工程（磬苑校区）,363
安徽大学,理科,金融数学（磬苑校区）,363
安徽大学,理科,数字媒体技术（磬苑校区）,363
安徽大学,理科,计算机类（磬苑校区）,363
安徽大学,理科,电子信息类（磬苑校区）,363
安徽大学,理科,自动化类（磬苑校区）,363
安徽大学,理科,数学类（磬苑校区）,362
安徽大学,理科,物理学类（磬苑校区）,362
安徽大学,理科,生物科学类（磬苑校区）,362
安徽大学,理科,化学工程与工艺（磬苑校区）,361
安徽大学,理科,材料类（磬苑校区）,361
安徽大学,理科,环境科学与工程类（磬苑校区）,361
安徽大学,理科,网络工程（龙河校区，报考该专业须查阅院校招生章程）,361
安徽大学,文科,会计学（磬苑校区）,364
安徽大学,文科,英语（磬苑校区）,363
安徽大学,文科,中国语言文学类（龙河校区）,363
安徽大学,文科,新闻传播学类（磬苑校区）,362
安徽大学,文科,德语（磬苑校区）,362
安徽大学,文科,日语（磬苑校区）,362
安徽大学,文科,法学类（磬苑校区）,362
安徽大学,文科,历史学类（龙河校区）,361
安徽大学,文科,哲学类（龙河校区）,361
安徽大学,文科,管理科学与工程类（龙河校区）,361
安徽大学,文科,经济学类（磬苑校区）,361
安徽大学,文科,工商管理类（磬苑校区）,361
安徽大学,文科,西班牙语（磬苑校区）,361
安徽大学,文科,政治学类（磬苑校区）,361
合肥工业大学,理科,建筑学,370
合肥工业大学,理科,计算机科学与技术,370
合肥工业大学,理科,机器人工程,370
合肥工业大学,理科,电气工程及其自动化,369
合肥工业大学,理科,信息安全,369
合肥工业大学,理科,车辆工程,368
合肥工业大学,理科,信息管理与信息系统,367
合肥工业大学,理科,信息与计算科学,366
合肥工业大学,理科,软件工程,366
合肥工业大学,理科,会计学,366
合肥工业大学,理科,经济学,366
合肥工业大学,理科,工业设计,366
合肥工业大学,理科,通信工程,366
合肥工业大学,理科,机械设计制造及其自动化,366
合肥工业大学,理科,自动化,366
合肥工业大学,理科,智能电网信息工程,366
合肥工业大学,理科,电子信息工程,366
合肥工业大学,理科,生物技术,365
合肥工业大学,理科,数学与应用数学,365
合肥工业大学,理科,金融工程,365
合肥工业大学,理科,微电子科学与工程,365
合肥工业大学,理科,电子商务,365
合肥工业大学,理科,工商管理,365
合肥工业大学,理科,能源与动力工程,365
合肥工业大学,理科,地下水科学与工程,365
合肥工业大学,理科,环境工程,365
合肥工业大学,理科,测绘工程,365
合肥工业大学,理科,工程力学,365
合肥工业大学,理科,给排水科学与工程,365
合肥工业大学,理科,水文与水资源工程,365
合肥工业大学,理科,应用化学,365
合肥工业大学,理科,土木工程,365
合肥工业大学,理科,城乡规划,365
合肥工业大学,理科,地理信息科学,365
合肥工业大学,理科,资源勘查工程,365
合肥工业大学,理科,测控技术与仪器,365
合肥工业大学,理科,光电信息科学与工程,365
合肥工业大学,理科,粉体材料科学与工程,365
合肥工业大学,理科,材料成型及控制工程,365
合肥工业大学,理科,飞行器制造工程,365
合肥工业大学,理科,生物医学工程,365
合肥工业大学,理科,电子科学与技术,365
合肥工业大学,理科,市场营销,365
合肥工业大学,理科,应用物理学,364
合肥工业大学,理科,生物工程,364
合肥工业大学,理科,食品科学与工程,364
合肥工业大学,理科,交通工程,364
合肥工业大学,理科,交通运输,364
合肥工业大学,理科,制药工程,364
合肥工业大学,理科,药学,364
合肥工业大学,理科,集成电路设计与集成系统,364
合肥工业大学,理科,建筑环境与能源应用工程,364
合肥工业大学,理科,水利水电工程,364
合肥工业大学,理科,高分子材料与工程,364
合肥工业大学,理科,金属材料工程,364
合肥工业大学,理科,工业工程,364
合肥工业大学,理科,化学工程与工艺,364
合肥工业大学,理科,材料物理,364
合肥工业大学,文科,英语,353
合肥工业大学,文科,思想政治教育,352
厦门大学,理科,会计学（思明校区，报考该专业须查阅院校招生章程）,392
厦门大学,理科,新闻传播学类（思明校区）,389
厦门大学,理科,政治学类（思明校区）,389
厦门大学,理科,法学类（思明校区）,387
厦门大学,理科,经济学类（思明校区）,387
厦门大学,理科,建筑类（思明校区）,385
厦门大学,理科,人文科学试验班（思明校区）,385
厦门大学,理科,工商管理类（思明校区）,385
厦门大学,理科,海洋科学类（翔安校区）,384
厦门大学,理科,环境科学与工程类（翔安校区）,384
厦门大学,理科,新能源科学与工程（翔安校区）,384
厦门大学,理科,数学类（思明校区）,384
厦门大学,理科,物理学类（思明校区）,384
厦门大学,理科,材料类（思明校区）,384
厦门大学,理科,土木类（思明校区）,384
厦门大学,理科,公共管理类（思明校区）,384
厦门大学,理科,化学工程与工艺（思明校区，报考该专业须查阅院校招生章程）,384
厦门大学,理科,计算机类（思明校区）,384
厦门大学,理科,软件工程（思明校区，报考该专业须查阅院校招生章程）,384
厦门大学,理科,药学（翔安校区）,383
厦门大学,理科,生物科学类（翔安校区）,383
厦门大学,理科,化学类（思明校区）,383
厦门大学,理科,电子信息类（思明校区，报考该专业须查阅院校招生章程）,383
厦门大学,理科,航空航天类（翔安校区，报考该专业须查阅院校招生章程）,383
厦门大学,文科,会计学（思明校区）,389
厦门大学,文科,法语（思明校区）,387
厦门大学,文科,法学类（思明校区）,387
厦门大学,文科,经济学类（思明校区）,387
厦门大学,文科,英语（思明校区）,386
厦门大学,文科,西班牙语（思明校区）,386
厦门大学,文科,新闻传播学类（思明校区）,386
厦门大学,文科,人文科学试验班（思明校区）,386
厦门大学,文科,公共管理类（思明校区）,386
厦门大学,文科,政治学类（思明校区）,386
厦门大学,文科,德语（思明校区）,386
福州大学,理科,电气工程及其自动化（旗山校区）,363
福州大学,理科,建筑学（旗山校区）,362
福州大学,理科,计算机类（旗山校区）,362
福州大学,理科,电子信息类（旗山校区）,362
福州大学,理科,高分子材料与工程（旗山校区）,362
福州大学,理科,数据科学与大数据技术（旗山校区）,362
福州大学,理科,工业设计（厦门市集美校区）,361
福州大学,理科,经济统计学（第一学年在福州市怡山校区学习）,361
福州大学,理科,会计学（第一学年在福州市怡山校区学习）,361
福州大学,理科,材料科学与工程（旗山校区）,361
福州大学,理科,数字媒体技术（旗山校区）,361
福州大学,理科,建筑电气与智能化（旗山校区）,361
