学校,科类,专业,最低分
西南财经大学,文科,人力资源管理（在柳林校区学习）,376
四川农业大学,理科,土木工程（都江堰校区）,365
四川农业大学,理科,财务管理（成都校区）,364
四川农业大学,理科,风景园林（成都校区）,364
四川农业大学,理科,药物制剂（成都校区）,364
四川农业大学,理科,文化产业管理（雅安校区）,363
四川农业大学,理科,生物工程（雅安校区）,363
四川农业大学,理科,环境科学（成都校区）,363
四川农业大学,理科,药学（成都校区）,363
四川农业大学,理科,农业机械化及其自动化（雅安校区）,362
四川农业大学,理科,食品科学与工程（雅安校区）,362
青岛大学,理科,物理学类（浮山校区）,364
青岛大学,理科,计算机类（浮山校区）,363
青岛大学,理科,临床医学（浮山校区）,362
青岛大学,理科,金融学类（浮山校区）,362
青岛大学,理科,材料类（浮山校区）,362
青岛大学,理科,环境工程（浮山校区）,361
青岛大学,理科,工商管理类（浮山校区）,361
青岛大学,理科,应用化学（浮山校区）,360
青岛大学,理科,旅游管理类（浮山校区）,360
青岛大学,理科,工业设计（浮山校区）,360
青岛大学,文科,法学（在浮山校区学习）,359
青岛大学,文科,德语（在浮山校区学习）,352
青岛大学,文科,汉语言文学（在浮山校区学习）,351
青岛大学,文科,经济学类（在浮山校区学习）,350
青岛大学,文科,朝鲜语（在浮山校区学习）,350
西北大学,理科,物理学（基地班）（长安校区）,375
西北大学,理科,经济学（数理经济实验班）（长安校区）,374
西北大学,理科,数学类（长安校区）,373
西北大学,理科,电子信息类（长安校区）,373
西北大学,理科,软件工程（第三、四学年按学分收费，收费标准详询院校）（长安校区）,372
西北大学,理科,物联网工程（长安校区）,371
西北大学,理科,管理科学（长安校区）,371
西北大学,理科,微电子科学与工程（长安校区）,371
西北大学,理科,人文地理与城乡规划（长安校区）,371
西北大学,理科,城乡规划（长安校区）,371
西北大学,理科,智能科学与技术（长安校区）,371
西北大学,理科,制药工程（太白校区）,370
西北大学,理科,知识产权（长安校区）,370
西北大学,理科,化学工程与工艺（太白校区）,370
西北大学,理科,化学（基地班）（长安校区）,370
西北大学,理科,化学类（长安校区）,370
西北大学,理科,生物技术（太白校区）（基地班）,370
西北大学,理科,临床医学（太白校区）,370
西北大学,文科,考古学（太白校区）,380
西北大学,文科,文物与博物馆学（太白校区）,366
西北大学,文科,经济学（基地班）（在长安校区学习）,366
西北大学,文科,历史学类（太白校区）,365
西北大学,文科,财政学（在长安校区学习）,365
西北大学,文科,工商管理类（在长安校区学习）,364
西北大学,文科,社会工作（在长安校区学习）,363
西北大学,文科,英语（只招英语考生）（在长安校区学习）,363
西北大学,文科,公共管理类（在长安校区学习）,363
西北大学,文科,图书情报与档案管理类（在长安校区学习）,363
武汉科技大学,理科,计算机科学与技术（黄家湖校区）,363
武汉科技大学,理科,电子信息工程（黄家湖校区）,362
武汉科技大学,理科,软件工程（黄家湖校区）,362
武汉科技大学,理科,通信工程（黄家湖校区）,361
武汉科技大学,理科,网络工程（黄家湖校区）,361
武汉科技大学,理科,冶金工程（黄家湖校区）,360
武汉科技大学,理科,金属材料工程（黄家湖校区）,360
武汉科技大学,理科,无机非金属材料工程（黄家湖校区）,360
武汉科技大学,理科,车辆工程（黄家湖校区）,360
武汉科技大学,理科,统计学（黄家湖校区）,360
武汉科技大学,理科,能源与动力工程（黄家湖校区）,360
武汉科技大学,理科,机械类（黄家湖校区）,360
武汉科技大学,理科,信息管理与信息系统（黄家湖校区）,360
武汉科技大学,理科,机器人工程（黄家湖校区）,360
杭州电子科技大学,理科,计算机类（下沙校区）,373
杭州电子科技大学,理科,智能科学与技术（下沙校区）,372
杭州电子科技大学,理科,网络工程（下沙校区）,372
杭州电子科技大学,理科,电子信息类（下沙校区）,370
杭州电子科技大学,理科,网络空间安全（下沙校区）,370
杭州电子科技大学,理科,材料科学与工程（下沙校区）,369
杭州电子科技大学,理科,通信工程（下沙校区）,369
长安大学,理科,交通工程,374
长安大学,理科,车辆工程,374
长安大学,理科,道路桥梁与渡河工程,374
长安大学,理科,能源与动力工程,372
长安大学,理科,交通运输类（含交通运输等3个专业）,371
长安大学,理科,电气工程及其自动化,370
长安大学,理科,建筑类（建筑学、城乡规划）（要求考生美术基础较好）,370
长安大学,理科,计算机类（含计算机科学与技术、软件工程等3个专业）,370
长安大学,理科,土木类（含土木工程、给排水科学与工程等4个专业）,370
长安大学,理科,物流管理,369
长安大学,理科,工程力学,369
长安大学,理科,自动化,369
长安大学,理科,数学类（数学与应用数学、信息与计算科学）,369
长安大学,理科,环境科学与工程类（环境工程、环境科学）,369
长安大学,理科,测绘类（含测绘工程、遥感科学与技术等3个专业）,369
长安大学,理科,地质学类（含地质学等2个专业）,369
长安大学,理科,机械类（含机械工程、机械设计制造及其自动化等4个专业）,369
长安大学,理科,管理科学与工程类（工程管理、信息管理与信息系统）,368
长安大学,理科,水利类（含水利水电工程、水文与水资源工程等3个专业）,368
长安大学,理科,经济学类（含经济统计学等2个专业）,368
长安大学,理科,工商管理类（含工商管理、会计学等4个专业）,368
长安大学,理科,材料类（含材料科学与工程、材料成型及控制工程等4个专业）,368
长安大学,理科,土木类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,367
长安大学,理科,水利类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,366
长安大学,理科,计算机类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,366
长安大学,理科,安全工程（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,364
长安大学,理科,材料类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,363
长安大学,理科,机械类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,360
长安大学,理科,地质学类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，左当地就读且经公示无异议的考生报考）,360
长安大学,理科,地球物理学类（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）,359
长安大学,理科,矿物加工工程（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件在当地就读且经公示无异议的考生报考）,358
长安大学,文科,法学,361
长安大学,文科,公共管理类（行政管理、公共事业管理）,360
长安大学,文科,新闻传播学类（含新闻学、广告学等3个专业）,360
长安大学,文科,英语（只招英语考生）,360
华侨大学,理科,金融学（泉州校区）,360
华侨大学,理科,电气工程及其自动化（厦门校区）,359
华侨大学,理科,会计学（泉州校区）,359
华侨大学,理科,建筑学（要求考生美术基础较好）（厦门校区）,359
华侨大学,理科,法学（泉州校区）,358
华侨大学,理科,新闻传播学类（厦门校区）,358
华侨大学,理科,财务管理（泉州校区）,358
华侨大学,理科,城乡规划（要求考生美术基础较好）（厦门校区）,358
华侨大学,理科,软件工程（厦门校区）,357
华侨大学,理科,计算机类（厦门校区）,357
华侨大学,理科,土木类（厦门校区）,357
华侨大学,理科,环境科学与工程类（厦门校区）,357
华侨大学,理科,数学类（泉州校区）,357
华侨大学,理科,车辆工程（厦门校区）,356
华侨大学,理科,机械工程（厦门校区）,356
华侨大学,理科,经济学类（泉州校区）,356
华侨大学,理科,生物工程（厦门校区）,356
华侨大学,理科,电子信息类（厦门校区）,356
华侨大学,理科,工商管理类（泉州校区）,356
华侨大学,文科,新闻传播学类（厦门校区）,353
华侨大学,文科,中国语言文学类（泉州校区学习）,352
华侨大学,文科,金融学（泉州校区学习）,348
华侨大学,文科,法学（泉州校区学习）,348
华侨大学,文科,财务管理（泉州校区学习）,348
华侨大学,文科,汉语国际教育（厦门龙舟池校区）,347
华侨大学,文科,旅游管理类（泉州校区学习）,347
华侨大学,文科,英语（只招英语考生）（口）（泉州校区学习）,347
华侨大学,文科,经济学类（泉州校区学习）,346
华侨大学,文科,工商管理类（泉州校区学习）,346
西安电子科技大学,理科,通信工程（南校区）,387
西安电子科技大学,理科,智能科学与技术（南校区）,386
西安电子科技大学,理科,信息工程（南校区）,386
西安电子科技大学,理科,计算机科学与技术（南校区）,386
西安电子科技大学,理科,微电子科学与工程（南校区）,386
西安电子科技大学,理科,电子科学与技术（南校区）,386
西安电子科技大学,理科,网络空间安全（南校区）,385
西安电子科技大学,理科,人工智能（南校区）,385
西安电子科技大学,理科,电子信息工程（南校区）,385
西安电子科技大学,理科,自动化（南校区）,385
西安电子科技大学,理科,电气工程及其自动化（南校区）,385
西安电子科技大学,理科,电子信息科学与技术（南校区）,385
西安电子科技大学,理科,集成电路设计与集成系统（南校区）,385
西安电子科技大学,理科,信息安全（南校区）,385
西安电子科技大学,理科,空间信息与数字技术（南校区）,385
西安电子科技大学,理科,信息对抗技术（南校区）,385
西安电子科技大学,理科,电磁场与无线技术（南校区）,385
西安电子科技大学,理科,网络工程（南校区）,385
西安电子科技大学,理科,软件工程（第三、四学年学费为15050元/年）（南校区）,385
西安电子科技大学,理科,机械设计制造及其自动化（南校区）,384
西安电子科技大学,理科,测控技术与仪器（南校区）,384
西安电子科技大学,理科,光电信息科学与工程（南校区）,384
西安电子科技大学,理科,遥感科学与技术（南校区）,384
西安电子科技大学,理科,电子封装技术（南校区）,384
西安电子科技大学,理科,管理科学与工程类（南校区）,384
西安电子科技大学,理科,数学与应用数学（南校区）,384
西安电子科技大学,理科,统计学（南校区）,384
西安电子科技大学,理科,空间科学与技术（南校区）,384
西安电子科技大学,理科,探测制导与控制技术（南校区）,384
西安电子科技大学,理科,智能科学与技术（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）（南校区）,383
西安电子科技大学,理科,电子信息科学与技术（农村学生单独招生计划（即高校专项计划），仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）（南校区）,377
兰州大学,理科,数学类（含基地班、数学与应用数学等3个专业）（就读地点详询院校）,382
兰州大学,理科,计算机类（含基地班、计算机科学与技术等5个专业）（就读地点详询院校）,381
兰州大学,理科,理论与应用力学（基地班）（就读地点详询院校）,381
兰州大学,理科,电子信息类（含基地班、电子信息科学与技术等3个专业）（就读地点详询院校）,379
兰州大学,理科,物理学类（含基地班、物理学等3个专业）（就读地点详询院校）,379
兰州大学,理科,应用物理学（核科学与技术基地班（原子核物理））（就读地点详询院校）,379
兰州大学,理科,核工程类（含核工程与核技术、辐射防护与核安全等3个专业）（就读地点详询院校）,379
兰州大学,理科,土木工程（就读地点详询院校）,379
兰州大学,理科,口腔医学（就读地点详询院校）,379
兰州大学,理科,经济学类（含基地班、经济学等6个专业）（就读地点详询院校）,379
兰州大学,理科,材料类（含材料物理、材料化学）（就读地点详询院校）,378
兰州大学,理科,应用化学（核科学与技术基地班（放射化学））（就读地点详询院校）,378
兰州大学,理科,数字媒体技术（就读地点详询院校）,378
兰州大学,理科,化学类（含基地班、化学工程与工艺等6个专业）（就读地点详询院校）,377
兰州大学,理科,生物科学类（含基地班、生物科学等5个专业）（就读地点详询院校）,377
兰州大学,理科,大气科学类（含基地班、大气科学等3个专业）（就读地点详询院校）,377
兰州大学,理科,地理科学类（含基地班、自然地理与资源环境等4个专业）（就读地点详询院校）,377
兰州大学,理科,环境科学与工程类（含环境科学、环境工程）（就读地点详询院校）,377
兰州大学,理科,水利类（水文与水资源工程）（就读地点详询院校）,377
兰州大学,理科,临床医学类（含临床医学、医学影像学等3个专业）（就读地点详询院校）,377
兰州大学,理科,医学检验技术（就读地点详询院校）,377
兰州大学,理科,预防医学（就读地点详询院校）,377
兰州大学,理科,药学（就读地点详询院校）,377
兰州大学,理科,工商管理类（含基地班、会计学等6个专业）（就读地点详询院校）,377
兰州大学,理科,基础医学（就读地点详询院校）,377
兰州大学,理科,生物信息学（就读地点详询院校）,377
兰州大学,文科,汉语言文学,373
兰州大学,文科,经济学类（含基地班、经济学等6个专业）,370
兰州大学,文科,工商管理类（含基地班、会计学等6个专业）,370
兰州大学,文科,历史学类（含基地班、历史学等4个专业）,369
兰州大学,文科,法学,368
兰州大学,文科,新闻传播学类（含新闻学、广播电视学）,368
兰州大学,文科,哲学,367
兰州大学,文科,法语,367
兰州大学,文科,知识产权,367
兰州大学,文科,日语,367
兰州大学,文科,广告学,367
兰州大学,文科,数字媒体技术,367
兰州大学,文科,汉语言文学（戏影）,367
兰州大学,文科,政治学类（含政治学与行政学、国际政治）,367
兰州大学,文科,英语（只招英语考生）,367
兰州大学,文科,社会学,366
兰州大学,文科,俄语,366
吉林大学,理科,物理学类（物理学、应用物理学、核物理等4个专业）（前卫南区学习）,386
吉林大学,理科,车辆工程（南岭校区）,385
吉林大学,理科,数学类（数学与应用数学、信息与计算科学等4个专业）（前卫南区学习）,385
吉林大学,理科,化学类（化学、应用化学等5个专业）（前卫南区学习）,385
吉林大学,理科,计算机类（计算机科学与技术、物联网工程、网络空间安全）（前卫南区学习）,385
吉林大学,理科,自动化（南岭校区）,384
吉林大学,理科,机械类（机械工程、智能制造工程等4个专业）（南岭校区）,384
吉林大学,理科,电子信息类（电子信息工程、电子科学与技术、微电子科学与工程、电子信息科学与技术等5个专业）（前卫南区学习）,384
吉林大学,理科,软件工程（第三、四学年学费为14000元/年）（前卫南区学习）,384
吉林大学,理科,临床医学（学制为5+3医）（前卫南区学习）,384
吉林大学,理科,农业机械化及其自动化（南岭校区）,383
吉林大学,理科,档案学（南岭校区）,383
吉林大学,理科,通信工程（南湖校区）,383
吉林大学,理科,能源与动力工程（南岭校区）,383
吉林大学,理科,工商管理类（工商管理、市场营销、人力资源管理等4个专业业）（前卫南区学习）,383
吉林大学,理科,材料类（材料科学与工程、无机非金属材料工程等3个专业）（南岭校区）,383
吉林大学,理科,交通运输类（交通运输、交通工程等5个专业）（南岭校区）,383
吉林大学,理科,食品科学与工程类（食品科学与工程、食品质量与安全）（前卫南区学习）,383
吉林大学,理科,预防医学（前卫南区学习）,383
吉林大学,理科,康复治疗学（前卫南区学习）,383
吉林大学,理科,仿生科学与工程（南岭校区）,382
吉林大学,理科,生物工程类（生物工程、生物制药等3个专业）（前卫南区学习）,382
吉林大学,理科,地质类（资源勘查工程等3个专业）（前卫南区学习）,382
吉林大学,理科,土木类（土木工程等2个专业）（前卫南区学习）,382
吉林大学,理科,水利类（水文与水资源工程等2个专业）（前卫南区学习）,382
吉林大学,理科,环境科学与工程类（环境科学、环境工程）（前卫南区学习）,382
吉林大学,理科,物理学（中外合作办学）（第四学年在俄罗斯托姆斯克理工大学学习学费为48000元/年由俄方收取）（考生如同时填报该校中外专业和非中外专业，须分为两个院校志愿填报）（前卫南区学习）,351
吉林大学,文科,"法学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",385
吉林大学,文科,"经济学类（经济学等4个专业）（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",380
吉林大学,文科,"外交学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",379
吉林大学,文科,"西班牙语（只招英语考生）（口）（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",379
吉林大学,文科,"汉语言文学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",378
吉林大学,文科,"哲学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",377
吉林大学,文科,"社会学类（社会学、社会工作等3个专业）（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",377
吉林大学,文科,"新闻传播学类（新闻学、广告学）（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",377
吉林大学,文科,"政治学与行政学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",377
吉林大学,文科,"考古学（在前卫南区学习,均须登录院校招生网查询具体要求,详询院校。）",376
南京农业大学,理科,风景园林,379
南京农业大学,理科,金融学,377
南京农业大学,理科,人工智能,377
南京农业大学,理科,投资学,375
南京农业大学,理科,统计学,375
南京农业大学,理科,人力资源管理,375
南京农业大学,理科,土地资源管理,375
南京农业大学,理科,国际经济与贸易,375
南京农业大学,理科,生物科学（生物学基地）,375
南京农业大学,理科,会计学,374
南京农业大学,理科,行政管理,374
南京农业大学,理科,计算机科学与技术,374
南京农业大学,理科,种子科学与工程,374
南京农业大学,理科,园林,374
南京农业大学,理科,农林经济管理,374
南京农业大学,理科,工商管理类（工商管理、市场营销、电子商务）,374
南京农业大学,理科,英语,373
南京农业大学,理科,人文地理与城乡规划,373
南京农业大学,理科,设施农业科学与工程,373
南京农业大学,理科,生物科学,372
南京农业大学,理科,日语,372
南京农业大学,理科,信息与计算科学,372
南京农业大学,理科,应用化学,372
南京农业大学,理科,自动化,372
南京农业大学,理科,动物药学,372
南京农业大学,理科,动物医学,372
南京农业大学,理科,网络工程,372
南京农业大学,理科,信息管理与信息系统,372
南京农业大学,理科,农学,372
南京农业大学,理科,植物保护,372
南京农业大学,理科,水产养殖学,372
南京农业大学,理科,茶学,372
南京农业大学,理科,中药学,372
南京农业大学,理科,劳动与社会保障,372
南京农业大学,理科,社会学类（法学、社会学、旅游管理、农村区域发展、公共事业管理）,372
南京农业大学,理科,草业科学,372
南京农业大学,理科,食品科学与工程类（食品科学与工程、食品质量与安全、生物工程）,372
南京农业大学,理科,环境科学与工程类（环境工程、环境科学、农业资源与环境、生态学）,372
南京农业大学,理科,生物技术（生命科学与技术基地）,372
南京农业大学,理科,生物技术,371
南京农业大学,理科,工程管理,371
南京农业大学,理科,物流工程,371
南京农业大学,理科,工业工程,371
南京农业大学,理科,交通运输,371
南京农业大学,理科,农业电气化,371
南京农业大学,理科,电子信息科学与技术,371
南京农业大学,理科,园艺,371
南京农业大学,理科,动物科学,371
南京农业大学,理科,机械类（机械设计制造及其自动化、农业机械化及其自动化、工业设计、车辆工程、材料成型及控制工程）,371
南京农业大学,文科,土地资源管理,367
南京农业大学,文科,会计学,366
南京农业大学,文科,农林经济管理,366
南京农业大学,文科,风景园林,366
南京农业大学,文科,金融学,365
南京农业大学,文科,投资学,365
南京农业大学,文科,人力资源管理,365
南京农业大学,文科,人文地理与城乡规划,365
南京农业大学,文科,行政管理,365
南京农业大学,文科,国际经济与贸易,365
南京农业大学,文科,劳动与社会保障,365
南京农业大学,文科,工商管理类（工商管理、市场营销、电子商务）,365
南京农业大学,文科,日语（只招英语考生）,365
南京农业大学,文科,"社会学类（法学、社会学、旅游管理、农村区域发展,公共事业管理）",365
南京农业大学,文科,英语（只招英语考生）,365
东南大学,理科,建筑类（建筑学、城乡规划、风景园林）,405
东南大学,理科,工科试验班（信息工程等四年制工科各专业）（吴健雄班）,402
东南大学,理科,计算机类（计算机科学与技术、软件工程、网络空间安全、人工智能）,400
东南大学,理科,电子信息类（信息工程、电子科学与技术、生物医学工程，生物信息学）,400
东南大学,理科,工科试验班（自动化、机器人工程、电气工程及其自动化、测控技术与仪器）（自动化电气测控类）,399
东南大学,理科,理科试验班（数学与应用数学、信息与计算科学、统计学、应用物理学、物理学、化学、工程力学）,398
东南大学,理科,生物医学工程（学制七年本硕连读）,398
东南大学,理科,经济学类（国际经济与贸易、金融学、经济学、金融工程）,398
东南大学,理科,工科试验班（机械工程、能源与动力工程、建筑环境与能源应用工程、核工程与核技术、材料科学与工程）（机械能源材料类）,398
东南大学,理科,电子信息类（信息工程、电子科学与技术、物联网工程）（第三、四学年在无锡培养）,398
东南大学,文科,英语,386
东南大学,文科,文科试验班类（政治学与行政学、社会学、汉语言文学、旅游管理、哲学、国际经济与贸易、金融学、经济学、金融工程、法学）,386
苏州大学,理科,英语（师范）,385
苏州大学,理科,软件工程,383
苏州大学,理科,金融学,382
苏州大学,理科,英语,382
苏州大学,理科,翻译,382
苏州大学,理科,口腔医学,382
苏州大学,理科,临床医学（5+3一体化）（学制为5+3医）,382
苏州大学,理科,会计学,381
苏州大学,理科,经济学,381
苏州大学,理科,法学,381
苏州大学,理科,金融数学,381
苏州大学,理科,临床医学,381
苏州大学,理科,计算机类,381
苏州大学,理科,财务管理,380
苏州大学,理科,知识产权,380
苏州大学,理科,西班牙语,380
苏州大学,理科,电子信息科学与技术,380
苏州大学,理科,纳米材料与技术,380
苏州大学,理科,医学影像学,380
苏州大学,理科,数学类,380
苏州大学,理科,智能制造工程,380
苏州大学,理科,临床医学（儿科医学）（5+3一体化）（学制为5+3医）,380
苏州大学,理科,财政学,379
苏州大学,理科,工商管理,379
苏州大学,理科,国际经济与贸易,379
苏州大学,理科,法语,379
苏州大学,理科,德语,379
苏州大学,理科,统计学,379
苏州大学,理科,光电信息科学与工程,379
苏州大学,理科,新能源材料与器件,379
苏州大学,理科,电气工程与智能控制,379
苏州大学,理科,物理学（师范）,379
苏州大学,理科,教育学（师范）,379
苏州大学,理科,临床医学（儿科医学）,379
苏州大学,理科,放射医学,379
苏州大学,理科,能源与动力工程,378
苏州大学,理科,图书情报与档案管理类,378
苏州大学,理科,劳动与社会保障,378
苏州大学,理科,药学,378
苏州大学,理科,医学检验技术,378
苏州大学,理科,法医学,378
苏州大学,理科,冶金工程,378
苏州大学,理科,社会学,378
苏州大学,理科,城市管理,378
苏州大学,理科,管理科学,378
苏州大学,理科,人力资源管理,378
苏州大学,理科,物流管理,378
苏州大学,理科,应用心理学,378
苏州大学,理科,日语,378
苏州大学,理科,俄语,378
苏州大学,理科,建筑学,378
苏州大学,理科,城乡规划,378
苏州大学,理科,风景园林,378
苏州大学,理科,历史建筑保护工程,378
苏州大学,理科,物理学,378
苏州大学,理科,化学工程与工艺,378
苏州大学,理科,电气工程及其自动化,378
苏州大学,理科,轻化工程,378
苏州大学,理科,车辆工程,378
苏州大学,理科,轨道交通信号与控制,378
苏州大学,理科,食品质量与安全,378
苏州大学,理科,新闻传播学类,378
苏州大学,理科,纺织类,378
苏州大学,理科,电子信息类,378
苏州大学,理科,环境工程,378
苏州大学,理科,电子商务,378
苏州大学,理科,旅游管理,377
苏州大学,理科,生物制药,377
苏州大学,理科,金属材料工程,377
苏州大学,理科,测控技术与仪器,377
苏州大学,理科,交通运输,377
苏州大学,理科,建筑环境与能源应用工程,377
苏州大学,理科,化学类,377
苏州大学,理科,机械类,377
苏州大学,理科,预防医学,377
苏州大学,理科,材料类,377
苏州大学,理科,预防医学（为苏州市常熟市定向培养）,373
苏州大学,理科,生物信息学（单列专业）,372
苏州大学,理科,金融学（中外合作办学）（第四学年可赴加拿大维多利亚大学学习两年，学费另算）,372
苏州大学,理科,预防医学（为无锡市锡山区定向培养）,369
苏州大学,理科,预防医学（为无锡市宜兴市定向培养）,366
苏州大学,理科,中药学（单列专业）,363
苏州大学,理科,生物技术（单列专业）,363
苏州大学,理科,运动康复（单列专业）,363
苏州大学,理科,物流管理（中外合作办学）（第四学年可赴美国阿肯色大学学习一年，学费另算）,362
苏州大学,理科,护理学（单列专业）,361
苏州大学,理科,预防医学（为苏州市吴中区定向培养）,361
苏州大学,理科,新能源材料与器件（中外合作办学）（第四学年可赴加拿大维多利亚大学学习两年，学费另算）,361
苏州大学,理科,预防医学（为无锡市新吴区定向培养）,360
苏州大学,理科,纺织工程（中外合作办学）,354
苏州大学,理科,临床医学（为苏州市吴江区定向培养）,352
苏州大学,理科,临床医学（仅招收户籍为虎丘区的生源）（为苏州市高新区定向培养）,351
苏州大学,理科,预防医学（仅招收户籍为虎丘区的生源）（为苏州市高新区定向培养）,350
苏州大学,文科,金融学,374
苏州大学,文科,法学,374
苏州大学,文科,知识产权,374
苏州大学,文科,会计学,372
苏州大学,文科,经济学,372
苏州大学,文科,西班牙语（只招英语考生）,372
苏州大学,文科,英语（师范）（只招英语考生）,372
苏州大学,文科,财政学,371
苏州大学,文科,英语（只招英语考生）,371
苏州大学,文科,财务管理,370
苏州大学,文科,工商管理,369
苏州大学,文科,社会学,369
苏州大学,文科,哲学,369
苏州大学,文科,国际经济与贸易,369
苏州大学,文科,教育学（师范）,369
苏州大学,文科,思想政治教育（师范）,369
苏州大学,文科,法语（只招英语考生）,369
苏州大学,文科,翻译（只招英语考生）,369
苏州大学,文科,德语（只招英语考生）,369
苏州大学,文科,旅游管理,368
苏州大学,文科,图书情报与档案管理类,368
苏州大学,文科,劳动与社会保障,368
苏州大学,文科,城市管理,368
苏州大学,文科,行政管理,368
苏州大学,文科,管理科学,368
苏州大学,文科,人力资源管理,368
苏州大学,文科,物流管理,368
苏州大学,文科,历史学（师范）,368
苏州大学,文科,新闻传播学类,368
苏州大学,文科,中国语言文学类,368
苏州大学,文科,日语（只招英语考生）,368
苏州大学,文科,俄语（只招英语考生）,368
苏州大学,文科,"金融学（中外合作办学）（第四学年可赴加拿大维多利亚大学学习两年,学费另算）",357
苏州大学,文科,"物流管理（中外合作办学）（第四学年可赴美国阿肯色大学学习一年,学费另算）",355
汕头大学,理科,临床医学（创新班）,373
汕头大学,理科,临床医学（学制为5+3医）,370
汕头大学,理科,临床医学,368
汕头大学,理科,口腔医学,366
汕头大学,理科,机械设计制造及其自动化,366
汕头大学,理科,金融学（第一学年在过渡校区学习）,366
汕头大学,理科,网络与新媒体（第一学年在过渡校区学习）,366
汕头大学,理科,数学与应用数学,365
汕头大学,理科,生物技术,365
汕头大学,理科,土木工程,365
汕头大学,理科,统计学,365
汕头大学,理科,光电信息科学与工程,365
汕头大学,理科,临床医学（基础研究）,365
汕头大学,理科,海洋科学,363
汕头大学,理科,国际经济与贸易（第一学年在过渡校区学习）,363
汕头大学,文科,法学（第一学年在过渡校区学习）,364
汕头大学,文科,英语（第一学年在过渡校区学习）,363
汕头大学,文科,汉语言文学（第一学年在过渡校区学习）,359
汕头大学,文科,新闻学（第一学年在过渡校区学习）,358
汕头大学,文科,行政管理（第一学年在过渡校区学习）,356
汕头大学,文科,工商管理（第一学年在过渡校区学习）,356
汕头大学,文科,广播电视学（第一学年在过渡校区学习）,356
东北林业大学,理科,园林,373
东北林业大学,理科,环境科学,367
东北林业大学,理科,土木工程,366
东北林业大学,理科,风景园林,366
东北林业大学,理科,计算机类（计算机科学与技术、软件工程）,366
东北林业大学,理科,森林工程,365
东北林业大学,理科,城乡规划,365
东北林业大学,理科,电气类（电气工程及其自动化等2个专业）,365
东北林业大学,理科,工商管理类（工商管理、市场营销、会计学等6个专业）,365
东北林业大学,理科,物流工程,364
东北林业大学,理科,木材科学与工程,364
东北林业大学,理科,化学类（化学、应用化学）,364
东北林业大学,理科,材料类（材料化学、高分子材料与工程）,364
东北林业大学,理科,机械类（机械设计制造及其自动化、机械电子工程）,364
东北林业大学,理科,"经济学类（经济统计学等2个专业）（农村学生单独招生计划（即高校专项计划）,仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考）",349
东北林业大学,文科,法学,357
东北林业大学,文科,广告学,356
东北林业大学,文科,社会工作,356
东北农业大学,理科,计算机科学与技术,366
东北农业大学,理科,园林,363
东北农业大学,理科,工程管理,363
东北农业大学,理科,土地资源管理,363
东北农业大学,理科,土木工程,363
东北农业大学,理科,食品科学与工程类（食品科学与工程、食品质量与安全、乳品工程、粮食工程）,363
东北农业大学,理科,风景园林,362
东北农业大学,理科,化学生物学,362
东北农业大学,文科,行政管理,355
东北农业大学,文科,英语（只招英语考生）,355
南京理工大学,理科,材料类（材料科学与工程、材料物理、纳米材料与技术）,388
南京理工大学,理科,工商管理类（会计学、工商管理、人力资源管理）,388
南京理工大学,理科,经济学类（金融学、国际经济与贸易）,388
南京理工大学,理科,机器人工程,388
南京理工大学,理科,电子信息工程（知识产权创新实践班）,388
南京理工大学,理科,数学与应用数学,387
南京理工大学,理科,机械类（机械工程、车辆工程、工业工程）,387
南京理工大学,理科,自动化类（自动化、轨道交通信号与控制）,387
南京理工大学,理科,电气类（电气工程及其自动化、智能电网信息工程）,387
南京理工大学,理科,电子信息类（通信工程、电子信息工程、电子科学与技术、光电信息科学与工程、微电子科学与工程）,387
