学校,科类,专业,最低分
北京科技大学,理科,工商管理类（一年后可分流至工商管理、会计学）,368
北京科技大学,理科,计算机类（一年后可分流至计算机科学与技术、信息安全、物联网工程）,368
北京科技大学,理科,材料科学与工程,367
北京科技大学,理科,冶金工程,367
北京科技大学,理科,生物技术,367
北京科技大学,理科,数学类（一年后可分流至数学与应用数学、信息与计算科学）,367
北京科技大学,理科,自动化类（一年后可分流至自动化等专业）,367
北京科技大学,理科,能源与动力工程,366
北京科技大学,理科,通信工程,366
北京科技大学,理科,土木工程,366
北京科技大学,理科,环境工程,366
北京科技大学,理科,应用化学,366
北京科技大学,理科,安全工程,366
北京科技大学,理科,建筑环境与能源应用工程,366
北京科技大学,理科,工科试验班类（卓越计划）,366
北京科技大学,理科,管理科学与工程类（一年后可分流至信息管理与信息系统、工程管理）,366
北京科技大学,理科,矿业类（一年后可分流至采矿工程、矿物加工工程）,366
北京科技大学,理科,机械类（一年后可分流至机械工程、车辆工程、工业设计等专业）,366
北京科技大学,文科,德语,366
北京科技大学,文科,工商管理类（一年后可分流至工商管理、会计学）,363
北京科技大学,文科,经济与贸易类,362
北京科技大学,文科,英语,358
北京科技大学,文科,人文科学试验班,358
北京科技大学,文科,日语,357
北京化工大学,理科,工科试验班（化学工程与工艺英才班）,365
北京化工大学,理科,工科试验班（生物工程高精尖班）,361
北京化工大学,理科,工科试验班（高分子材料与工程精英班）,361
北京化工大学,理科,化学工程与工艺,356
北京化工大学,理科,应用化学,355
北京化工大学,理科,高分子材料与工程,355
北京化工大学,理科,计算机科学与技术,355
北京化工大学,理科,自动化,354
北京化工大学,理科,电子科学与技术,354
北京化工大学,理科,能源化学工程,354
北京化工大学,理科,理科试验班（化学优培计划）,354
北京化工大学,理科,信息管理与信息系统（大数据管理）,354
北京化工大学,理科,环境工程,353
北京化工大学,理科,制药工程,353
北京化工大学,理科,化学,353
北京化工大学,理科,材料科学与工程,352
北京化工大学,理科,测控技术与仪器,352
北京化工大学,理科,功能材料,352
北京化工大学,理科,生物工程类（含生物工程等3个专业）,352
北京化工大学,理科,数学类（含数学与应用数学、信息与计算科学等3个专业）,352
北京化工大学,理科,电子信息类（电子信息工程、通信工程）,352
北京化工大学,理科,机械类（含过程装备与控制工程、机械设计制造及其自动化等3个专业）,352
北京化工大学,文科,国际经济与贸易,351
北京化工大学,文科,法学,350
北京化工大学,文科,英语,350
北京邮电大学,理科,电子信息类（电子工程）,376
北京邮电大学,理科,科技与创意设计试验班,375
北京邮电大学,理科,管理科学与工程类（工程管理、信息管理与信息系统）,375
北京邮电大学,理科,机械工程,374
北京邮电大学,理科,自动化,374
北京邮电大学,理科,邮政工程,374
北京邮电大学,理科,电磁场与无线技术,374
北京邮电大学,理科,计算机类（计算机科学与技术、网络工程、智能科学与技术、数据科学与大数据技术）,374
北京邮电大学,理科,电子信息类（信息通信）,374
北京邮电大学,理科,软件工程（英语授课）,374
北京邮电大学,理科,工商管理类（含工商管理、会计学、市场营销等4个专业）,374
北京林业大学,理科,风景园林,370
北京林业大学,理科,园林,362
北京林业大学,理科,城乡规划,362
北京林业大学,理科,地理信息科学,361
北京林业大学,理科,商务英语,360
北京林业大学,理科,金融学,360
北京林业大学,理科,环境工程,359
北京林业大学,理科,国际经济与贸易,359
北京林业大学,理科,会计学,358
北京林业大学,理科,统计学,358
北京林业大学,理科,自然地理与资源环境,357
北京林业大学,理科,电子信息科学与技术,357
北京林业大学,理科,环境科学,357
北京林业大学,理科,计算机类,357
北京林业大学,理科,园艺（观赏园艺）,357
北京林业大学,理科,土木工程,356
北京林业大学,理科,食品科学与工程,356
北京林业大学,理科,管理科学与工程类,356
北京林业大学,理科,应用心理学,356
北京林业大学,理科,自动化,356
北京林业大学,理科,林学类,356
北京林业大学,理科,信息管理与信息系统,356
北京林业大学,理科,野生动物与自然保护区管理,355
北京林业大学,理科,生物科学类,355
北京林业大学,理科,工商管理类,355
北京林业大学,理科,车辆工程,355
北京林业大学,理科,机械设计制造及其自动化,355
北京林业大学,理科,电气工程及其自动化,355
北京林业大学,理科,旅游管理,355
北京林业大学,理科,水土保持与荒漠化防治,355
北京林业大学,理科,数学与应用数学,354
北京林业大学,理科,林业工程类,354
北京林业大学,文科,会计学,362
北京林业大学,文科,农林经济管理,360
北京林业大学,文科,商务英语,357
北京林业大学,文科,工商管理类,357
北京林业大学,文科,应用心理学,356
北京林业大学,文科,法学,356
北京林业大学,文科,日语,356
中国传媒大学,理科,网络与新媒体（新媒体网络经营）,378
中国传媒大学,理科,广播电视工程,377
中国传媒大学,理科,传播学（媒体市场调查与分析）,377
中国传媒大学,理科,通信工程,376
中国传媒大学,理科,数字媒体技术,375
中国传媒大学,理科,数字媒体技术（游戏设计技术）,375
中国传媒大学,理科,电子信息工程,374
中国传媒大学,理科,网络工程,374
中国传媒大学,理科,软件工程（移动互联网）,374
中国传媒大学,理科,工商管理类（工商管理、会计学、市场营销）,374
中国传媒大学,文科,新闻学,377
中国传媒大学,文科,翻译,376
中国传媒大学,文科,网络与新媒体（媒体创意）,376
中国传媒大学,文科,文化产业管理（影视制片管理、文化经纪）,375
中国传媒大学,文科,社会学,374
北京师范大学,理科,数学与应用数学,385
北京师范大学,理科,心理学,383
北京师范大学,理科,物理学（基地班）,383
北京师范大学,理科,理科试验班（数学与应用数学、物理学、化学、生物科学）,383
北京师范大学,理科,英语,382
北京师范大学,理科,资源环境科学,381
北京师范大学,理科,化学,381
北京师范大学,理科,生物科学类（生物科学、生物技术）,381
北京师范大学,理科,环境科学（环境科学、环境工程）,381
北京师范大学,文科,汉语言文学,381
北京师范大学,文科,会计学,380
北京师范大学,文科,传播学,380
北京师范大学,文科,教育学（试点学院）,379
北京师范大学,文科,工商管理（商务管理实验班）,379
南京师范大学,理科,英语（师范）,373
南京师范大学,理科,数学与应用数学（师范）,371
南京师范大学,理科,汉语言,368
南京师范大学,理科,物理学（师范）,368
南京师范大学,理科,翻译,367
南京师范大学,理科,化学（师范）,366
南京师范大学,理科,地理信息科学,366
南京师范大学,理科,数学类（含数学与应用数学（基地班）、信息与计算数学）,366
南京师范大学,理科,金融学,365
南京师范大学,理科,法学,365
南京师范大学,理科,经济学,364
南京师范大学,理科,英语,364
南京师范大学,理科,生物科学（师范）,364
南京师范大学,理科,外国语言文学类（含英语、俄语、德语、法语、日语、意大利语）,364
南京师范大学,理科,计算机科学与技术,363
南京师范大学,理科,国际经济与贸易,363
南京师范大学,理科,会计学,363
南京师范大学,理科,地理科学（师范）,363
南京师范大学,理科,金融数学,363
南京师范大学,理科,软件工程（嵌入式培养）,363
南京师范大学,理科,物理学,362
南京师范大学,理科,电气工程及其自动化,362
南京师范大学,理科,汉语国际教育,362
南京师范大学,理科,应用心理学,362
南京师范大学,理科,新闻传播学类（含新闻学、广播电视学、广告学、网络与新媒体）,362
南京师范大学,理科,食品科学与工程,361
南京师范大学,理科,统计学,361
南京师范大学,理科,旅游管理,361
南京师范大学,理科,哲学,361
南京师范大学,理科,财务管理,361
南京师范大学,理科,计算机科学与技术（师范）,361
南京师范大学,理科,教育技术学（师范）,361
南京师范大学,理科,电子信息类（含电子信息工程、通信工程、光电信息科学与工程）,361
南京师范大学,理科,社会学类（含社会学、社会工作）,361
南京师范大学,理科,工商管理类（含市场营销、人力资源管理、工商管理）,361
南京师范大学,理科,行政管理,360
南京师范大学,理科,信息管理与信息系统,360
南京师范大学,理科,测绘工程,360
南京师范大学,理科,生物工程,360
南京师范大学,理科,海洋资源开发技术,360
南京师范大学,理科,自动化,360
南京师范大学,理科,劳动与社会保障,360
南京师范大学,理科,建筑环境与能源应用工程,360
南京师范大学,理科,化学类（含化学、应用化学）,360
南京师范大学,理科,能源动力类（含能源与动力工程、能源与环境系统工程）,360
南京师范大学,理科,生物科学类（含生物科学（基地班）、生物技术）,360
南京师范大学,理科,人文地理与城乡规划,360
南京师范大学,理科,环境科学与工程类（含环境科学、环境工程）,360
南京师范大学,理科,自然地理与资源环境,360
南京师范大学,理科,英语（单列专业）,348
南京师范大学,理科,电气类（电气工程及其自动化）（中外合作办学）,342
南京师范大学,文科,英语（师范）,371
南京师范大学,文科,汉语言文学（师范）,369
南京师范大学,文科,会计学,368
南京师范大学,文科,金融学,367
南京师范大学,文科,财务管理,367
南京师范大学,文科,法学,366
南京师范大学,文科,应用心理学,366
南京师范大学,文科,教育学（师范）,366
南京师范大学,文科,翻译,366
南京师范大学,文科,经济学,365
南京师范大学,文科,人文地理与城乡规划,365
南京师范大学,文科,国际经济与贸易,364
南京师范大学,文科,地理科学（师范）,364
南京师范大学,文科,历史学（师范）,364
南京师范大学,文科,小学教育（师范）,364
南京师范大学,文科,外国语言文学类（含英语、俄语、德语、法语、日语、意大利语）,364
南京师范大学,文科,中国语言文学类（含汉语言文学（基地班）、秘书学、古典文献学）,364
南京师范大学,文科,旅游管理,363
南京师范大学,文科,劳动与社会保障,363
南京师范大学,文科,英语,363
南京师范大学,文科,汉语言,363
南京师范大学,文科,新闻传播学类（含新闻学、广播电视学、广告学、网络与新媒体）,363
南京师范大学,文科,行政管理,362
南京师范大学,文科,历史学,362
南京师范大学,文科,哲学,362
南京师范大学,文科,思想政治教育,362
南京师范大学,文科,汉语国际教育,362
南京师范大学,文科,文物与博物馆学,362
南京师范大学,文科,思想政治教育（师范）,362
南京师范大学,文科,学前教育（师范）,362
南京师范大学,文科,社会学类（含社会学、社会工作）,362
南京师范大学,文科,工商管理类（含市场营销、人力资源管理、工商管理）,362
南京师范大学,文科,英语（单列专业）,350
北京外国语大学,理科,德语,398
北京外国语大学,理科,西班牙语,387
北京外国语大学,理科,法语,384
北京外国语大学,理科,金融学,382
北京外国语大学,理科,英语,381
北京外国语大学,理科,经济与贸易类（国际经济与贸易）（中外合作办学）,381
北京外国语大学,理科,新闻学,379
北京外国语大学,理科,工商管理类,377
北京外国语大学,文科,西班牙语,386
北京外国语大学,文科,英语,385
北京外国语大学,文科,法语,382
北京外国语大学,文科,法语（国际关系）,380
北京外国语大学,文科,新闻学,378
北京外国语大学,文科,德语,378
北京外国语大学,文科,法学,377
北京外国语大学,文科,工商管理类,377
北京外国语大学,文科,日语,377
中国地质大学（北京）,理科,会计学,359
中国地质大学（北京）,理科,计算机科学与技术,359
中国地质大学（北京）,理科,地质工程,356
中国地质大学（北京）,理科,土木工程,356
中国地质大学（北京）,理科,安全工程,356
中国地质大学（北京）,理科,数学与应用数学,356
中国地质大学（北京）,理科,软件工程,355
中国地质大学（北京）,理科,机械设计制造及其自动化,354
中国地质大学（北京）,理科,材料科学与工程,354
中国地质大学（北京）,理科,土地资源管理,354
中国地质大学（北京）,理科,宝石及材料工艺学,353
中国地质大学（北京）,理科,资源勘查工程（固体矿产）,353
中国地质大学（北京）,理科,地理信息科学,352
中国地质大学（北京）,理科,资源勘查工程（新能源地质与工程）,352
中国地质大学（北京）,理科,工商管理,352
中国地质大学（北京）,理科,经济学,352
中国地质大学（北京）,理科,英语,352
中国地质大学（北京）,理科,电子信息工程,352
中国地质大学（北京）,理科,电气工程及其自动化,352
中国地质大学（北京）,理科,地球物理学,352
中国地质大学（北京）,理科,勘查技术与工程,352
中国地质大学（北京）,理科,海洋科学,352
中国地质大学（北京）,理科,土地整治工程,351
中国地质大学（北京）,理科,水文与水资源工程,351
中国地质大学（北京）,理科,地下水科学与工程,351
中国地质大学（北京）,理科,资源勘查工程（能源）,351
中国地质大学（北京）,理科,材料化学,351
中国地质大学（北京）,理科,测控技术与仪器,351
中国地质大学（北京）,理科,测绘工程,351
中国矿业大学（北京）,理科,电气工程及其自动化,356
中国矿业大学（北京）,理科,土木工程,354
中国矿业大学（北京）,理科,机械工程,353
中国矿业大学（北京）,理科,计算机科学与技术,353
中国矿业大学（北京）,理科,信息工程,353
中国矿业大学（北京）,理科,工商管理,352
中国矿业大学（北京）,理科,会计学,352
中国矿业大学（北京）,理科,测绘工程,352
中国矿业大学（北京）,理科,安全工程,352
中国矿业大学（北京）,理科,材料科学与工程,351
中国矿业大学（北京）,理科,建筑学,351
中国矿业大学（北京）,理科,数学类（数学与应用数学、信息与计算科学）,351
中国矿业大学（北京）,理科,环境科学与工程类（环境工程、环境科学）,351
中国矿业大学（北京）,理科,应用化学,350
中国矿业大学（北京）,理科,测控技术与仪器,350
中国矿业大学（北京）,理科,化学工程与工艺,350
中国矿业大学（北京）,理科,工程力学,350
中国矿业大学（北京）,理科,市场营销,350
中国矿业大学（北京）,理科,矿物加工工程,350
中国矿业大学（北京）,理科,地球物理学,350
中国矿业大学（北京）,理科,采矿工程,350
中国矿业大学（北京）,理科,工业工程,350
中国矿业大学（北京）,理科,地质类（资源勘查工程、地质工程）,350
中国矿业大学（北京）,文科,法学,356
中国矿业大学（北京）,文科,英语,352
中国矿业大学（北京）,文科,行政管理,351
浙江理工大学,理科,应用心理学,352
浙江理工大学,理科,服装设计与工程,350
浙江理工大学,理科,建筑学,349
浙江理工大学,理科,经济与贸易类,347
浙江理工大学,理科,数学类,347
浙江理工大学,理科,计算机类,347
浙江理工大学,理科,新闻传播学类,346
浙江理工大学,理科,公共管理类,346
浙江理工大学,理科,电子信息类,346
浙江理工大学,理科,轻化工程,345
浙江理工大学,理科,机械类,345
浙江理工大学,理科,电气类,345
浙江理工大学,理科,丝绸设计与工程,345
浙江理工大学,理科,外国语言文学类,344
浙江理工大学,理科,土木类,344
浙江理工大学,理科,纺织类,344
浙江理工大学,理科,化学类,344
浙江理工大学,文科,经济与贸易类,345
浙江理工大学,文科,工商管理类,343
浙江理工大学,文科,公共管理类,342
浙江理工大学,文科,外国语言文学类,341
浙江理工大学,文科,新闻传播学类,340
浙江理工大学,文科,法学类,340
华北电力大学,理科,电气类,373
华北电力大学,理科,土木类,371
华北电力大学,理科,自动化类,368
华北电力大学,理科,电子信息类,366
华北电力大学,理科,机械类,366
华北电力大学,理科,能源动力类（能源动力与机械工程学院）,366
华北电力大学,理科,环境科学与工程类,365
华北电力大学,理科,核工程类,365
华北电力大学,理科,能源动力类（可再生能源学院）,365
华北电力大学,理科,经济学类,364
华北电力大学,理科,数学类,364
华北电力大学,理科,材料类,364
华北电力大学,理科,计算机类,364
华北电力大学,理科,管理科学与工程类,364
华北电力大学,理科,水利类,364
华北电力大学,文科,法学类,355
华北电力大学,文科,工商管理类,355
华北电力大学,文科,公共管理类,352
华北电力大学,文科,外国语言文学类,351
华东政法大学,理科,法学类（卓越法律人才实验班）,379
华东政法大学,理科,会计学,379
华东政法大学,理科,新闻传播学类,379
华东政法大学,理科,法学类,379
华东政法大学,理科,公共管理类,378
华东政法大学,理科,知识产权,378
华东政法大学,理科,英语,378
华东政法大学,文科,法学类（卓越法律人才实验班）,377
华东政法大学,文科,工商管理,377
华东政法大学,文科,法学类,377
华东政法大学,文科,公共管理类,376
华东政法大学,文科,新闻传播学类,376
华东政法大学,文科,英语,376
华东政法大学,文科,德语,376
华东政法大学,文科,日语,375
华东政法大学,文科,翻译,375
燕山大学,理科,计算机科学与技术,347
燕山大学,理科,自动化,346
燕山大学,理科,机械设计制造及其自动化,345
燕山大学,理科,金属材料工程,344
燕山大学,理科,电气工程及其自动化,344
燕山大学,理科,经济学,343
燕山大学,理科,应用物理学,343
燕山大学,理科,材料成型及控制工程,343
燕山大学,理科,电子信息工程,343
燕山大学,理科,土木工程,343
燕山大学,理科,国际经济与贸易,342
燕山大学,理科,应用化学,342
燕山大学,理科,车辆工程,342
燕山大学,理科,工程力学,342
燕山大学,理科,过程装备与控制工程,342
燕山大学,理科,能源化学工程,342
燕山大学,理科,测控技术与仪器,341
燕山大学,理科,化学工程与工艺,341
燕山大学,理科,工业设计,341
燕山大学,文科,法学,343
燕山大学,文科,工商管理,338
首都师范大学,理科,英语,355
首都师范大学,理科,西班牙语,355
首都师范大学,理科,德语,354
首都师范大学,理科,法语,354
首都师范大学,理科,俄语,353
首都师范大学,文科,西班牙语,356
首都师范大学,文科,英语,355
首都师范大学,文科,德语,355
首都师范大学,文科,法语,354
上海外国语大学,理科,英语,389
上海外国语大学,理科,西班牙语,386
上海外国语大学,理科,金融学,386
上海外国语大学,理科,会计学,386
上海外国语大学,理科,国际经济与贸易（日语国贸）,385
上海外国语大学,理科,德语,384
上海外国语大学,理科,法语,384
上海外国语大学,理科,国际政治,383
上海外国语大学,理科,葡萄牙语,383
上海外国语大学,理科,国际经济与贸易,383
上海外国语大学,理科,工商管理,383
上海外国语大学,理科,网络与新媒体,383
上海外国语大学,理科,商务英语,382
上海外国语大学,理科,新闻学,382
上海外国语大学,理科,翻译,381
上海外国语大学,理科,汉语国际教育,380
上海外国语大学,理科,意大利语,380
上海外国语大学,理科,信息管理与信息系统,380
上海外国语大学,理科,日语,380
上海外国语大学,理科,法学,380
上海外国语大学,理科,广告学,379
上海外国语大学,理科,英语（教育）,379
上海外国语大学,理科,俄语,379
上海外国语大学,理科,公共关系学,379
上海外国语大学,理科,政治学与行政学,379
上海外国语大学,理科,教育技术学,379
上海外国语大学,理科,广播电视学,378
上海外国语大学,文科,英语,393
上海外国语大学,文科,德语,392
上海外国语大学,文科,金融学,384
上海外国语大学,文科,法语,384
上海外国语大学,文科,国际经济与贸易,383
上海外国语大学,文科,西班牙语,382
上海外国语大学,文科,翻译,381
上海外国语大学,文科,商务英语,381
上海外国语大学,文科,会计学,381
上海外国语大学,文科,日语,380
上海外国语大学,文科,国际政治,379
上海外国语大学,文科,汉语国际教育,379
上海外国语大学,文科,意大利语,379
上海外国语大学,文科,葡萄牙语,379
上海外国语大学,文科,工商管理,379
上海外国语大学,文科,网络与新媒体,379
上海外国语大学,文科,俄语,379
上海外国语大学,文科,新闻学,379
上海外国语大学,文科,教育技术学,379
上海外国语大学,文科,国际经济与贸易（日语国贸）,379
上海外国语大学,文科,信息管理与信息系统,378
上海外国语大学,文科,广告学,378
上海外国语大学,文科,英语（教育）,378
上海外国语大学,文科,法学,378
上海外国语大学,文科,广播电视学,378
上海外国语大学,文科,公共关系学,378
上海外国语大学,文科,政治学与行政学,378
东华大学,理科,经济与贸易类,370
东华大学,理科,服装设计与工程,369
东华大学,理科,计算机类,369
东华大学,理科,理科试验班,369
东华大学,理科,经济管理试验班（含市场营销等6个专业）,369
东华大学,理科,功能材料,368
东华大学,理科,管理科学与工程类,368
东华大学,理科,能源与环境系统工程,367
东华大学,理科,新闻传播学类,367
东华大学,理科,机械工程,367
东华大学,理科,工业设计,367
东华大学,理科,英语,367
东华大学,理科,数学类,367
东华大学,理科,材料类,367
东华大学,理科,电子信息类,367
东华大学,理科,社会科学试验班（法学、行政管理）,367
东华大学,理科,建筑环境与能源应用工程,366
东华大学,理科,日语,366
东华大学,理科,物理学类,366
东华大学,理科,纺织类,366
东华大学,理科,环境科学与工程类,366
东华大学,理科,化学类,366
东华大学,理科,轻工类（轻化工程）（中外合作办学）,366
东华大学,文科,工业设计,368
东华大学,文科,日语,368
东华大学,文科,经济与贸易类,367
东华大学,文科,英语,364
东华大学,文科,社会科学试验班（法学、行政管理）,364
东华大学,文科,新闻传播学类,363
东华大学,文科,经济管理试验班（含市场营销等6个专业）,363
北京工商大学,理科,经济学类,352
北京工商大学,理科,工商管理类,350
北京工商大学,理科,计算机类,347
北京工商大学,理科,环境工程,345
北京工商大学,理科,机械类,344
北京工商大学,理科,生物技术,344
北京工商大学,理科,化学,343
北京工商大学,理科,统计学类（应用统计学（风险和精算））（中外合作办学）,343
北京工商大学,文科,外国语言文学类,345
华东理工大学,理科,会计学,376
华东理工大学,理科,国际经济与贸易,376
华东理工大学,理科,工商管理类,376
华东理工大学,理科,电气工程及其自动化（中外合作办学）,375
华东理工大学,理科,计算机类,375
华东理工大学,理科,法学,374
华东理工大学,理科,工业设计,374
华东理工大学,理科,经济学类,374
华东理工大学,理科,制药工程,373
华东理工大学,理科,风景园林,373
华东理工大学,理科,数学类,373
华东理工大学,理科,电子信息类,373
华东理工大学,理科,能源与动力工程,372
华东理工大学,理科,应用化学,372
华东理工大学,理科,化学工程与工艺（中外合作办学）,372
华东理工大学,理科,外国语言文学类,372
华东理工大学,理科,化工与制药类,372
华东理工大学,理科,环境科学与工程类,372
华东理工大学,理科,管理科学与工程类,372
华东理工大学,理科,药学类,372
华东理工大学,理科,物理学类,371
华东理工大学,理科,材料类,371
华东理工大学,理科,机械类,371
华东理工大学,理科,食品科学与工程类,371
华东理工大学,理科,生物工程类,371
华东理工大学,文科,会计学,370
华东理工大学,文科,国际经济与贸易,368
华东理工大学,文科,经济学类,368
华东理工大学,文科,法学,367
华东理工大学,文科,工业设计,367
华东理工大学,文科,风景园林,367
华东理工大学,文科,工商管理类,367
华东理工大学,文科,外国语言文学类,364
华东理工大学,文科,公共管理类,363
同济大学,理科,城乡规划,399
同济大学,理科,建筑学,396
同济大学,理科,车辆工程,392
同济大学,理科,土木工程,392
同济大学,理科,风景园林,391
同济大学,理科,工业设计,391
同济大学,理科,测绘工程,390
同济大学,理科,理科试验班（化学类）,390
同济大学,理科,临床医学（“5+3”一体化）,390
同济大学,理科,新闻传播学类,389
同济大学,理科,理科试验班（海洋类）,389
同济大学,理科,社会科学试验班（经济类）,389
同济大学,理科,工科试验班（轨道交通）,389
同济大学,理科,历史建筑保护工程,388
同济大学,理科,软件工程,388
同济大学,理科,工科试验班（电气类）,388
同济大学,理科,社会科学试验班（管理类）,388
同济大学,理科,工科试验班（电子类）,388
同济大学,理科,机械类（机械设计制造及其自动化等专业）（中外合作办学）,388
同济大学,理科,生物科学类,387
同济大学,理科,工科试验班（机械类）,387
同济大学,理科,工程力学,387
同济大学,理科,工科试验班（能源类）,387
同济大学,理科,理科试验班（数学类）,387
同济大学,理科,工科试验班（环境类）,387
同济大学,理科,工科试验班（交通类）,387
同济大学,理科,工科试验班（地质与水利工程类）,387
同济大学,文科,建筑学,390
同济大学,文科,英语,387
同济大学,文科,日语,385
同济大学,文科,德语,385
同济大学,文科,社会科学试验班（管理类）,385
同济大学,文科,法学,382
同济大学,文科,新闻传播学类,382
同济大学,文科,城乡规划,381
同济大学,文科,政治学与行政学,381
同济大学,文科,人文科学试验班（哲学、文化产业管理、汉语言文学）,381
上海交通大学,理科,机械类（国际化人才培养试点班）,410
上海交通大学,理科,电子信息类（交大密西根学院）（中外合作办学）,410
上海交通大学,理科,电子信息类,409
上海交通大学,理科,电子信息类（IEEE试点班）,409
上海交通大学,理科,经济学类,408
上海交通大学,理科,工商管理类,407
上海交通大学,文科,经济学类,407
南京财经大学,理科,会计学,356
南京财经大学,理科,财务管理,352
南京财经大学,理科,审计学,352
南京财经大学,理科,金融学,351
南京财经大学,理科,财政学,350
南京财经大学,理科,法学,349
南京财经大学,理科,金融工程,349
南京财经大学,理科,税收学,349
南京财经大学,理科,经济学（基地班）,349
南京财经大学,理科,国际经济与贸易,348
南京财经大学,理科,计算机科学与技术,347
南京财经大学,理科,广告学,347
南京财经大学,理科,网络与新媒体,347
南京财经大学,理科,法语,347
南京财经大学,理科,保险学,347
南京财经大学,理科,工商管理,347
南京财经大学,理科,资产评估,347
南京财经大学,理科,经济统计学,347
南京财经大学,理科,劳动与社会保障,347
南京财经大学,理科,人力资源管理,347
南京财经大学,理科,管理科学,346
南京财经大学,理科,质量管理工程,346
南京财经大学,理科,旅游管理,346
南京财经大学,理科,食品科学与工程,346
南京财经大学,理科,粮食工程,346
南京财经大学,理科,应用化学,346
南京财经大学,理科,数学与应用数学,346
南京财经大学,理科,信息管理与信息系统,346
南京财经大学,理科,电子商务,346
南京财经大学,理科,英语,346
南京财经大学,理科,投资学,346
南京财经大学,理科,市场营销,346
南京财经大学,理科,食品质量与安全,346
南京财经大学,理科,房地产开发与管理,346
南京财经大学,理科,公共事业管理,346
南京财经大学,理科,物流管理,346
南京财经大学,理科,信用管理,346
南京财经大学,理科,金融数学,346
南京财经大学,理科,贸易经济,346
南京财经大学,理科,软件工程（嵌入式培养）,346
南京财经大学,理科,物联网工程,346
南京财经大学,理科,工业工程,346
南京财经大学,理科,工商管理类（工商管理（环境商务））（中外合作办学）,342
南京财经大学,文科,会计学,353
南京财经大学,文科,审计学,350
南京财经大学,文科,金融学,349
南京财经大学,文科,法语,348
南京财经大学,文科,财务管理,348
南京财经大学,文科,旅游管理,347
南京财经大学,文科,法学,347
南京财经大学,文科,广告学,347
南京财经大学,文科,社会工作,347
南京财经大学,文科,网络与新媒体,347
南京财经大学,文科,新闻学,347
南京财经大学,文科,英语,347
南京财经大学,文科,保险学,347
