school,major,2017,2018,2019,2020,rankEstimatedByPoly,rankEstimatedBySVR,avg,cov
大连理工大学,英语（英语、翻译）,3537.0,2848.5,2160.0,2848.5,2545.0,2549.0,2848.5,562.1578959687394
辽宁大学,金融学类（金融学、保险学）,4279.0,4637.5,4996.0,4637.5,4760.0,4803.0,4637.5,292.71402426258976
辽宁大学,法学,4552.0,4774.0,4996.0,4774.0,4846.0,4868.0,4774.0,181.2622409659552
辽宁大学,档案学,5197.0,5428.0,5659.0,5428.0,5505.0,5513.0,5428.0,188.61071019430472
辽宁大学,德语,5197.0,5258.5,5320.0,5258.5,5271.0,5263.0,5258.5,50.214539727055154
辽宁大学,汉语国际教育,5520.0,5520.0,5520.0,5520.0,5511.0,5491.0,5520.0,0.0
辽宁大学,新闻学,5875.0,5767.0,5659.0,5767.0,5720.0,5682.0,5767.0,88.18163074019441
辽宁大学,广告学,6658.0,5989.0,5320.0,5989.0,5726.0,5623.0,5989.0,546.2362126406487
辽宁大学,行政管理,6658.0,6158.5,5659.0,6158.5,5965.0,5873.0,6158.5,407.8400421733991
辽宁大学,英语,6658.0,5989.0,5320.0,5989.0,5726.0,5623.0,5989.0,546.2362126406487
辽宁大学,劳动与社会保障,7046.0,6352.5,5659.0,6352.5,6084.0,5968.0,6352.5,566.2403788733781
辽宁大学,工商管理类（会计学）（中外合作办学）,11474.0,11474.0,11474.0,11474.0,11549.0,11486.0,11474.0,0.0
辽宁大学,工商管理类（工商管理）（中外合作办学）,14591.0,14591.0,14591.0,14591.0,14575.0,14515.0,14591.0,0.0
大连海事大学,法学,4279.0,4731.0,4701.0,4570.333333333333,4607.0,4625.0,4570.333333333333,206.36752543836823
大连海事大学,财务管理,4552.0,5057.0,4996.0,4868.333333333333,4904.0,4913.0,4868.333333333333,225.06344784428137
大连海事大学,经济学,5197.0,5809.0,5926.0,5644.0,5742.0,5754.0,5644.0,319.6654501193396
大连海事大学,英语,5875.0,5421.0,4996.0,5430.666666666667,5253.0,5186.0,5430.666666666667,358.91534130240547
大连海事大学,政治学与行政学,6276.0,5809.0,4996.0,5693.666666666667,5415.0,5314.0,5693.666666666667,528.8833099612385
大连海事大学,社会工作,6276.0,6193.0,6262.0,6243.666666666667,6250.0,6217.0,6243.666666666667,36.279777042068794
延边大学,朝鲜语,10362.0,9067.0,10602.0,10010.333333333334,10327.0,10298.0,10010.333333333334,674.1949932244298
延边大学,法学,10917.0,13248.0,8727.0,10964.0,9894.0,11179.0,10964.0,1845.9897074469295
延边大学,工商管理类,12074.0,14480.0,11600.0,12718.0,12157.0,11977.0,12718.0,1260.8600239519055
南京大学,经济管理试验班（经济学、金融学、金融工程、保险学、国际经济与贸易、工商管理、市场营销、会计学、财务管理、电子商务、经济学（产业经济）、工商管理（人力资源））,165.0,165.0,165.0,165.0,174.0,173.0,165.0,0.0
南京大学,外国语言文学类（英语、德语、西班牙语、法语）,270.0,270.0,270.0,270.0,279.0,282.0,270.0,0.0
南京大学,社会科学试验班（法学、政治学与行政学、行政管理、劳动与社会保障、国际政治、社会学、社会工作、应用心理学、图书馆学、档案学、编辑出版学）,397.0,397.0,397.0,397.0,406.0,410.0,397.0,0.0
南京大学,人文科学试验班（汉语言文学、历史学、考古学、哲学、汉语国际教育、新闻学、广播电视学、广告学、考古学（文物鉴定））（人文艺术传播类）,397.0,397.0,397.0,397.0,406.0,410.0,397.0,0.0
江南大学,金融学,3537.0,3701.0,3865.0,3701.0,3753.0,3806.0,3701.0,133.90543927214708
江南大学,汉语言文学,4279.0,4072.0,3865.0,4072.0,3976.0,3959.0,4072.0,169.01479225203929
江南大学,英语,4279.0,4072.0,3865.0,4072.0,3976.0,3959.0,4072.0,169.01479225203929
江南大学,国际经济与贸易,4279.0,4339.5,4400.0,4339.5,4349.0,4366.0,4339.5,49.39804314612742
江南大学,工商管理类（工商管理、会计学）,4279.0,4279.0,4279.0,4279.0,4265.0,4275.0,4279.0,0.0
江南大学,教育学类（教育技术学、小学教育）（师范）,4279.0,4279.0,4279.0,4279.0,4265.0,4275.0,4279.0,0.0
江南大学,工业工程,4552.0,4476.0,4400.0,4476.0,4433.0,4426.0,4476.0,62.053740150507174
江南大学,日语,4552.0,4335.0,4118.0,4335.0,4236.0,4211.0,4335.0,177.17975806131656
江南大学,法学类（法学、社会工作）,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
江南大学,工商管理类（工商管理）（中外合作办学）,7877.0,7877.0,7877.0,7877.0,7904.0,7836.0,7877.0,0.0
南京航空航天大学,管理科学与工程类,1374.0,1374.0,1374.0,1374.0,1377.0,1362.0,1374.0,0.0
南京航空航天大学,经济与贸易类,1474.0,1666.0,1858.0,1666.0,1752.0,1753.0,1666.0,156.76734353812338
南京航空航天大学,英语（民航业务、国际贸易）,1594.0,2016.0,1805.0,1805.0,1805.0,1795.0,1805.0,172.2807785757502
南京航空航天大学,法学,1594.0,2016.0,1858.0,1822.6666666666667,1838.0,1830.0,1822.6666666666667,174.08299425529447
南京航空航天大学,广播电视学,1755.0,2016.0,2006.0,1925.6666666666667,1959.0,1959.0,1925.6666666666667,120.7485909740657
南京航空航天大学,政治学与行政学,1755.0,2016.0,2148.0,1973.0,2047.0,2059.0,1973.0,163.29727493133498
南京航空航天大学,工商管理类,1755.0,1880.5,2006.0,1880.5,1934.0,1936.0,1880.5,102.47032090642962
安徽大学,经济学,3537.0,3537.0,3537.0,3537.0,3525.0,3553.0,3537.0,0.0
安徽大学,英语,3776.0,3947.0,4118.0,3947.0,4001.0,4047.0,3947.0,139.62091533864114
安徽大学,西班牙语,3776.0,4088.0,4400.0,4088.0,4195.0,4257.0,4088.0,254.74693324945054
安徽大学,汉语言文学,3776.0,3776.0,3776.0,3776.0,3763.0,3786.0,3776.0,0.0
安徽大学,会计学,3776.0,4088.0,4400.0,4088.0,4195.0,4257.0,4088.0,254.74693324945054
安徽大学,新闻学,4279.0,4279.0,4279.0,4279.0,4265.0,4275.0,4279.0,0.0
安徽大学,网络与新媒体,4279.0,4279.0,4279.0,4279.0,4265.0,4275.0,4279.0,0.0
安徽大学,国际经济与贸易,4279.0,4279.0,4279.0,4279.0,4265.0,4275.0,4279.0,0.0
安徽大学,日语,4552.0,4476.0,4400.0,4476.0,4433.0,4426.0,4476.0,62.053740150507174
安徽大学,德语,4552.0,4476.0,4400.0,4476.0,4433.0,4426.0,4476.0,62.053740150507174
安徽大学,汉语国际教育,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
安徽大学,税收学,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
安徽大学,广播电视学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,政治学与行政学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,历史学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,哲学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,人力资源管理,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,应用心理学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,市场营销,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,工商管理,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
安徽大学,公共管理类（含行政管理、劳动与社会保障）,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
合肥工业大学,英语,10917.0,7758.0,5659.0,8111.333333333333,7093.0,7677.0,8111.333333333333,2161.060593525524
合肥工业大学,思想政治教育,12661.0,8191.0,5988.0,8946.666666666666,7658.0,9763.0,8946.666666666666,2776.1491714643544
厦门大学,会计学,397.0,416.0,435.0,416.0,434.0,438.0,416.0,15.513435037626794
厦门大学,法学类,442.0,476.0,510.0,476.0,501.0,504.0,476.0,27.760883751542686
厦门大学,西班牙语,547.0,547.0,547.0,547.0,555.0,558.0,547.0,0.0
厦门大学,英语,547.0,547.0,547.0,547.0,555.0,558.0,547.0,0.0
厦门大学,经济学类,547.0,528.5,510.0,528.5,528.0,532.0,528.5,15.10518674716293
厦门大学,新闻传播学类,547.0,583.0,619.0,583.0,608.0,610.0,583.0,29.393876913398138
厦门大学,公共管理类,547.0,583.0,619.0,583.0,608.0,610.0,583.0,29.393876913398138
厦门大学,人文科学试验班,547.0,583.0,619.0,583.0,608.0,610.0,583.0,29.393876913398138
厦门大学,德语,601.0,601.0,601.0,601.0,609.0,611.0,601.0,0.0
厦门大学,法语,601.0,601.0,601.0,601.0,609.0,611.0,601.0,0.0
厦门大学,政治学类,601.0,610.0,619.0,610.0,622.0,624.0,610.0,7.3484692283495345
福州大学,金融学,4862.0,4781.5,4701.0,4781.5,4737.0,4723.0,4781.5,65.72797476468195
福州大学,法学,4862.0,4781.5,4701.0,4781.5,4737.0,4723.0,4781.5,65.72797476468195
福州大学,英语,5197.0,5096.5,4996.0,5096.5,5046.0,5023.0,5096.5,82.05790638323647
福州大学,物流管理,5197.0,5096.5,4996.0,5096.5,5046.0,5023.0,5096.5,82.05790638323647
福州大学,日语,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
福州大学,汉语言文学,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
南昌大学,新闻学,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
南昌大学,法学类,5520.0,5258.0,4996.0,5258.0,5147.0,5101.0,5258.0,213.9221042030642
南昌大学,劳动与社会保障,5875.0,5875.0,5875.0,5875.0,5870.0,5843.0,5875.0,0.0
南昌大学,中国语言文学类,5875.0,5435.5,4996.0,5435.5,5256.0,5188.0,5435.5,358.8502473177356
南昌大学,工商管理类,5875.0,5875.0,5875.0,5875.0,5870.0,5843.0,5875.0,0.0
南昌大学,历史学,6276.0,5798.0,5320.0,5798.0,5608.0,5529.0,5798.0,390.28536568345305
南昌大学,英语,6276.0,5798.0,5320.0,5798.0,5608.0,5529.0,5798.0,390.28536568345305
南昌大学,日语,6276.0,5488.5,4701.0,5488.5,5171.0,5060.0,5488.5,642.9910574805842
郑州大学,会计学,4552.0,4435.0,4493.5,4493.5,4480.0,4483.0,4493.5,47.765049984271975
郑州大学,金融学,4862.0,1838.0,3350.0,3350.0,3338.0,3369.0,3350.0,1234.5428303627218
郑州大学,工商管理,5197.0,5057.0,5127.0,5127.0,5116.0,5103.0,5127.0,57.154760664940824
郑州大学,国际经济与贸易,5197.0,5057.0,5127.0,5127.0,5116.0,5103.0,5127.0,57.154760664940824
郑州大学,财务管理,5197.0,5197.0,5197.0,5197.0,5186.0,5172.0,5197.0,0.0
郑州大学,法学,5197.0,5197.0,5197.0,5197.0,5186.0,5172.0,5197.0,0.0
郑州大学,社会工作,5520.0,5057.0,5288.5,5288.5,5278.0,5262.0,5288.5,189.01895848476858
郑州大学,人力资源管理,5520.0,5057.0,5288.5,5288.5,5278.0,5262.0,5288.5,189.01895848476858
郑州大学,中国语言文学类,5520.0,5057.0,4400.0,4992.333333333333,4748.0,4660.0,4992.333333333333,459.51883046895426
华中科技大学,财务管理,813.0,813.0,813.0,813.0,820.0,816.0,813.0,0.0
华中科技大学,财政学,813.0,813.0,813.0,813.0,820.0,816.0,813.0,0.0
华中科技大学,城乡规划,897.0,897.0,897.0,897.0,904.0,897.0,897.0,0.0
华中科技大学,社会学类（社会学、社会工作）,971.0,1130.0,1073.0,1058.0,1070.0,1059.0,1058.0,65.7723346096214
华中科技大学,新闻传播学类（新闻学、广告学、广播电视学）,971.0,971.0,971.0,971.0,977.0,968.0,971.0,0.0
华中科技大学,法学,1067.0,1011.0,1065.0,1047.6666666666667,1061.0,1050.0,1047.6666666666667,25.94010194445829
华中科技大学,政治学与行政学,1067.0,1067.0,1067.0,1067.0,1072.0,1061.0,1067.0,0.0
华中科技大学,汉语国际教育,1067.0,1067.0,1067.0,1067.0,1072.0,1061.0,1067.0,0.0
华中科技大学,翻译,1067.0,1130.0,1073.0,1090.0,1087.0,1076.0,1090.0,28.39013913315678
华中科技大学,汉语言文学,1168.0,1168.0,1168.0,1168.0,1173.0,1159.0,1168.0,0.0
华中科技大学,英语,1168.0,1130.0,1073.0,1123.6666666666667,1105.0,1094.0,1123.6666666666667,39.04128868547018
华中科技大学,哲学,1168.0,1259.0,1073.0,1166.6666666666667,1128.0,1118.0,1166.6666666666667,75.94003482280534
华中科技大学,法语,1168.0,1130.0,1073.0,1123.6666666666667,1105.0,1094.0,1123.6666666666667,39.04128868547018
浙江工业大学,法学类,8819.0,8819.0,8819.0,8819.0,8865.0,8815.0,8819.0,0.0
浙江工业大学,英语,8819.0,8819.0,8819.0,8819.0,8865.0,8815.0,8819.0,0.0
湖北大学,国际经济与贸易,10917.0,12588.5,14260.0,12588.5,13345.0,13357.0,12588.5,1364.774035020694
湖北大学,公共管理类,10917.0,10917.0,10917.0,10917.0,10992.0,10933.0,10917.0,0.0
华中农业大学,外国语言文学类,6658.0,6565.0,5659.0,6294.0,6048.0,5939.0,6294.0,450.6151351208701
华中农业大学,工商管理类,6658.0,6565.0,5988.0,6403.666666666667,6246.0,6154.0,6403.666666666667,296.3627656924683
华中农业大学,社会学类,7445.0,6193.0,5659.0,6432.333333333333,6133.0,6009.0,6432.333333333333,748.5137867059557
中国地质大学（武汉）,经济学,4862.0,5421.0,5141.5,5141.5,5130.0,5118.0,5141.5,228.2107943692994
中国地质大学（武汉）,思想政治教育,5520.0,6565.0,5320.0,5801.666666666667,5610.0,5531.0,5801.666666666667,545.8988510297082
中国地质大学（武汉）,英语,5520.0,6193.0,5320.0,5677.666666666667,5533.0,5470.0,5677.666666666667,373.43123716273243
中国地质大学（武汉）,法学,5875.0,5137.5,4400.0,5137.5,4836.0,4728.0,5137.5,602.1662284341979
中国地质大学（武汉）,广播电视学,5875.0,5421.0,5320.0,5538.666666666667,5447.0,5402.0,5538.666666666667,241.3715439363601
中国地质大学（武汉）,旅游管理,5875.0,6193.0,6034.0,6034.0,6031.0,6000.0,6034.0,129.82295636750843
中国地质大学（武汉）,市场营销,6276.0,6193.0,6234.5,6234.5,6234.0,6198.0,6234.5,33.88460810850063
湖南大学,汉语言文学,897.0,1533.0,1299.0,1243.0,1273.0,1259.0,1243.0,262.6480534860291
湖南大学,新闻传播学类,1474.0,1533.0,1299.0,1435.3333333333333,1376.0,1365.0,1435.3333333333333,99.3657665172244
湖南大学,历史学,1594.0,1392.0,1299.0,1428.3333333333333,1372.0,1361.0,1428.3333333333333,123.14309652685458
湖南大学,法学,1755.0,1392.0,1526.0,1557.6666666666667,1545.0,1530.0,1557.6666666666667,149.87624524549875
湖南大学,行政管理,1755.0,1533.0,1299.0,1529.0,1427.0,1423.0,1529.0,186.18270596379247
湖南大学,日语,1941.0,1838.0,1299.0,1692.6666666666667,1516.0,1534.0,1692.6666666666667,281.52244828590295
中南大学,金融学,1260.0,1260.0,1260.0,1260.0,1264.0,1249.0,1260.0,0.0
中南大学,会计学,1260.0,1260.0,1260.0,1260.0,1264.0,1249.0,1260.0,0.0
中南大学,西班牙语,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,法语,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,市场营销,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,国际经济与贸易,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,法学,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,汉语言文学,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
中南大学,数字出版,1594.0,1594.0,1594.0,1594.0,1595.0,1581.0,1594.0,0.0
中南大学,广播电视学,1594.0,1594.0,1594.0,1594.0,1595.0,1581.0,1594.0,0.0
中南大学,劳动与社会保障,1594.0,1594.0,1594.0,1594.0,1595.0,1581.0,1594.0,0.0
湖南师范大学,广告学,2839.0,4435.0,4118.0,3797.3333333333335,3910.0,3985.0,3797.3333333333335,689.8909736730548
湖南师范大学,法学,3776.0,4435.0,4118.0,4109.666666666667,4099.0,4115.0,4109.666666666667,269.10014657909215
湖南师范大学,汉语言文学（师范）,4009.0,3637.0,3974.0,3873.3333333333335,3900.0,3937.0,3873.3333333333335,167.72265466802298
湖南师范大学,编辑出版学,4552.0,4435.0,4118.0,4368.333333333333,4256.0,4225.0,4368.333333333333,183.343636074146
湖南师范大学,历史学（师范）,4552.0,3637.0,3974.0,4054.3333333333335,4009.0,4012.0,4054.3333333333335,377.84153056833526
湖南师范大学,教育学（师范）,4552.0,3894.0,3974.0,4140.0,4060.0,4048.0,4140.0,293.15297485556357
湖南师范大学,汉语国际教育（师范）,4552.0,4435.0,3974.0,4320.333333333333,4169.0,4124.0,4320.333333333333,249.50929619733387
湖南师范大学,思想政治教育（师范）,4552.0,4435.0,4239.0,4408.666666666667,4328.0,4309.0,4408.666666666667,129.13128547679253
湖南师范大学,人文地理与城乡规划,4862.0,4731.0,4400.0,4664.333333333333,4548.0,4510.0,4664.333333333333,194.41250531337286
湖南师范大学,酒店管理,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
湖南师范大学,朝鲜语,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
华南理工大学,新闻学,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
华南理工大学,法学类,5520.0,5258.0,4996.0,5258.0,5147.0,5101.0,5258.0,213.9221042030642
华南理工大学,劳动与社会保障,5875.0,5875.0,5875.0,5875.0,5870.0,5843.0,5875.0,0.0
华南理工大学,中国语言文学类,5875.0,5435.5,4996.0,5435.5,5256.0,5188.0,5435.5,358.8502473177356
华南理工大学,工商管理类,5875.0,5875.0,5875.0,5875.0,5870.0,5843.0,5875.0,0.0
华南理工大学,历史学,6276.0,5798.0,5320.0,5798.0,5608.0,5529.0,5798.0,390.28536568345305
华南理工大学,英语,6276.0,5798.0,5320.0,5798.0,5608.0,5529.0,5798.0,390.28536568345305
华南理工大学,日语,6276.0,5488.5,4701.0,5488.5,5171.0,5060.0,5488.5,642.9910574805842
上海师范大学,法学,4279.0,4158.0,4400.0,4279.0,4312.0,4339.0,4279.0,98.79608629225484
上海师范大学,汉语言文学（基地班）,4279.0,3637.0,3200.0,3705.3333333333335,3486.0,3436.0,3705.3333333333335,443.14206400305636
上海师范大学,新闻传播学类,4279.0,4435.0,4701.0,4471.666666666667,4546.0,4580.0,4471.666666666667,174.22080498289773
上海师范大学,小学教育（师范）,4279.0,4731.0,4239.0,4416.333333333333,4333.0,4313.0,4416.333333333333,223.1013720760637
上海师范大学,汉语国际教育,4552.0,4731.0,4701.0,4661.333333333333,4663.0,4667.0,4661.333333333333,78.27444595069893
上海师范大学,汉语言文学,4552.0,4435.0,4493.5,4493.5,4480.0,4483.0,4493.5,47.765049984271975
上海师范大学,人力资源管理,4862.0,5057.0,4701.0,4873.333333333333,4794.0,4766.0,4873.333333333333,145.55716708183382
上海师范大学,哲学,4862.0,5057.0,4701.0,4873.333333333333,4794.0,4766.0,4873.333333333333,145.55716708183382
上海师范大学,公共管理类,4862.0,5057.0,4701.0,4873.333333333333,4794.0,4766.0,4873.333333333333,145.55716708183382
上海师范大学,工商管理类,5197.0,4731.0,4701.0,4876.333333333333,4796.0,4767.0,4876.333333333333,227.0761008022543
上海师范大学,学前教育（师范）,5197.0,4731.0,4519.0,4815.666666666667,4687.0,4643.0,4815.666666666667,283.19290637694695
上海师范大学,经济学类（经济学）（中外合作办学）,5197.0,5057.0,5127.0,5127.0,5116.0,5103.0,5127.0,57.154760664940824
上海师范大学,植物生产类（园艺）（中外合作办学）,5197.0,5057.0,5127.0,5127.0,5116.0,5103.0,5127.0,57.154760664940824
西南交通大学,传播学,4552.0,4552.0,4552.0,4552.0,4538.0,4540.0,4552.0,0.0
西南交通大学,法学,4862.0,4631.0,4400.0,4631.0,4527.0,4495.0,4631.0,188.61071019430472
西南交通大学,汉语国际教育,4862.0,4781.5,4701.0,4781.5,4737.0,4723.0,4781.5,65.72797476468195
西南交通大学,广告学,5197.0,5197.0,5197.0,5197.0,5186.0,5172.0,5197.0,0.0
西南交通大学,政治学与行政学,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
西南交通大学,公共事业管理,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
西南交通大学,思想政治教育,5520.0,4001.0,2482.0,4001.0,3350.0,3178.0,4001.0,1240.258306429216
西南交通大学,外国语言文学类,5520.0,4960.0,4400.0,4960.0,4728.0,4645.0,4960.0,457.2380853195266
西南交通大学,汉语言文学,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
西南交通大学,商务英语,5520.0,5520.0,5520.0,5520.0,5511.0,5491.0,5520.0,0.0
西南财经大学,金融学,813.0,1056.0,1299.0,1056.0,1173.0,1180.0,1056.0,198.40866916543743
西南财经大学,会计学,971.0,971.0,971.0,971.0,977.0,968.0,971.0,0.0
西南财经大学,法学,1067.0,1380.0,1693.0,1380.0,1523.0,1539.0,1380.0,255.56342983037825
西南财经大学,国际商务（双语培养）,1067.0,1067.0,1067.0,1067.0,1072.0,1061.0,1067.0,0.0
西南财经大学,财务管理（双语培养）,1067.0,1067.0,1067.0,1067.0,1072.0,1061.0,1067.0,0.0
西南财经大学,财政学,1168.0,1168.0,1168.0,1168.0,1173.0,1159.0,1168.0,0.0
西南财经大学,经济学（基地班）,1168.0,1168.0,1168.0,1168.0,1173.0,1159.0,1168.0,0.0
西南财经大学,信息管理与信息系统（商务智能）,1168.0,1168.0,1168.0,1168.0,1173.0,1159.0,1168.0,0.0
西南财经大学,英语,1374.0,1374.0,1374.0,1374.0,1377.0,1362.0,1374.0,0.0
西南财经大学,电子商务（支付结算）,1374.0,1374.0,1374.0,1374.0,1377.0,1362.0,1374.0,0.0
西南财经大学,保险学（双语培养）,1374.0,1374.0,1374.0,1374.0,1377.0,1362.0,1374.0,0.0
西南财经大学,信用管理,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
西南财经大学,工商管理,1474.0,1583.5,1693.0,1583.5,1634.0,1625.0,1583.5,89.406375611586
西南财经大学,市场营销,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
西南财经大学,审计学,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
西南财经大学,国际经济与贸易（双语培养）,1474.0,1474.0,1474.0,1474.0,1476.0,1461.0,1474.0,0.0
西南财经大学,税收学,1594.0,1594.0,1594.0,1594.0,1595.0,1581.0,1594.0,0.0
西南财经大学,人力资源管理,1594.0,1726.0,1858.0,1726.0,1785.0,1781.0,1726.0,107.77754868245984
西南财经大学,商务英语,1594.0,1594.0,1594.0,1594.0,1595.0,1581.0,1594.0,0.0
西南财经大学,行政管理,1755.0,1806.5,1858.0,1806.5,1829.0,1822.0,1806.5,42.04957391777789
青岛大学,法学,7877.0,9015.5,10154.0,9015.5,9505.0,9495.0,9015.5,929.581357386216
青岛大学,德语,8819.0,9486.5,10154.0,9486.5,9817.0,9771.0,9486.5,545.0114677692571
青岛大学,朝鲜语,10362.0,10732.0,11102.0,10732.0,10971.0,10932.0,10732.0,302.10373494325864
西北大学,财政学,4862.0,4862.0,4862.0,4862.0,4849.0,4843.0,4862.0,0.0
西北大学,考古学,5197.0,4657.5,4118.0,4657.5,4431.0,4351.0,4657.5,440.4999054105082
西北大学,汉语国际教育,5197.0,5197.0,5197.0,5197.0,5186.0,5172.0,5197.0,0.0
西北大学,汉语言文学,5197.0,4798.5,4400.0,4798.5,4630.0,4571.0,4798.5,325.3738874996988
西北大学,法学,5197.0,4949.0,4701.0,4949.0,4841.0,4801.0,4949.0,202.49115207007605
西北大学,新闻传播学类,5197.0,4949.0,4701.0,4949.0,4841.0,4801.0,4949.0,202.49115207007605
西北大学,哲学,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
西北大学,历史学类,5520.0,5110.5,4701.0,5110.5,4940.0,4878.0,5110.5,334.35534988990383
武汉科技大学,英语,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
武汉科技大学,德语,12074.0,12074.0,12074.0,12074.0,12144.0,12094.0,12074.0,0.0
武汉科技大学,法学,12074.0,12074.0,12074.0,12074.0,12144.0,12094.0,12074.0,0.0
武汉科技大学,翻译,12074.0,12074.0,12074.0,12074.0,12144.0,12094.0,12074.0,0.0
长安大学,法学类,5875.0,5875.0,5875.0,5875.0,5870.0,5843.0,5875.0,0.0
长安大学,英语,6276.0,6193.0,5320.0,5929.666666666667,5689.0,5594.0,5929.666666666667,432.42905648081614
长安大学,新闻传播学类,6276.0,6193.0,5320.0,5929.666666666667,5689.0,5594.0,5929.666666666667,432.42905648081614
长安大学,公共管理类,6658.0,5809.0,5659.0,6042.0,5892.0,5816.0,6042.0,439.8613417885232
华侨大学,新闻学,7445.0,7445.0,7445.0,7445.0,7464.0,7398.0,7445.0,0.0
华侨大学,汉语国际教育,7445.0,10291.5,13138.0,10291.5,11371.0,11561.0,10291.5,2324.157517610772
华侨大学,会计学,7877.0,7877.0,7877.0,7877.0,7904.0,7836.0,7877.0,0.0
华侨大学,金融学,8340.0,10480.5,12621.0,10480.5,11376.0,11468.0,10480.5,1747.7109314757977
华侨大学,广播电视学,8340.0,8340.0,8340.0,8340.0,8377.0,8314.0,8340.0,0.0
华侨大学,广告学,8819.0,8819.0,8819.0,8819.0,8865.0,8815.0,8819.0,0.0
华侨大学,法学,8819.0,10209.5,11600.0,10209.5,10842.0,10926.0,10209.5,1135.338495780003
华侨大学,英语,9331.0,11234.5,13138.0,11234.5,12079.0,11982.0,11234.5,1554.2012417959265
华侨大学,国际经济与贸易,9331.0,9331.0,9331.0,9331.0,9387.0,9349.0,9331.0,0.0
华侨大学,经济学,9331.0,9331.0,9331.0,9331.0,9387.0,9349.0,9331.0,0.0
华侨大学,国际商务,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
华侨大学,市场营销,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
华侨大学,人力资源管理,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
华侨大学,物流管理,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
华侨大学,日语,9844.0,9844.0,9844.0,9844.0,9908.0,9873.0,9844.0,0.0
兰州大学,新闻传播学类（含新闻学、广播电视学）,3537.0,4158.0,3721.0,3805.3333333333335,3758.0,3767.0,3805.3333333333335,260.4410788557664
兰州大学,工商管理类（含基地班、会计学等6个专业）,3776.0,4158.0,3200.0,3711.3333333333335,3490.0,3439.0,3711.3333333333335,393.76586387795925
兰州大学,历史学类（含基地班、历史学等4个专业）,3776.0,3894.0,3473.0,3714.3333333333335,3604.0,3590.0,3714.3333333333335,177.31766848105002
兰州大学,经济学类（含经济学、经济统计学等4个专业）,3776.0,3776.0,3776.0,3776.0,3763.0,3786.0,3776.0,0.0
兰州大学,汉语言文学,4009.0,4158.0,2557.0,3574.6666666666665,3136.0,3059.0,3574.6666666666665,722.1654165694234
兰州大学,思想政治教育,4279.0,4435.0,4357.0,4357.0,4343.0,4350.0,4357.0,63.686733312362634
兰州大学,知识产权,4279.0,4435.0,3974.0,4229.333333333333,4114.0,4086.0,4229.333333333333,191.45118321795653
兰州大学,英语,4279.0,4158.0,4218.5,4218.5,4205.0,4216.0,4218.5,49.39804314612742
