学校,科类,专业,最低分
北京林业大学,理科,国际经济与贸易,381
北京林业大学,理科,电子信息科学与技术,380
北京林业大学,理科,食品科学与工程,379
北京林业大学,理科,环境科学,379
北京林业大学,理科,自动化,379
北京林业大学,理科,电气工程及其自动化,379
北京林业大学,理科,林学类,379
北京林业大学,理科,园艺,379
北京林业大学,理科,电子商务,379
北京林业大学,理科,地理信息科学,378
北京林业大学,理科,环境工程,378
北京林业大学,理科,车辆工程,378
北京林业大学,理科,旅游管理,378
北京林业大学,理科,自然地理与资源环境,377
北京林业大学,理科,生物科学类,377
北京林业大学,理科,包装工程,377
北京林业大学,理科,机械设计制造及其自动化,377
北京林业大学,理科,林业工程类,377
北京林业大学,理科,土木工程,376
北京林业大学,理科,水土保持与荒漠化防治,376
北京林业大学,文科,法学,378
北京林业大学,文科,英语,378
北京林业大学,文科,农林经济管理,377
北京林业大学,文科,商务英语,376
北京林业大学,文科,应用心理学,376
北京林业大学,文科,工商管理类,376
北京林业大学,文科,日语,375
中国传媒大学,理科,公共关系学,398
中国传媒大学,理科,数字媒体技术,397
中国传媒大学,理科,通信工程,394
中国传媒大学,理科,广播电视工程,393
中国传媒大学,理科,经济学类,392
中国传媒大学,理科,计算机科学与技术,391
中国传媒大学,理科,网络空间安全,391
中国传媒大学,理科,人工智能,390
中国传媒大学,文科,新闻学,396
中国传媒大学,文科,网络与新媒体,395
中国传媒大学,文科,国际新闻与传播,394
中国传媒大学,文科,翻译,393
中国传媒大学,文科,传播学,385
北京师范大学,理科,数学与应用数学,403
北京师范大学,理科,心理学,403
北京师范大学,理科,物理学,401
北京师范大学,理科,地理科学类,401
北京师范大学,理科,生物科学类,401
北京师范大学,理科,环境科学与工程类,401
北京师范大学,理科,化学,400
北京师范大学,文科,汉语言文学,404
北京师范大学,文科,历史学,404
北京师范大学,文科,金融学,401
北京师范大学,文科,工商管理,401
北京师范大学,文科,传播学,401
北京师范大学,文科,教育学类,401
南京师范大学,理科,数学类,390
南京师范大学,理科,汉语言,389
南京师范大学,理科,金融学,386
南京师范大学,理科,法学,386
南京师范大学,理科,统计学,385
南京师范大学,理科,电气工程及其自动化,385
南京师范大学,理科,会计学,385
南京师范大学,理科,生物科学类,385
南京师范大学,理科,地理科学类,385
南京师范大学,理科,旅游管理,384
南京师范大学,理科,教育技术学,384
南京师范大学,理科,食品科学与工程,383
南京师范大学,理科,计算机科学与技术,383
南京师范大学,理科,生物工程,383
南京师范大学,理科,自动化,383
南京师范大学,理科,国际经济与贸易,383
南京师范大学,理科,社会学,383
南京师范大学,理科,经济学,383
南京师范大学,理科,哲学,383
南京师范大学,理科,财务管理,383
南京师范大学,理科,汉语国际教育,383
南京师范大学,理科,外国语言文学类,383
南京师范大学,理科,新闻传播学类,383
南京师范大学,理科,工商管理类,383
南京师范大学,理科,应用心理学,383
南京师范大学,理科,电子信息类,383
南京师范大学,理科,环境科学与工程类,383
南京师范大学,理科,化学类,383
南京师范大学,理科,公共管理类,383
南京师范大学,理科,海洋资源与环境,383
南京师范大学,理科,人工智能,383
南京师范大学,理科,测绘工程,382
南京师范大学,理科,能源动力类,382
南京师范大学,理科,英语（单列专业）,368
南京师范大学,理科,电气工程及其自动化（中外合作）,364
南京师范大学,理科,行政管理（单列专业）,362
南京师范大学,文科,历史学,388
南京师范大学,文科,法学,386
南京师范大学,文科,哲学,385
南京师范大学,文科,中国语言文学类,384
南京师范大学,文科,汉语言,384
南京师范大学,文科,教育学,383
南京师范大学,文科,金融学,383
南京师范大学,文科,会计学,383
南京师范大学,文科,经济学,382
南京师范大学,文科,外国语言文学类,382
南京师范大学,文科,新闻传播学类,382
南京师范大学,文科,应用心理学,382
南京师范大学,文科,财务管理,381
南京师范大学,文科,工商管理类,381
南京师范大学,文科,古典文献学,381
南京师范大学,文科,公共管理类,381
南京师范大学,文科,历史学类,381
南京师范大学,文科,旅游管理,380
南京师范大学,文科,国际经济与贸易,380
南京师范大学,文科,社会学,380
南京师范大学,文科,思想政治教育,380
南京师范大学,文科,学前教育,380
南京师范大学,文科,小学教育,380
南京师范大学,文科,汉语国际教育,380
南京师范大学,文科,地理科学类,380
南京师范大学,文科,英语（单列专业）,360
南京师范大学,文科,行政管理（单列专业）,358
北京外国语大学,理科,德语,402
北京外国语大学,理科,法语,401
北京外国语大学,理科,西班牙语,401
北京外国语大学,理科,国际商务,400
北京外国语大学,理科,英语,399
北京外国语大学,理科,俄语,396
北京外国语大学,理科,信息管理与信息系统,396
北京外国语大学,理科,传播学,396
北京外国语大学,理科,计算机科学与技术,395
北京外国语大学,理科,外交学,389
北京外国语大学,理科,国际经济与贸易,388
北京外国语大学,文科,西班牙语,400
北京外国语大学,文科,国际商务,396
北京外国语大学,文科,英语,395
北京外国语大学,文科,日语,395
北京外国语大学,文科,德语,395
北京外国语大学,文科,翻译,395
北京外国语大学,文科,传播学,395
北京外国语大学,文科,工商管理类,394
北京外国语大学,文科,世界史,394
中国地质大学（北京）,理科,计算机科学与技术,384
中国地质大学（北京）,理科,土地资源管理,380
中国地质大学（北京）,理科,电子信息工程,379
中国地质大学（北京）,理科,地理信息科学,378
中国地质大学（北京）,理科,软件工程,378
中国地质大学（北京）,理科,电气工程及其自动化,377
中国地质大学（北京）,理科,地质工程,376
中国地质大学（北京）,理科,石油工程,376
中国地质大学（北京）,理科,土木工程,376
中国地质大学（北京）,理科,数学与应用数学,376
中国地质大学（北京）,理科,地球物理学,376
中国地质大学（北京）,理科,安全工程,375
中国地质大学（北京）,理科,土地整治工程,374
中国地质大学（北京）,理科,水文与水资源工程,374
中国地质大学（北京）,理科,地下水科学与工程,374
中国地质大学（北京）,理科,宝石及材料工艺学,374
中国地质大学（北京）,理科,测控技术与仪器,374
中国地质大学（北京）,理科,勘查技术与工程,374
中国地质大学（北京）,理科,海洋科学,374
中国地质大学（北京）,理科,测绘工程,374
中国地质大学（北京）,理科,海洋资源与环境,374
中国地质大学（北京）,理科,工商管理类,374
中国地质大学（北京）,理科,地质学类,374
中国地质大学（北京）,理科,材料类,374
中国矿业大学（北京）,理科,计算机科学与技术,381
中国矿业大学（北京）,理科,电气工程及其自动化,381
中国矿业大学（北京）,理科,信息工程,380
中国矿业大学（北京）,理科,数学类,379
中国矿业大学（北京）,理科,测绘类,378
中国矿业大学（北京）,理科,建筑学,377
中国矿业大学（北京）,理科,土木工程,377
中国矿业大学（北京）,理科,安全科学与工程类,377
中国矿业大学（北京）,理科,机械类,377
中国矿业大学（北京）,理科,工程力学,376
中国矿业大学（北京）,理科,地球物理学,376
中国矿业大学（北京）,理科,材料科学与工程,375
中国矿业大学（北京）,理科,环境工程,375
中国矿业大学（北京）,理科,化学工程与工艺,375
中国矿业大学（北京）,理科,矿物加工工程,375
中国矿业大学（北京）,理科,采矿工程,375
中国矿业大学（北京）,理科,工业工程,375
中国矿业大学（北京）,理科,地质类,375
中国矿业大学（北京）,理科,工商管理类,375
中国矿业大学（北京）,文科,法学,374
中国矿业大学（北京）,文科,英语,373
中国矿业大学（北京）,文科,行政管理,373
浙江理工大学,理科,应用心理学,371
浙江理工大学,理科,新闻传播学类,370
浙江理工大学,理科,能源与动力工程,370
浙江理工大学,理科,电子信息类,370
浙江理工大学,理科,计算机类,370
浙江理工大学,理科,轻化工程,368
浙江理工大学,理科,行政管理,368
浙江理工大学,理科,经济与贸易类,368
浙江理工大学,理科,数学类,368
浙江理工大学,理科,纺织类,368
浙江理工大学,理科,机械类,368
浙江理工大学,理科,电气类,368
浙江理工大学,理科,建筑类,368
浙江理工大学,理科,服装设计与工程,367
浙江理工大学,理科,工业设计,367
浙江理工大学,理科,外国语言文学类,367
浙江理工大学,理科,土木类,367
浙江理工大学,理科,化学类,367
浙江理工大学,理科,丝绸设计与工程,367
浙江理工大学,理科,生物科学类,367
浙江理工大学,理科,材料类,367
浙江理工大学,文科,外国语言文学类,360
浙江理工大学,文科,新闻传播学类,359
浙江理工大学,文科,经济与贸易类,358
浙江理工大学,文科,行政管理,357
浙江理工大学,文科,工商管理类,357
华北电力大学,理科,电气类,394
华北电力大学,理科,电子信息类,391
华北电力大学,理科,自动化类,390
华北电力大学,理科,计算机类,389
华北电力大学,理科,数学类,388
华北电力大学,理科,材料类,388
华北电力大学,理科,机械类,388
华北电力大学,理科,水利类,388
华北电力大学,理科,核工程类,388
华北电力大学,理科,土木类,388
华北电力大学,理科,物理学类,388
华北电力大学,理科,工商管理类,387
华北电力大学,理科,经济学类,387
华北电力大学,理科,环境科学与工程类,387
华北电力大学,理科,管理科学与工程类,387
华北电力大学,文科,法学类,373
华北电力大学,文科,工商管理类,373
华北电力大学,文科,公共管理类,373
华北电力大学,文科,外国语言文学类,372
华东政法大学,理科,公共管理类,399
华东政法大学,理科,知识产权,399
华东政法大学,文科,公共管理类,395
华东政法大学,文科,新闻传播学类,394
华东政法大学,文科,知识产权,394
华东政法大学,文科,英语,394
华东政法大学,文科,德语,394
华东政法大学,文科,日语,394
华东政法大学,文科,翻译,394
燕山大学,理科,计算机科学与技术,370
燕山大学,理科,电子信息工程,367
燕山大学,理科,应用物理学,362
燕山大学,理科,工业设计,362
燕山大学,理科,经济与金融,362
燕山大学,理科,能源化学,362
燕山大学,理科,应用化学,361
燕山大学,理科,过程装备与控制工程,361
燕山大学,理科,机械类,361
燕山大学,理科,电气类,361
燕山大学,理科,材料类,361
燕山大学,理科,车辆工程,359
燕山大学,理科,环境工程,359
燕山大学,理科,化学工程与工艺,359
燕山大学,理科,土木类,359
燕山大学,理科,旅游管理,350
燕山大学,文科,法学,355
燕山大学,文科,工商管理,352
燕山大学,文科,行政管理,351
首都师范大学,理科,英语,379
首都师范大学,理科,西班牙语,378
首都师范大学,理科,法语,377
首都师范大学,理科,俄语,375
首都师范大学,理科,德语,375
首都师范大学,文科,英语,377
首都师范大学,文科,西班牙语,376
首都师范大学,文科,法语,375
首都师范大学,文科,德语,374
上海外国语大学,理科,翻译,401
上海外国语大学,理科,语言学,401
上海外国语大学,理科,西班牙语,400
上海外国语大学,理科,金融学,400
上海外国语大学,理科,法语,399
上海外国语大学,理科,商务英语,398
上海外国语大学,理科,会计学,398
上海外国语大学,理科,外交学,398
上海外国语大学,理科,数据科学与大数据技术,398
上海外国语大学,理科,德语,397
上海外国语大学,理科,意大利语,397
上海外国语大学,理科,工商管理类,397
上海外国语大学,理科,新闻传播学类,397
上海外国语大学,理科,汉语国际教育,396
上海外国语大学,理科,法学,396
上海外国语大学,理科,教育技术学,396
上海外国语大学,理科,管理科学与工程类,395
上海外国语大学,文科,翻译,398
上海外国语大学,文科,德语,396
上海外国语大学,文科,西班牙语,396
上海外国语大学,文科,商务英语,396
上海外国语大学,文科,法语,396
上海外国语大学,文科,汉语国际教育,395
上海外国语大学,文科,会计学,395
上海外国语大学,文科,外交学,395
上海外国语大学,文科,国际政治,394
上海外国语大学,文科,意大利语,394
上海外国语大学,文科,金融学,394
上海外国语大学,文科,法学,394
上海外国语大学,文科,教育技术学,394
上海外国语大学,文科,语言学,394
上海外国语大学,文科,工商管理类,394
上海外国语大学,文科,新闻传播学类,394
东华大学,理科,理科试验班类,391
东华大学,理科,经济与贸易类,389
东华大学,理科,经济管理试验班,389
东华大学,理科,计算机类,389
东华大学,理科,智能制造工程,389
东华大学,理科,英语,388
东华大学,理科,服装设计与工程,387
东华大学,理科,机械工程,387
东华大学,理科,社会科学试验班,387
东华大学,理科,数学类,387
东华大学,理科,电子信息类,387
东华大学,理科,管理科学与工程类,387
东华大学,理科,能源与环境系统工程,386
东华大学,理科,新闻传播学类,386
东华大学,理科,工业设计,386
东华大学,理科,日语,386
东华大学,理科,物理学类,386
东华大学,理科,环境科学与工程类,386
东华大学,理科,建筑环境与能源应用工程,385
东华大学,理科,功能材料,385
东华大学,理科,材料类,385
东华大学,理科,纺织类,385
东华大学,理科,化学类,385
东华大学,文科,社会科学试验班,387
东华大学,文科,新闻传播学类,385
东华大学,文科,工业设计,384
东华大学,文科,英语,384
东华大学,文科,日语,384
东华大学,文科,经济与贸易类,384
东华大学,文科,经济管理试验班,383
北京工商大学,理科,会计学,367
北京工商大学,理科,金融学类,367
北京工商大学,理科,电子信息类,365
北京工商大学,理科,计算机类,365
北京工商大学,理科,经济与贸易类,365
北京工商大学,理科,光电信息科学与工程,361
北京工商大学,理科,外国语言文学类,361
北京工商大学,理科,应用化学,360
北京工商大学,理科,环境工程,357
北京工商大学,理科,化妆品技术与工程,357
华东理工大学,理科,经济学类,398
华东理工大学,理科,法学,395
华东理工大学,理科,工商管理类,394
华东理工大学,理科,数学类,392
华东理工大学,理科,计算机类,392
华东理工大学,理科,管理科学与工程类,392
华东理工大学,理科,环境工程,391
华东理工大学,理科,能源与动力工程,391
华东理工大学,理科,国际经济与贸易,391
华东理工大学,理科,化学类,391
华东理工大学,理科,风景园林,390
华东理工大学,理科,外国语言文学类,390
华东理工大学,理科,公共管理类,390
华东理工大学,理科,物理学类,390
华东理工大学,理科,材料类,390
华东理工大学,理科,机械类,390
华东理工大学,理科,生物工程类,390
华东理工大学,理科,电气工程及其自动化,382
华东理工大学,理科,高分子材料与工程,379
华东理工大学,理科,生物工程,373
华东理工大学,文科,经济学类,386
华东理工大学,文科,国际经济与贸易,385
华东理工大学,文科,法学,383
华东理工大学,文科,工商管理类,383
华东理工大学,文科,风景园林,380
华东理工大学,文科,外国语言文学类,380
华东理工大学,文科,公共管理类,379
同济大学,理科,经济管理试验班,407
同济大学,理科,机械类,400
同济大学,文科,工科试验班,422
同济大学,文科,人文科学试验班,399
同济大学,文科,社会科学试验班,399
上海交通大学,理科,经济管理试验班,423
上海交通大学,理科,人工智能,423
上海交通大学,文科,经济管理试验班,413
南京财经大学,理科,会计学,374
南京财经大学,理科,财务管理,371
南京财经大学,理科,金融学,371
南京财经大学,理科,审计学,371
南京财经大学,理科,法学,370
南京财经大学,理科,财政学,370
南京财经大学,理科,英语,369
南京财经大学,理科,经济学,369
南京财经大学,理科,税收学,369
南京财经大学,理科,商务英语,369
南京财经大学,理科,计算机科学与技术,368
南京财经大学,理科,金融工程,368
南京财经大学,理科,资产评估,368
南京财经大学,理科,经济统计学,368
南京财经大学,理科,食品科学与工程,367
南京财经大学,理科,数学与应用数学,367
南京财经大学,理科,广告学,367
南京财经大学,理科,网络与新媒体,367
南京财经大学,理科,法语,367
南京财经大学,理科,投资学,367
南京财经大学,理科,市场营销,367
南京财经大学,理科,软件工程,367
南京财经大学,理科,工商管理,367
南京财经大学,理科,劳动与社会保障,367
南京财经大学,理科,物流管理,367
南京财经大学,理科,信用管理,367
南京财经大学,理科,金融数学,367
南京财经大学,理科,国际经济与贸易,367
南京财经大学,理科,物联网工程,367
南京财经大学,理科,大数据管理与应用,367
南京财经大学,理科,质量管理工程,366
南京财经大学,理科,旅游管理,366
南京财经大学,理科,电子商务,366
南京财经大学,理科,保险学,366
南京财经大学,理科,食品质量与安全,366
南京财经大学,理科,人力资源管理,366
南京财经大学,理科,贸易经济,366
南京财经大学,理科,工商管理（中外合作）,347
南京财经大学,文科,会计学,369
南京财经大学,文科,审计学,368
南京财经大学,文科,财政学,367
南京财经大学,文科,金融学,367
南京财经大学,文科,经济学,366
南京财经大学,文科,财务管理,366
南京财经大学,文科,法学,365
南京财经大学,文科,广告学,365
南京财经大学,文科,网络与新媒体,365
南京财经大学,文科,法语,365
南京财经大学,文科,新闻学,365
南京财经大学,文科,英语,365
南京财经大学,文科,保险学,365
南京财经大学,文科,投资学,365
南京财经大学,文科,市场营销,365
南京财经大学,文科,工商管理,365
南京财经大学,文科,劳动与社会保障,365
南京财经大学,文科,物流管理,365
南京财经大学,文科,人力资源管理,365
南京财经大学,文科,税收学,365
南京财经大学,文科,信用管理,365
南京财经大学,文科,国际经济与贸易,365
南京财经大学,文科,贸易经济,365
南京财经大学,文科,商务英语,365
南京财经大学,文科,工商管理（中外合作）,351
重庆大学,理科,人工智能,398
重庆大学,理科,电气工程及其自动化,397
重庆大学,理科,建筑学,396
重庆大学,理科,城乡规划,396
重庆大学,理科,数据科学与大数据技术,396
重庆大学,理科,风景园林,395
重庆大学,理科,计算机类,395
重庆大学,理科,会计学,394
重庆大学,理科,经济学类,394
重庆大学,理科,法学类,394
重庆大学,理科,数学类,394
重庆大学,理科,电子信息类,394
重庆大学,理科,智能医学工程,394
重庆大学,理科,机器人工程,394
重庆大学,理科,工商管理类,393
重庆大学,理科,物理学类,393
重庆大学,理科,材料类,393
重庆大学,理科,土木类,393
重庆大学,理科,环境科学与工程类,393
重庆大学,理科,管理科学与工程类,393
重庆大学,理科,化学类,393
重庆大学,理科,机械类,393
重庆大学,理科,能源动力类,393
重庆大学,理科,航空航天类,393
重庆大学,理科,生物医学工程类,393
重庆大学,文科,经济学类,396
重庆大学,文科,人文科学试验班,393
重庆大学,文科,风景园林,391
重庆大学,文科,外国语言文学类,391
重庆大学,文科,法学类,391
重庆大学,文科,公共管理类,391
重庆大学,文科,新闻传播学类,390
西南大学,理科,经济学类,386
西南大学,理科,法学,384
西南大学,理科,数学类,384
西南大学,理科,电子信息类,382
西南大学,理科,教育学类,382
西南大学,理科,物理学,381
西南大学,理科,工商管理类,381
西南大学,理科,材料类,381
西南大学,理科,土木类,381
西南大学,理科,英语,380
西南大学,理科,生物科学,380
西南大学,理科,生物技术,380
西南大学,理科,计算机科学与技术,380
西南大学,理科,网络工程,380
西南大学,理科,制药工程,380
西南大学,理科,动物医学,380
西南大学,理科,电气工程及其自动化,380
西南大学,理科,风景园林,380
西南大学,理科,地理科学类,380
西南大学,理科,植物生产类,380
西南大学,理科,机械类,380
西南大学,理科,纺织类,380
西南大学,理科,食品科学与工程类,380
西南大学,理科,智能科学与技术,380
西南大学,理科,水产养殖学,379
西南大学,理科,药学,379
西南大学,理科,文化产业管理,379
西南大学,理科,公共管理类,379
西南大学,理科,环境科学与工程类,379
西南大学,理科,化学类,379
西南大学,文科,日语,381
西南大学,文科,法学,378
西南大学,文科,中国语言文学类,378
西南大学,文科,英语,377
西南大学,文科,思想政治教育,377
西南大学,文科,新闻学,377
西南大学,文科,德语,377
西南大学,文科,经济学类,377
西南大学,文科,工商管理类,377
西南大学,文科,公共管理类,377
西南大学,文科,文化产业管理,376
西南大学,文科,地理科学类,376
南京工业大学,理科,电子信息类,367
南京工业大学,理科,计算机科学与技术,367
南京工业大学,理科,电气工程及其自动化,366
南京工业大学,理科,数学与应用数学,366
南京工业大学,理科,数据科学与大数据技术,366
南京工业大学,理科,人工智能,366
南京工业大学,理科,工业工程,365
南京工业大学,理科,工商管理类,365
南京工业大学,理科,金融学,365
南京工业大学,理科,知识产权,365
南京工业大学,理科,建筑环境与能源应用工程,365
南京工业大学,理科,建筑电气与智能化,365
南京工业大学,理科,城乡规划,365
南京工业大学,理科,风景园林,365
南京工业大学,理科,地理信息科学,365
南京工业大学,理科,测控技术与仪器,365
南京工业大学,理科,新能源科学与工程,365
南京工业大学,理科,建筑学,365
南京工业大学,理科,安全工程,365
南京工业大学,理科,消防工程,365
南京工业大学,理科,材料类,365
南京工业大学,理科,土木类,365
南京工业大学,理科,化学类,365
南京工业大学,理科,食品科学与工程类,365
南京工业大学,理科,药学类,365
南京工业大学,理科,制药工程,365
南京工业大学,理科,地质工程,365
南京工业大学,理科,交通工程,365
南京工业大学,理科,环境科学与工程类,365
南京工业大学,理科,机械类,365
南京工业大学,理科,能源动力类,365
南京工业大学,理科,工程力学,365
南京工业大学,理科,应用物理学,365
南京工业大学,理科,工业设计,365
南京工业大学,理科,焊接技术与工程,365
南京工业大学,理科,新能源材料与器件,365
南京工业大学,理科,自动化,365
南京工业大学,理科,给排水科学与工程,365
南京工业大学,理科,测绘工程,365
南京工业大学,理科,管理科学与工程类,365
南京工业大学,理科,轻化工程,365
南京工业大学,理科,遥感科学与技术,365
南京工业大学,理科,资源循环科学与工程,365
南京工业大学,理科,智能制造工程,365
南京工业大学,理科,电子信息工程（中外合作）,354
南京工业大学,理科,电气工程及其自动化（中澳学分互认）,353
南京工业大学,理科,数据科学与大数据技术（中澳学分互认）,353
南京工业大学,理科,机械工程（中外合作）,351
南京工业大学,理科,制药工程（中外合作）,351
南京工业大学,理科,会计学（中美学分互认）,350
南京工业大学,文科,城乡规划,358
南京工业大学,文科,法学,357
南京工业大学,文科,金融学,357
南京工业大学,文科,知识产权,356
南京工业大学,文科,风景园林,356
南京工业大学,文科,汉语国际教育,355
南京工业大学,文科,建筑电气与智能化,355
南京工业大学,文科,管理科学与工程类,355
南京工业大学,文科,英语,354
南京工业大学,文科,日语,354
南京工业大学,文科,社会工作,353
南京工业大学,文科,工业工程,353
南京工业大学,文科,工商管理类,353
南京工业大学,文科,公共管理类,353
南京工业大学,文科,德语,353
南京工业大学,文科,国际经济与贸易,353
南京工业大学,文科,建筑环境与能源应用工程,353
南京工业大学,文科,会计学（中美学分互认）,344
太原理工大学,理科,电气工程及其自动化,376
太原理工大学,理科,计算机科学与技术,376
太原理工大学,理科,建筑学,375
太原理工大学,理科,土木工程,375
太原理工大学,理科,自动化,375
太原理工大学,理科,电子信息工程,375
太原理工大学,理科,通信工程,375
太原理工大学,理科,物联网工程,375
太原理工大学,理科,人工智能,375
太原理工大学,理科,过程装备与控制工程,374
太原理工大学,理科,电子科学与技术,374
太原理工大学,理科,数据科学与大数据技术,374
太原理工大学,理科,水利水电工程,373
太原理工大学,理科,水文与水资源工程,373
太原理工大学,理科,环境工程,373
太原理工大学,理科,化学工程与工艺,373
太原理工大学,理科,制药工程,373
太原理工大学,理科,安全工程,373
太原理工大学,理科,机械设计制造及其自动化,373
太原理工大学,理科,工业设计,373
太原理工大学,理科,车辆工程,373
太原理工大学,理科,机械电子工程,373
太原理工大学,理科,材料成型及控制工程,373
太原理工大学,理科,文物保护技术,373
太原理工大学,理科,纺织工程,373
太原理工大学,理科,城市地下空间工程,373
太原理工大学,理科,测绘工程,373
太原理工大学,理科,道路桥梁与渡河工程,373
太原理工大学,理科,能源与动力工程,373
太原理工大学,理科,信息与计算科学,373
太原理工大学,理科,建筑环境与能源应用工程,373
太原理工大学,理科,生物医学工程,373
太原理工大学,理科,工程力学,373
太原理工大学,理科,应用物理学,373
太原理工大学,理科,光电信息科学与工程,373
太原理工大学,理科,英语,373
太原理工大学,理科,工程管理,373
太原理工大学,理科,材料科学与工程,373
太原理工大学,理科,机器人工程,373
太原理工大学,理科,智能医学工程,373
大连理工大学,理科,电子科学与技术,393
大连理工大学,理科,车辆工程,393
大连理工大学,理科,光电信息科学与工程,393
大连理工大学,理科,数学类,393
大连理工大学,理科,应用物理学,392
大连理工大学,理科,软件工程,392
大连理工大学,理科,能源与动力工程,392
大连理工大学,理科,建筑类,392
